dataset,category_id,item_count_all,item_count_train,representative_item_ids,representative_item_titles
pog_dense,6eb82f81b7105a1112fec1bb3c8dd62b,659,496,"[25792, 13612, 16262, 14033, 22118, 17355, 28387, 817, 23091, 8159]","[""修身半高领针织衫女2018秋冬季装新款韩版长袖套头内搭打底毛衣潮"", ""宽松针织衫女2017春装新款韩版百搭中长款chic长袖套头上衣毛衣"", ""毛衣宽松秋冬女2018新款韩版条纹长袖CHIC早秋上衣慵懒针织衫百搭"", ""2019秋冬新款宽松半高领针织衫套头长袖简约百搭打底衫毛衣女上衣"", ""条纹针织衫女秋冬装2018新款韩版宽松长袖chic慵懒上衣薄毛衣外套"", ""长袖针织开衫2018秋季新款韩版宽松V领条纹慵懒风chic毛衣外套女"", ""针织衫上衣女2018秋冬装季新款chic韩版白色百搭宽松套头长袖毛衣"", ""针织开衫女秋冬装2018新款韩版宽松慵懒风短款chic网红毛衣外套潮"", ""毛衣外套女2018秋冬新款 韩版宽松休闲坑条纹长袖针织衫套头慵懒"", ""针织衫女秋装2018新款韩版宽松chic上衣长袖修身薄款毛衣打底衫潮""]"
pog_dense,72b059d86956ec93bbe2ae5a6622f4bd,219,168,"[27198, 1893, 15080, 2866, 22719, 2146, 28689, 14512, 20696, 3936]","[""炉品男装夏季新款短袖男字母印花圆领宽松T恤潮流休闲体恤半袖T恤"", ""炉品男装夏季新款BF风印花体恤男圆领宽松落肩袖五分袖潮男T恤"", ""原宿风宽松纯色男短袖潮流新款5分T恤圆领潮牌男夏季纯棉港风体恤"", ""炉品夏季新款潮牌格子印花T恤圆领宽松情侣T恤潮男休闲短袖T恤男"", ""棉夏季男士短袖T恤男装潮圆领纯色体恤打底衫韩版半袖上衣夏装"", ""炉品夏季印花T恤情侣款2019潮牌t恤街头宽松中长纯色字母短袖t男"", ""马切达夏季男装日系个性印花半袖T恤青年复古圆领宽松短袖潮体恤"", ""二十八间夏季男装个性字母印花情侣短袖潮流宽松体恤青年男生T恤"", ""辰未原创夏季日系潮流拼色字母印花短袖纯棉圆领休闲套头T恤男潮"", ""炉品夏季bf中性落肩袖情侣T恤街头潮流T恤宽松印花宽松潮男短袖T""]"
pog_dense,77c9c3bb3736bf7ba3a3d36b532f6962,123,89,"[4589, 23187, 3119, 18428, 4970, 17634, 22021, 6492, 1903, 12126]","[""吊带背心女外穿夏装2019新款女港味复古chic内搭短款无袖打底上衣"", ""港味复古吊带背心女无袖内搭夏装针织小清新上衣打底抹胸露肩外穿"", ""吊带女内搭上衣夏季新款修身百搭荷叶边性感漏背短款打底背心外穿"", ""小宜定制YESWOMEN复古chic百搭吊带背心夏季宽松性感无袖外穿上衣"", ""美背雪纺吊带背心女夏季短款宽松性感内搭打底交叉带外穿百搭上衣"", ""小清新吊带背心女夏2019夏装新款性感露肩chic抹胸外穿荷叶边上衣"", ""吊带背心女夏短款宽松外穿交叉带雪纺上衣韩版纯色打底内搭小吊带"", ""韩国修身小吊带背心女2019夏季新款外穿针织短款百搭内搭打底上衣"", ""热夏定制2018夏季新款简约百搭打底背心挂脖小清新上衣女可外穿"", ""Ayuko 小吊带背心女外穿2018夏季新款黑色上衣修身性感打底背心""]"
pog_dense,7b0b5e99f45560c0f83ee235d461ca04,47,39,"[17971, 6307, 1560, 26718, 20269, 25488, 13998, 27973, 28636, 17046]","[""聚利时女士手表女款时尚潮流小巧钢带简约女表学生韩版防水石英表"", ""聚利时女士手表女学生韩版简约时尚潮流防水小巧大气质女生石英表"", ""聚利时女表复古韩版简约时尚潮流防水女士手表学生皮带日历石英表"", ""正品卡西欧手表女士casio情侣简约防水学生石英皮带女表LTP-V300"", ""卡西欧手表女学生复古小方表防水时尚网红方形钢皮带表LTP-V007"", ""聚利时女士手表女学生韩版时尚简约潮流ins风小表盘防水钢带女表"", ""聚利时女士手表学生韩版简约时尚防水石英表钢带手表女ins风气质"", ""聚利时真皮女表 时尚潮流简约皮带女士手表 石英防水女学生手表"", ""聚利时手表女时尚女学生韩国简约气质小表盘女士细皮带防水石英表"", ""聚利时女士手表女学生韩版简约时尚潮流复古ins风大气质防水女表""]"
pog_dense,7c3f3d05228e2ee51736f64757cfb385,16,11,"[14157, 4961, 1166, 17467, 21737, 10841, 20903, 13342, 20665, 23880]","[""GENANX闪电潮牌嘻哈男风衣薄款新中长款潮流印花男士帅气外套时尚"", ""GENANX闪电潮牌风衣男外套潮流韩版秋季薄款中长款休闲学生帅气男"", ""GENANX闪电潮牌连帽风衣男薄款新款宽松舒适男生潮流街头防晒衣"", ""GENANX闪电潮牌发型师外套男潮新款多彩撞色印花棒球领风衣男秋冬"", ""GENANX闪电潮牌外套风衣 双排扣潮流英伦学院风修身风衣男青年"", ""NOTHOMME潮牌工装中长款水洗宽松牛仔风衣外套男款拼接街头嘻哈潮"", ""NOTHOMME日系潮牌军绿中长款连帽工装风衣外套男款宽松版ifashion"", ""GBOY春季暗黑系中长款风衣男青年宽松连帽外套日系休闲纯色上衣"", ""NOTHOMME日系潮牌宽松棒球领卡其风衣可拆卸帽中长款工装外套"", ""云无缰原创棉麻民族男士风衣中长款外套春秋大衣披风男【战旗】""]"
pog_dense,814ed433f7b89cef654140214dfdaab5,59,44,"[23929, 11019, 9125, 11794, 27398, 20830, 21301, 1003, 13598, 21313]","[""夏季透气男鞋小白鞋男真皮2019新款韩版百搭白鞋春季板鞋休闲潮鞋"", ""春季新款小白鞋男真皮韩版百搭板鞋厚底运动休闲鞋白色鞋子男潮鞋"", ""小白鞋男真皮男士板鞋韩版学生男鞋春季白色鞋子男休闲鞋百搭潮鞋"", ""夏季男士休闲运动男鞋小白韩版潮流板鞋百搭跑步潮鞋透气网鞋布鞋"", ""小白鞋男鞋春季潮鞋2019新款鞋子韩版潮流百搭内增高厚底休闲板鞋"", ""男鞋春夏季透气休闲鞋男2019春季新款潮鞋男士板鞋韩版潮流百搭鞋"", ""百搭潮鞋情侣春季小白鞋男士休闲白鞋运动板鞋白色韩版潮流男鞋子"", ""小白鞋男韩版百搭潮流春季男鞋子潮内增高白色板鞋男休闲运动白鞋"", ""春季2019新款男士休闲鞋运动板鞋韩版潮流鞋子百搭黑色皮鞋男夏季"", ""韩版男鞋子春季潮男小白鞋潮流百搭男士休闲潮鞋板鞋2019新款白鞋""]"
pog_dense,82462c11b65faedd60ec94210debc584,110,79,"[18218, 25480, 16242, 28272, 3938, 5232, 26080, 4597, 13856, 2113]","[""春季日系休闲纯色夹克潮男青年修身连帽薄款冲锋衣运动上衣外套"", ""春季日系复古纯色牛仔夹克短款修身拼接青少年潮男士牛仔衣外套"", ""听风 春季日系复古宽松连帽夹克男 青少年大口袋工装夹克军绿外套"", ""炉品春季美式复古套头连帽飞行员机车夹克衣服潮流工装上衣外套男"", ""男道春季新款学院风宽松连帽夹克男日系复古青年潮流外套拼色上衣"", ""雅痞制噪 日系复古两条杠连帽外套 嘻哈运动工装夹克潮牌男青年"", ""雅痞制噪 日系街头拼色复古夹克外套青少年港仔棒球服潮牌上衣男"", ""炉品春季美式复古风拼色潮男刺绣夹克青少年上衣休闲情侣夹克外套"", ""NOTHOMME日系潮牌开衫外套男款复古纯色工装夹克中国风"", ""GENANX闪电潮牌男外套秋季撞色口袋宽松韩版飞行员夹克男潮流帅气""]"
pog_dense,83668c24f1cbd74fb8e01a243e79a3a0,34,26,"[26428, 22687, 7061, 19701, 16182, 2349, 25449, 5740, 11599, 30697]","[""马甲女冬2018新款韩版连帽收腰中长款棉背心外穿宽松面包服外套厚"", ""短款面包外套韩版宽松冬季2018新款无袖马夹背心翻领羽绒棉马甲女"", ""2018秋冬新款韩版棉马甲女外套背心bf百搭无袖宽松马夹外穿棉衣潮"", ""短款羽绒棉马甲女秋冬2019新款x2韩版宽松欧货面包服马夹背心外套"", ""连帽羽绒棉衣马甲女中长款宽松大码韩版2018秋冬新款加厚坎肩外套"", ""棉马甲女2018新款冬季短款韩版宽松无袖加厚羽绒棉马夹坎肩外套潮"", ""2018新款棉马甲女韩版学生百搭bf宽松立领无袖棉衣马夹外套秋冬"", ""立领马夹女中长款2018新款加厚秋冬宽松大码坎肩背心A字版棉马甲"", ""秋冬女2018新款仿狐狸毛皮草背心韩版坎肩毛毛马甲中长款毛衣外套"", ""中长款马甲棉服女秋冬2018新款韩版学院风学生宽松大口袋连帽外套""]"
pog_dense,83fb64f0af37f88a42f311549fb261cb,153,124,"[285, 15324, 29881, 22162, 29883, 14519, 10545, 29357, 26211, 26655]","[""夏季浅色水洗破洞牛仔裤男潮牌九分裤韩版潮流修身小脚裤直筒裤子"", ""炉品春季百搭破洞牛仔裤男潮流乞丐裤韩版修身小脚裤潮男九分裤子"", ""冬季新款牛仔裤复古街头水洗休闲长裤潮男抓痕小脚哈伦裤束脚裤男"", ""GENANX闪电潮牌韩版小直脚裤 潮流黑色帅气复古水洗牛仔裤男青年"", ""春季牛仔裤男宽松日系复古潮流大码小脚哈伦裤黑色弹力长裤子男士"", ""GENANX闪电潮牌印花牛仔裤潮流新款修身帅气小脚夏季破洞牛仔裤男"", ""GENANX闪电潮牌牛仔长裤男破洞牛仔裤男小脚印花修身型显瘦青年"", ""衣品天成2019春季新款男士牛仔裤青年潮流韩版中腰破洞直筒裤子"", ""牛仔裤男士小脚修身韩版潮流弹力休闲黑灰色裤子男2019春夏季新款"", ""清仓特价，夏季破洞牛仔裤子男士潮流水洗复古做旧浅色小脚九分裤""]"
pog_dense,841c8877534da01768696cd2375bab70,393,303,"[1291, 13445, 13358, 9049, 4294, 1005, 26600, 14166, 22856, 23281]","[""s925纯银项链女银杏吊坠韩版简约森系小清新ulzzang原宿风锁骨链"", ""珍珠锁骨项链女纯银韩版简约个性气质小众锁骨链chic网红短款吊坠"", ""项链女纯银 潮 网红锁骨链 简约气质百搭吊坠设计小众短款颈链"", ""颈链女choker短款韩国脖子饰品颈带小众设计网红项链潮项圈锁骨链"", ""项链女纯银 小众设计锁骨链潮 网红 短款吊坠简约气质银饰颈链"", ""小众网红脖链气质百搭黑色水晶短款珍珠锁骨链项链颈链颈带项圈女"", ""s925纯银项链女小红心爱心吊坠韩版简约森系学生清新女配饰锁骨链"", ""925银蝴蝶结项链女锁骨颈链短款简约韩国学生闺蜜姐妹链脖子饰品"", ""银项链女纯银简约百搭小众轻奢礼物福袋转运珠红色吊坠网红锁骨链"", ""s925纯银星月项链脖子饰品项圈锁骨链女短款日韩简约颈带学生网红""]"
pog_dense,8476c833956c74092868c24514562b0b,1094,857,"[26946, 24219, 20488, 13883, 26532, 29262, 16889, 9578, 28188, 8695]","[""宽松毛呢外套女秋冬装中长款过膝开叉茧型双面呢子大衣女2018新款"", ""羊绒大衣女中长款2018新款秋冬季时尚格子双面穿韩版显瘦毛呢外套"", ""秋冬装女2018新款韩版水貂绒宽松翻领中长款呢子大衣格子毛呢外套"", ""羊毛呢大衣女士2018冬装新款韩版宽松显瘦中长款原宿双面呢子外套"", ""三彩2018冬季新款西装领流行双面呢羊毛大衣长款森系呢子外套女"", ""2018秋冬新款韩版双排扣中长款长袖毛呢茧型外套女宽松休闲大衣"", ""秋冬装女2018新款小个子双面羊绒流行大衣连帽呢子中长款毛呢外套"", ""双面羊绒呢子衣女中长款2018新款连帽风衣浴袍系过膝修身毛呢外套"", ""毛呢子大衣女中长款2018冬季新款韩版流行赫本风过膝双面羊绒外套"", ""双面羊绒大衣女2019冬季新款韩版中长款高端羊毛宽松A字毛呢外套""]"
pog_dense,852a581f78e4f4d7ecf9972a038e440c,1642,1331,"[6934, 15755, 3851, 1926, 4651, 2359, 21292, 7086, 6655, 10072]","[""短靴女高跟2019秋冬新款百搭磨砂尖头马丁靴英伦毛毛粗跟绒面女靴"", ""小短靴女2018新款马丁靴英伦风冬季加绒鞋子韩版百搭粗跟裸靴女秋"", ""2018秋冬季新款短靴女加绒百搭粗跟英伦女靴子高跟尖头短筒马丁靴"", ""短靴女2018韩版新款秋冬雪地靴高跟鞋细跟尖头毛毛靴棉鞋马丁靴子"", ""2018新款短靴女加绒秋冬细跟弹力袜靴高跟尖头瘦瘦靴中筒马丁靴"", ""短靴女粗跟2018秋款女矮靴英伦复古百搭高跟鞋女冬季马丁靴女靴子"", ""粗跟短靴女2018秋冬新款网红高跟鞋女马丁靴尖头瘦瘦靴加绒靴子女"", ""女靴2018秋冬新款方头平跟短筒英伦风马丁靴漆皮百搭加绒里短靴子"", ""短靴女秋冬2018新款网红高跟鞋尖头单靴性感真皮及踝靴细跟马丁靴"", ""真皮粗跟短筒靴子女2018秋冬新款白色短靴百搭中跟马丁靴圆头女靴""]"
pog_dense,856a563554cc6f5b2bac63e3e8ff10b5,17,10,"[25253, 16092, 13892, 28253, 15524, 27644, 30996, 851, 25642, 843]","[""夏季高帮鞋男板鞋韩版潮流百搭男鞋男士休闲鞋黑色春季鞋子运动鞋"", ""真皮男士高帮板鞋青年运动休闲潮鞋子复古英伦韩版街拍潮鞋子秋季"", ""春季新款马丁靴男士休闲英伦板鞋韩版潮流皮鞋黑色高帮鞋男鞋子潮"", ""韩版板鞋男潮流运动鞋男鞋复古透气青年百搭潮鞋复古男士休闲鞋"", ""高帮皮鞋男板鞋棉鞋春季2019春季新款网红潮鞋男鞋韩版潮流高邦"", ""BJHG反绒皮空军中高帮板鞋男潮流百搭绑带韩版港风运动休闲平底鞋"", ""GENANX闪电潮牌高帮休闲鞋黑白两色男士欧美潮流新款冬季靴子"", ""简约百搭小白高帮版鞋男欧美开口笑真皮拉链高帮潮鞋厚底靴男"", ""夏季球鞋男透气网面运动休闲鞋初中学生青少年波鞋男鞋子网鞋潮鞋"", ""Tweak特威克春夏男鞋滑板鞋真牛皮高帮板鞋 帆布休闲潮鞋""]"
pog_dense,8585a77eaebc91282b433359863cb569,468,364,"[1797, 26033, 1107, 24232, 123, 21278, 4669, 21572, 18755, 16325]","[""宽松大毛领连帽chic棉服女2018新款冬装加厚外套中长款面包服棉衣"", ""短款棉衣女2018新款冬装韩版宽松面包服chic羽绒棉服毛领外套棉袄"", ""棉袄女2018新款冬季外套韩版中长款棉服宽松bf加厚面包服羽绒棉衣"", ""ins棉服女中长款2018冬新款大毛领羽绒棉衣宽松bf面包服棉袄外套"", ""冬季棉衣女装ins中长款韩版宽松棉袄2018新款轻薄学生棉服外套潮"", ""MG小象中长款棉服女2018冬季新款韩版chic面包服大毛领棉衣外套潮"", ""大毛领过膝连帽棉服外套女冬季2018新款中长款棉袄宽松加厚棉衣潮"", ""冬季2018新款刺绣甜美大毛领chic棉服女中长款茧型宽松厚外套棉衣"", ""MG小象棉服女2018新款加厚棉衣宽松休闲大毛领棉袄冬季工装外套潮"", ""MG小象棉衣女装中长款韩版加厚大毛领面包服新款chic冬季棉服外套""]"
pog_dense,95c3a26ab13f3ec5cd28a281e3685e7b,739,610,"[4193, 22504, 5296, 26086, 23516, 21220, 29062, 6875, 18150, 30624]","[""耳钉女纯银韩国气质简约百搭耳坠长款流苏不对称耳饰网红超仙耳环"", ""珍珠耳环女气质韩国个性百搭耳坠长款流苏水晶锆石吊坠耳钉纯银女"", ""耳环女气质韩国个性百搭简约长款耳吊坠一款两戴珍珠爱心纯银耳钉"", ""耳环韩国气质长款吊坠女个性百搭不对称几何耳坠简约耳饰纯银耳钉"", ""耳环女韩国气质长款简约S925纯银流苏防过敏耳坠水晶个性百搭耳钉"", ""耳环女气质韩国个性简约百搭耳饰不对称复古长款吊坠流苏珍珠耳坠"", ""925纯银耳钉珍珠耳环长款韩国女气质简约耳坠百搭流苏日韩耳饰"", ""耳钉纯银女气质韩国个性简约百搭网红耳环珍珠蓝色爱心防过敏耳饰"", ""S925银珍珠耳环女韩国气质个性百搭耳钉简约耳坠耳饰长款"", ""耳环韩国气质长款女个性百搭吊坠简约耳坠网红秋冬耳线纯银耳钉潮""]"
pog_dense,9e3e1aff5fca5f418e5e3679ff932c05,43,37,"[8494, 29707, 27970, 27664, 549, 9969, 10961, 20772, 13015, 23999]","[""回力帆布鞋男春季新款韩版潮流男鞋子百搭休闲鞋男板鞋小白鞋潮鞋"", ""回力帆布鞋男低帮春季男鞋韩版透气情侣学生布鞋单鞋潮鞋子男板鞋"", ""回力帆布鞋男夏季男鞋子韩版百搭低帮板鞋男休闲鞋布鞋平底小白鞋"", ""回力帆布鞋男百搭男鞋子布鞋透气平底休闲鞋潮鞋夏季韩版潮流板鞋"", ""回力帆布鞋男低帮男鞋春季2019新款布鞋小白鞋板鞋男鞋子男潮鞋"", ""回力男鞋高帮帆布鞋男韩版百搭板鞋春秋季学生情侣鞋黑色休闲鞋"", ""帆布鞋男鞋夏季小白鞋男生布板鞋韩版潮流百搭休闲亚麻鞋子男潮鞋"", ""人本帆布鞋男夏季潮学生休闲鞋情侣韩版低帮白色布鞋板鞋男鞋大码"", ""回力帆布鞋男高帮帆布鞋男鞋子男潮鞋2019新款男鞋夏季透气板鞋男"", ""帆布鞋男春季休闲鞋男士布鞋黑色鞋子百搭男鞋韩版潮流学生小黑鞋""]"
pog_dense,9fa5c6beaf93259bc3dcd4ead2b3397f,2,1,[28937],"[""GENANX闪电潮牌毛领羽绒服情侣款黑白撞色菱形印花冬季新款男时尚""]"
pog_dense,9fd21872baa91cc0713a7ee1d29529ca,6,3,"[10602, 20293, 28034]","[""GXG男装 2018夏季商场同款黑色短袖POLO衫翻领T恤男#182224306"", ""HLA/海澜之家舒适清爽短袖T恤2018夏季新品基础易搭POLO衫男"", ""DUMB2019夏季新款潮流百搭polo衫男装撞色假两件翻领体恤男生衣服""]"
pog_dense,a68b85f0e84cbac87f49f5483e16fb6d,82,67,"[9985, 9397, 11089, 15392, 17371, 5523, 15989, 425, 7129, 30408]","[""ZENGLIU日韩情侣刻字手镯 女镀18k玫瑰金手环简约个性潮人首饰品"", ""镀18K玫瑰金手镯女小众设计网红开口手环韩版简约个性情侣冷淡风"", ""韩国饰品手镯 女款镀18K玫瑰金手环潮人韩版钛钢简约情侣刻字首饰"", ""实心999纯银手镯女款小众学生网红开口男士银饰手环情侣足银镯子"", ""ZENGLIU小众设计手镯女冷淡风钛钢手环流行饰品韩版简约刻字首饰"", ""ZENGLIU韩国镀18K玫瑰金手镯 女个性情侣手环简约潮人刻字首饰品"", ""镂空几何手镯女款简约韩版学生百搭潮人饰品手环个性钛钢情侣首饰"", ""欧美时尚水晶球开口手镯女 镀18K玫瑰金手环简约钛钢防过敏饰品"", ""ZENGLIU学生饰品镯子女款时尚韩版简约百搭个性潮人手环女生手镯"", ""钛钢手镯女不掉色网红手环韩版玫瑰金简约潮人欧美夸张手链手饰品""]"
pog_dense,a6cd655d1645f38869be793d5fb194cb,1636,1286,"[27602, 7666, 16557, 10242, 28347, 28029, 13627, 21950, 15862, 28281]","[""牛仔裤女直筒高腰显瘦网红裤子宽松2019春款新款浅色九分裤女韩版"", ""2018新款春秋韩版chic紧身显瘦高腰破洞小脚铅笔裤子九分牛仔裤女"", ""女装春秋新款牛仔裤女九分宽松高腰韩版乞丐破洞直筒显瘦2019春装"", ""牛仔裤女九分铅笔高腰紧身小脚春秋2019新款韩版显瘦弹力百搭裤子"", ""牛仔裤女春季2019新款韩版高腰显瘦铅笔裤浅色修身小脚九分裤"", ""2018春夏新款韩版百搭显瘦破洞牛仔裤宽松九分裤chic高腰裤子女潮"", ""牛仔裤女春秋2018新款韩版显瘦宽松大码高腰哈伦裤百搭九分裤子潮"", ""破洞牛仔裤女2019新款裤子女韩版显瘦紧身裤高腰小脚裤九分铅笔裤"", ""2018春秋新款韩版显瘦高腰小脚牛仔裤女抓痕磨破洞铅笔裤长裤子"", ""破洞牛仔裤女春夏季2018新款韩版复古宽松高腰浅色卷边直筒九分裤""]"
pog_dense,ab493384339108f4d90b1ae4d5a5ee3d,9,7,"[11931, 10957, 19859, 12895, 23861, 8267, 16999]","[""花花公子时尚外穿夏季沙滩室外凉拖夹脚防滑夏天人字拖男士拖鞋男"", ""欧美夏季男半拖鞋男真皮头层牛皮豆豆凉拖包头凉鞋懒人鞋韩版潮拖"", ""夏季真皮男士半拖男款室内拖鞋男鞋包头休闲懒人无后跟豆豆凉拖鞋"", ""男凉拖鞋2018新款潮流男士个性百搭黑色皮凉鞋室外穿时尚一字拖鞋"", ""Ipanema凉拖鞋女外穿网红拖鞋情侣时尚人字平底沙滩鞋ins潮拖男鞋"", ""售罄DOLCE GABBANA杜嘉班纳新款皇冠印花沙滩凉鞋拖鞋男CS1489"", ""JINIWU吾倪季2019新款穆勒鞋优质天鹅绒印度进口手工徽章包头拖鞋""]"
pog_dense,b5512b7b61119e0a76d1f6b3bd6d2b94,213,177,"[21561, 29403, 22696, 7399, 14808, 17858, 21342, 3044, 29529, 28739]","[""薄绒九分打底裤女外穿2018新款秋冬黑色高腰显瘦紧身铅笔小脚裤子"", ""打底裤女外穿小脚裤2018新款秋冬高腰显瘦小黑裤修身铅笔裤长裤潮"", ""加绒加厚打底裤女秋冬季2018新款高腰外穿黑色小脚魔术铅笔长裤@"", ""打底裤女外穿2019新款薄款韩版显瘦高腰小脚铅笔长裤春秋黑色裤子"", ""黑色加绒裤女外穿高腰加厚2018春秋新款秋冬款百搭显瘦小脚打底裤"", ""打底裤女外穿春秋薄款弹力紧身2019新款高腰显瘦铅笔裤黑色小脚裤"", ""加绒打底裤女外穿2018新款秋冬季黑色紧身高腰加厚小脚铅笔魔术裤"", ""打底裤女外穿春装2019新款黑色大码休闲裤百搭显瘦高腰弹力小脚裤"", ""黑色打底裤女外穿秋装小黑裤2018新款春秋韩版百搭高腰显瘦九分裤"", ""薄绒打底裤女外穿开叉小脚裤高腰薄款九分裤2018秋冬新款黑色裤子""]"
pog_dense,b608ccb44928992e75009892971acd46,774,615,"[16821, 15737, 17180, 27985, 7976, 21385, 3054, 11073, 27891, 26717]","[""帽子女 鸭舌帽韩版学生街头遮阳帽夏防晒新款棒球帽子女 休闲百搭"", ""韩版毛边针织盆帽夏季出游透气渔夫帽草帽日系百搭大檐遮阳帽子女"", ""帽子女平沿遮阳帽防晒太阳帽礼帽潮百搭韩版平顶草帽女夏天小清新"", ""ins网红贝雷帽女春秋韩版日系百搭画家帽黑色英伦八角帽女帽子夏"", ""帽子女鸭舌帽女炫彩镶钻夏季棒球帽女韩潮百搭出游遮阳帽原创帽子"", ""帽子女 日系文艺范草编报童帽海军帽夏季韩版休闲遮阳鸭舌帽百搭"", ""帽子女夏天韩版潮春秋百搭遮阳帽名媛修脸显瘦贝雷帽八角帽渔夫帽"", ""帽子女夏天韩版时尚百搭礼帽女士遮阳帽大沿帽草帽防晒帽沙滩帽潮"", ""帽子女夏天韩版百搭贝雷帽夏季出游休闲遮阳帽防晒遮阳鸭舌八角帽"", ""帽子女春夏韩国韩代百搭棉布遮阳帽盆帽休闲韩版卷边可爱渔夫帽""]"
pog_dense,b6f318187d9a7cf416a2e84fc24349aa,61,49,"[7243, 15175, 541, 7368, 11936, 26857, 8713, 4182, 1133, 9258]","[""小宜定制网红小西装女春季韩版宽松休闲垂重质感时尚chic西装外套"", ""格子小西装女2019春秋装新款韩版修身复古格纹休闲外套短款小西服"", ""2019春秋新款韩版休闲格子小西装外套女网红短款格纹刺绣西服复古"", ""小西装外套女2019新款春季时尚韩版气质黑色百搭单排扣短款西服潮"", ""三彩2019春秋装新款chic休闲小西装网红格子外套女西服复古女"", ""三彩2019春秋装新款chic休闲小西装网红格子外套女西服复古女"", ""2019春秋装新款韩版时尚修身百搭ol短款小西装女外套休闲西服长袖"", ""春装女装2019新款时尚气质休闲修身黑色中长款小西装长袖西服外套"", ""2019春装新款韩版V领一粒扣长袖休闲小西装女chic宽松气质外套"", ""时尚粉色网红小西装套装女装2019春夏季新款韩版气质职业西服外套""]"
pog_dense,bc11aa63d5a69b1b0f90c34fd2c62102,695,511,"[11832, 14907, 168, 10452, 18924, 10047, 24869, 16564, 19455, 8577]","[""雪纺衬衫女2018春秋新款长袖宽松韩范衬衣白色上衣心机衬衫设计感"", ""雪纺衬衫女长袖2019春装新款韩版宽松网纱拼接职业衬衣大码上衣潮"", ""格子长袖衬衫女2019春秋装新款荷叶边V领小心机韩版宽松学生衬衣"", ""雪纺衬衫女长袖2018春夏装新款 漏锁骨上衣心机宽松V领喇叭袖衬衣"", ""宽松长袖白衬衫女棉立方2019新款春装女装韩版荷叶花边领绣花衬衣"", ""雪纺衫长袖女2018新款韩版洋气小衫百搭碎花遮肚子仙仙女上衣超仙"", ""白色衬衫女长袖2018春款新款宽松港味学生条纹chic上衣百搭衬衣潮"", ""2018夏季新款设计感心机粉色雪纺衬衫女长袖chic衬衣韩范V领上衣"", ""蝴蝶结雪纺白衬衫女长袖2019春装新款女装宽松上衣高档洋气小衫"", ""2019新款春秋长袖衬衫女心机设计感小众韩范气质宽松显瘦网红上衣""]"
pog_dense,c024d6d8b2a5878439b85d8146a91239,85,61,"[19768, 18701, 7534, 20583, 15284, 19730, 17241, 13161, 11966, 3493]","[""ZENGLIU网红戒指女日韩潮人学生大气食指环关节个性潮人情侣饰品"", ""ZEGL组合戒指女细款镀玫瑰金戒子潮人个性日韩网红关节食指环饰品"", ""潮人开口戒指女饰品韩国简约食指指环关节戒子网红时尚个性冷淡风"", ""ZENGLIU蝴蝶结戒指女大气食指戒子网红日韩潮人个性chic指环饰品"", ""ZENGLIU日韩国仿珍珠开口戒指女 食指环关节戒个性潮人装饰品戒子"", ""日韩简约潮人开口珍珠戒指女 韩国时尚个性18k玫瑰金食指指环饰品"", ""925银戒指日韩简约甜美双海豚开口食指女时尚个性文艺尾戒礼物"", ""s925银戒指女纯银克拉钻石仿真钻戒结婚求婚小众设计镶施华洛世锆"", ""日韩版时尚圆形镶钻戒指女潮人食指环戒子清新大气钛钢镀真金配饰"", ""ZENGLIU套装戒指女日韩潮人个性学生食指环大气饰品关节小指尾戒""]"
pog_dense,c5a37fdeb54701aa580971fcfe834201,19,14,"[23501, 19449, 3060, 24063, 22001, 10112, 10057, 26622, 19, 17348]","[""CK手表女士专柜正品瑞士新款玫瑰金防水经典百搭石英女表K3G23626"", ""CK手表女士男士新款专柜旗舰正品百搭情侣表石英表男女表K3M21126"", ""新款瑞士ck手表专柜女表男士男表情侣表K3M2112Z全球联保"", ""Swatch斯沃琪手表男瑞士正品俊凯同款情侣学生男女石英表 SYXS106"", ""【香港直邮】进口正品CK手表时尚女表镂空手镯表石英表K3G23626"", ""【香港直邮】瑞士正品CK玫瑰金镂空简约时尚石英女士手表K7L23646"", ""正品瑞士天梭女表 天梭库图系列石英女表 休闲女士手表T035防水表"", ""Swatch/斯沃琪手表 色彩密码时尚简约运动情侣学生石英女表GN256"", ""Tissot天梭官方正品魅时简约时尚3巴生活防水石英钢带手表女表"", ""TITUS铁达时石英表女大表盘手表女手表女正品情侣表一对3071""]"
pog_dense,c6342df4744ae61888fa993d281972d7,129,96,"[7259, 14001, 26461, 9492, 29763, 27144, 24428, 28508, 10682, 4431]","[""春季日系水洗竖条纹长袖立领宽松纯棉衬衫潮流青少年男士休闲衬衣"", ""春季日系清新纯色简约男士修身型长袖纯棉立领牛津纺衬衫休闲衬衣"", ""春季日系纯色简约衬衫潮男士青少年学生休闲修身长袖纯棉牛仔衬衣"", ""日系男装新款原创青少年撞色条纹休闲衬衫男百搭潮流韩版衬衣男"", ""听风春秋季款日系休闲长袖衬衫男青年帅气小清新衬衣牛津纺打底衫"", ""听风 春季日系纯棉修身蓝白条纹长袖衬衫男 青少年袖口刺绣衬衣潮"", ""春夏日系小清新纯棉短袖白衬衫男青少年修身文艺七分袖衬衣打底衫"", ""听风 春季日系文艺纯棉白衬衫男士 简约打底衬衣长袖青少年小清新"", ""听风 日系纯棉宽松白衬衫男士 复古简约打底衬衣长袖青少年小清新"", ""秋季日系文艺小清新灰白竖条纹衬衫男长袖宽松韩版学生bf青年衬衣""]"
