bundle_id,true_indice,true_option_idx,true_option_char,input_indices,candidate_indices,input_str,target_str,hard_neg_count,prediction,raw_response,hit,overall_hit_rate,overall_valid_ratio
5084,195160,6,G,"[119409, 168826, 82132, 73051, 179619, 44062, 151387, 83977, 70495, 73519]","[189124, 96374, 73192, 171544, 210808, 129463, 195160, 127424, 7539, 60259]","1. The Battle - Lisa Gerrard - Gladiator - Music From The Motion Picture; 2. Walkin' On The Sun - Smash Mouth - Fush Yu Mang; 3. Highlander - TV Screen Orchestra - Deluxe: Les séries TV cultes, Vol. 2; 4. John the Revelator - Blues Cruize - Music from Blues Brothers 2000; 5. Quitting Pot - Brian Posehn - Live In: Nerd Rage; 6. Star Of County Down - Live - The High Kings - Live In Ireland; 7. Birth - Patton Oswalt - My Weakness Is Strong; 8. Seminole Wind - John Anderson - Anthology; 9. Lofty Thoughts - Patton Oswalt - My Weakness Is Strong; 10. Boyz In The Hood - Dynamite Hack - Superfast",A. I'll Follow You - Shinedown - Amaryllis; B. Second Chance - Shinedown - The Sound of Madness; C. Save Me - Shinedown - Us And Them; D. Dangerous - Shinedown - Threat To Survival; E. State Of My Head - Shinedown - Threat To Survival; F. Simple Man - Rock Version - Shinedown - Leave A Whisper; G. Call Me - Shinedown - The Sound of Madness; H. The Energy - Bonus Version - Shinedown - The Sound of Madness; I. Cry For Help - Shinedown - The Sound of Madness; J. Asking For It - Shinedown - Threat To Survival,9,F,F,0,0.472,0.964
4379,8129,7,H,"[194516, 162632, 92612, 192367, 6004, 141886, 161003, 96245, 165138, 72916]","[88481, 54069, 160319, 52120, 54486, 90414, 122386, 8129, 178095, 1330]",1. The Zone - The Weeknd - Trilogy; 2. Lazy Love - Ne-Yo - R.E.D.; 3. Tell Me Do U Wanna - Ginuwine - Ginuwine... The Bachelor; 4. F***in Wit Me - Tank - Sex Love & Pain II; 5. Calling On You - Jon B. - Pleasures U Like; 6. Love Inside - BJ The Chicago Kid - In My Mind; 7. This Way - Lloyd - Southside; 8. Sex Games - Case - Open Letter; 9. Another Round (feat. Chris Brown) - Fat Joe - Another Round (feat. Chris Brown) - Single; 10. Make That Sound - J. Holiday - Round Two,"A. Satellites (feat. Wiz Khalifa) - HPG Remix - Kevin Gates - Stranger Than Fiction; B. Word Around Town (feat. Rich Homie Quan) - Kevin Gates - Luca Brasi 2: Gangsta Grillz; C. Get Us Rich - Kevin Gates - All In; D. In My Feelings - Kevin Gates - Luca Brasi 2: Gangsta Grillz; E. Bet I'm On It (feat. 2 Chainz) - Kevin Gates - By Any Means; F. MYB (feat. Starlito) - Kevin Gates - Stranger Than Fiction; G. Thugged Out (feat. Boobie Black) - Kevin Gates - Luca Brasi 2: Gangsta Grillz; H. Jam (feat. Trey Songz, Ty Dolla $ign and Jamie Foxx) - Kevin Gates - Islah; I. It Shows - Kevin Gates - ""I Don't Know What To Call It"" Vol. 1; J. Never Change - Kevin Gates - ""I Don't Know What To Call It"" Vol. 1",9,H,H,1,0.472,0.964
6824,11261,4,E,"[101427, 61566, 187735, 160710, 147856, 122369, 40794, 159143, 124728, 58751]","[41228, 205220, 157642, 146299, 11261, 42517, 56236, 48596, 185405, 44996]","1. The Twelve Days of Christmas - Bing Crosby - Christmas With Elvis, Dean, Frank, Nat & Bing; 2. Faith Of Our Fathers - Single Version - Bing Crosby - White Christmas; 3. Love Came Down At Christmas - Jars Of Clay - Christmas Songs; 4. I Saw Three Ships - Nat King Cole - Christmas - Remastered 2012; 5. O Holy Night - Trace Bundy - A Few Songs For Christmas; 6. God Rest Ye Merry Gentlemen - Single Version - Bing Crosby - White Christmas; 7. O Come, O Come, Emmanuel (arr. B. Fisher for guitar) - Traditional - Bobby Fisher: Season of Peace; 8. The Little Drummer Boy - Bing Crosby - Winter Wonderland; 9. Bring a Torch, Jeanette Isabella - Guitar Christmas Music - Songs for Christmas - Guitar Christmas Music; 10. Drummer Boy - Jars Of Clay - Christmas Songs",A. Anchor - Trace Bundy - Elephant King; B. 니가 좋다 - Live - INFINITE - One Great Step Returns Live; C. Now (feat. Rye Rye) - Bassnectar - Noise vs Beauty; D. 100 Mil - Don Q - Corner Stories Reloaded; E. A Mighty Fortress - Trace Bundy - O Night Divine; F. Bristlecone - Trace Bundy - Adapt; G. Crazy Beautiful - Chasen - Shine Through The Stars; H. Urban Challenge - Trace Bundy - Missile Bell {part 2 - the studio cd}; I. Dueling Ninjas - Trace Bundy - Adapt; J. Canon - Trace Bundy - Adapt,5,E,E,1,0.472,0.964
3726,35829,3,D,"[42270, 140798, 199148, 19113, 83910, 4126, 111984, 92048, 38701, 115076]","[187521, 198283, 170442, 35829, 3187, 139495, 99151, 183559, 48383, 122128]",1. West End Girls - 2001 Remastered Version - Pet Shop Boys - Please: Further Listening 1984-1986; 2. Buffalo Stance - 12'' Version - Neneh Cherry - Raw Like Sushi; 3. Ray Of Light - Madonna - Ray Of Light; 4. Who's That Girl - Soundtrack - Madonna - Who's That Girl Soundtrack; 5. Flesh For Fantasy - Billy Idol - Rebel Yell; 6. Love My Way - The Psychedelic Furs - All Of This And Nothing; 7. Eyes Without A Face - Billy Idol - Rebel Yell; 8. Under the Milky Way - The Church - Starfish; 9. Invincible - Vocal Edit - Pat Benatar - Premium Gold Collection; 10. It's My Life - 1997 Remastered Version - Talk Talk - It's My Life,A. Hot Wire My Heart - Sonic Youth - Sister; B. Antenna - Sonic Youth - The Eternal; C. Incinerate - Sonic Youth - Rather Ripped; D. Kool Thing - Sonic Youth - Goo; E. Little Trouble Girl - Sonic Youth - Washing Machine; F. Sacred Trixter - Sonic Youth - The Eternal; G. The Sprawl (Album Version) - Sonic Youth - Daydream Nation (Deluxe Edition); H. Silver Rocket (Album Version) - Sonic Youth - Daydream Nation (Deluxe Edition); I. Hey Joni (Album Version) - Sonic Youth - Daydream Nation (Deluxe Edition); J. Schizophrenia - Sonic Youth - Sister,9,J,J,0,0.472,0.964
8334,36444,8,I,"[21833, 35836, 41272, 95954, 159940, 39845, 173086, 145684, 180502, 59764]","[108806, 184123, 146669, 42348, 97659, 102626, 51088, 124005, 36444, 139875]",1. Good Directions - Billy Currington - Doin' Somethin' Right; 2. She Don't Know She's Beautiful - Sammy Kershaw - Haunted Heart; 3. Remember When - Alan Jackson - Playlist: The Very Best Of Alan Jackson; 4. Man! I Feel Like A Woman! - Shania Twain - Come On Over; 5. Mr. Mom - Lonestar - Playlist: The Very Best Of Lonestar; 6. Is There Life Out There - Reba McEntire - For My Broken Heart; 7. Except for Monday - Lorrie Morgan - Greatest Hits; 8. Travelin' Soldier - Dixie Chicks - Home; 9. Check Yes Or No - George Strait - Strait Out Of The Box; 10. She's In Love With The Boy - Single Version - Trisha Yearwood - Trisha Yearwood,"A. Run Rudolph Run - Billy Ray Cyrus - Disney Channel Holiday; B. Tipsy - Angus Maude - Little Evenings, Long Nights; C. Back To Tennessee - Billy Ray Cyrus - Back to Tennessee; D. Plainclothes Man - Heatmiser - Mic City Sons; E. Ready, Set, Don't Go - Billy Ray Cyrus - Home At Last; F. Georgia Keeps Pulling On My Ring - Conway Twitty - The Very Best Of Conway Twitty; G. Guilt - NERO - Welcome Reality; H. Just You and I - Tom Walker - Just You and I; I. Achy Breaky Heart - Billy Ray Cyrus - Some Gave All; J. Underground - Demo Version - Curtis Mayfield - Curtis!",3,I,I,1,0.472,0.964
5031,87059,2,C,"[23975, 93880, 106828, 57066, 126960, 11183, 133340, 87122, 29657, 155711]","[147495, 144888, 87059, 180090, 143090, 96791, 126944, 137179, 206455, 147198]",1. Falling Down - Fort Frances - The Atlas; 2. Secret - Maroon 5 - Songs About Jane: 10th Anniversary Edition; 3. Natural Blues - Moby - Play; 4. Ain't No Sunshine - Bill Withers - Just As I Am; 5. Beautiful World - Colin Hay - Going Somewhere; 6. All or None - Pearl Jam - Riot Act; 7. Gold - Chet Faker - Built On Glass; 8. Light Year - Lo-Fang - Blue Film; 9. Unfold - Alina Baraz - Urban Flora EP; 10. Permutations - Lo-Fang - Blue Film,A. Warm Shadow - Fink - Perfect Darkness; B. Walkin’ In The Sun - Fink - Sort of Revolution; C. Boneyard - Edit - Fink - Boneyard; D. Fall into the Light - Fink - Horizontalism; E. Honesty - Fink - Perfect Darkness; F. Fear Is Like Fire - Fink - Perfect Darkness; G. Looking Too Closely - Fink - Hard Believer; H. If Only - Fink - Distance and Time; I. This Is The Thing - Acoustic Demo - Fink - This Is The Thing; J. This Is The Thing - Fink - Distance and Time,9,G,G,0,0.472,0.964
1851,59649,3,D,"[4548, 203615, 119727, 27843, 180221, 117768, 12778, 15181, 202783, 53311]","[82284, 42026, 126419, 59649, 151736, 71117, 148675, 160070, 168748, 102860]",1. Ayegirl - 1way Frank - Ayegirl; 2. Fuck Love (feat. Trippie Redd) - XXXTENTACION - 17; 3. Jocelyn Flores - XXXTENTACION - 17; 4. YuNg BrAtZ - XXXTENTACION - Revenge; 5. Molly - Lil Pump - Lil Pump; 6. Catch Me Outside - Ski Mask The Slump God - Catch Me Outside; 7. Audi. - Smokepurpp - Deadstar; 8. JustLikeMyPiss - Ski Mask The Slump God - You Will Regret; 9. Misunderstood - PnB Rock - GTTM: Goin Thru the Motions; 10. D Rose - Lil Pump - Lil Pump,"A. Slipknot - XXXTENTACION - Members Only, Vol. 3; B. Look At Me! - XXXTENTACION - Look At Me!; C. King - XXXTENTACION - Revenge; D. Carry On - XXXTENTACION - 17; E. Ayala (Outro) - XXXTENTACION - 17; F. Revenge - XXXTENTACION - 17; G. Off the Wall! - XXXTENTACION - Members Only, Vol. 3; H. Looking for a Star - XXXTENTACION - Revenge; I. I Don't Wanna Do This Anymore - XXXTENTACION - Revenge; J. Save Me - XXXTENTACION - 17",9,B,B,0,0.472,0.964
9670,133677,2,C,"[182514, 42019, 56865, 6632, 120138, 159479, 59627, 188078, 80764, 177024]","[34678, 182904, 133677, 5091, 148115, 1552, 160349, 3721, 27808, 88652]",1. Playin' In Her Hair - The-Dream - Lovehate; 2. Us Against The World - Christina Milian - Us Against The World; 3. Here We Go - feat. Kelly Rowland - Trina - The Glamorest Life; 4. Love Like This - Natasha Bedingfield - Pocketful Of Sunshine; 5. Boo Thang - Verse Simmonds - Boo Thang; 6. Baby - LL Cool J - Exit 13; 7. Shawty (feat. T Pain) - Featuring T Pain Explicit Album Version - Plies - The Real Testament; 8. Lie - Nelly - Brass Knuckles; 9. Pretty Girl - Main (with rap) - Jarvis - Pretty Girl; 10. What You Got - Main - Colby O'Donis - Colby O,"A. Here It Is (feat. Chris Brown) - Flo Rida - MY HOUSE; B. Low (feat T-Pain) - Feat T-Pain Album Version - Flo Rida - Mail On Sunday; C. Be On You (feat. Ne-Yo) - Flo Rida - R.O.O.T.S. (Route Of Overcoming The Struggle); D. I Don't Like It, I Love It (feat. Robin Thicke & Verdine White) - Kasum Remix - Flo Rida - I Don't Like It, I Love It (feat. Robin Thicke & Verdine White); E. Low - Flo Rida - Total Club Hits; F. Wild Ones (feat. Sia) - Basto Remix - Flo Rida - Wild Ones (feat. Sia); G. Elevator (feat. Timbaland) - Feat. Timbaland Album Version - Flo Rida - Mail On Sunday; H. Can't Believe It (feat. Pitbull) - Flo Rida - Can't Believe It (feat. Pitbull); I. Dirty Mind (feat. Sam Martin) - Flo Rida - MY HOUSE; J. Good Feeling - Bingo Players Remix - Flo Rida - Good Feeling",9,C,C,1,0.472,0.964
52,71286,2,C,"[208779, 93616, 45079, 67885, 31502, 137107, 212058, 165605, 209009, 177814]","[178743, 77632, 71286, 73320, 109523, 37131, 17139, 183056, 171926, 203000]",1. Still Here - Drake - Views; 2. Roc Boys (And The Winner Is)... - JAY Z - American Gangster; 3. Alive - Empire of the Sun - Ice On The Dune; 4. Hands To Myself - Selena Gomez - Revival; 5. Spirits - The Strumbellas - Hope; 6. Grammys - Drake - Views; 7. Ultralight Beam - Kanye West - The Life Of Pablo; 8. We Don't Know - The Strumbellas - Hope; 9. Cheap Thrills - Sia - This Is Acting; 10. We Don't Eat - James Vincent McMorrow - Early In The Morning,A. Deadcruiser - Kavinsky - OutRun; B. Roadgame - Kavinsky - OutRun; C. Odd Look - Kavinsky - Kiss Land; D. Odd Look - Kavinsky - OutRun; E. Nightcall - Kavinsky - Nightcall; F. Pacific Coast Highway - Kavinsky - Nightcall; G. Testarossa Autodrive - Kavinsky - OutRun; H. Wayfarer - Kavinsky - 1986 - EP; I. First Blood - Kavinsky - OutRun; J. ProtoVision - Kavinsky - OutRun,9,J,J,0,0.472,0.964
12123,187448,9,J,"[10057, 27081, 65526, 121387, 191018, 135207, 164391, 11028, 131915, 204134]","[101787, 64709, 72249, 12729, 108373, 65384, 200718, 147467, 95795, 187448]",1. Love Is to Die - Warpaint - Warpaint; 2. Be so Good - Lucy Peach - Be so Good; 3. Pretty Pimpin - Kurt Vile - b'lieve i'm goin down...; 4. Can't Get Happy - Only Real - Jerk At The End Of The Line; 5. How Come You Never Go There - Remix By Beck - Feist - How Come You Never Go There; 6. White Daisy Passing - Rocky Votolato - Makers; 7. 99 Years Ago - The Mumlers - Don't Throw Me Away; 8. Immigrants (We Get The Job Done) - K'NAAN - The Hamilton Mixtape; 9. Loser Like You - Argonaut & Wasp - Loser Like You; 10. Cigarette Daydreams - Cage The Elephant - Melophobia,"A. Steal Away - Murder By Death - Red Of Tooth And Claw; B. I'm Afraid of Who's Afraid of Virgina Wolf - Murder By Death - Like the Exorcist, but More Breakdancing; C. Boy Decide - Murder By Death - In Bocca Al Lupo; D. White Noise - Murder By Death - Good Morning, Magpie; E. Hey Mister - Radio Edit - Tujamo - Hey Mister; F. Comin' Home - Murder By Death - Red Of Tooth And Claw; G. Check the Rhime - Unwrapped - Hidden Beach Recordings Presents: Unwrapped, Vol. 3; H. Te Sigo Amando - Rocío Dúrcal - Juntos Otra Vez; I. The Day - Murder By Death - Good Morning, Magpie; J. Lost River - Murder By Death - Bitter Drink, Bitter Moon",6,J,J,1,0.472,0.964
360,191685,5,F,"[194802, 154699, 95113, 110493, 7305, 115358, 42452, 164769, 181943, 156401]","[94299, 185633, 23132, 126129, 192953, 191685, 113082, 93594, 35985, 26296]","1. Boondocks - Little Big Town - The Road To Here; 2. Take Back the Night - Justin Timberlake - The 20/20 Experience - 2 of 2; 3. Midnight City - M83 - Hurry Up, We're Dreaming; 4. Madness - Muse - The 2nd Law; 5. Runaway Baby - Bruno Mars - Doo-Wops & Hooligans; 6. Burn - Ellie Goulding - Halcyon Days; 7. Pusher Love Girl - Justin Timberlake - The 20/20 Experience; 8. Let the Groove Get In - Justin Timberlake - The 20/20 Experience; 9. Stubborn Love - The Lumineers - The Lumineers; 10. Slow Down - Selena Gomez - Stars Dance",A. Josie - Steely Dan - Aja; B. Hey Nineteen - Steely Dan - Gaucho; C. FM - Steely Dan - Gold; D. Razor Boy - Steely Dan - Countdown To Ecstasy; E. Kid Charlemagne - Steely Dan - The Royal Scam; F. Reelin' In The Years - Steely Dan - Can't Buy A Thrill; G. Any Major Dude Will Tell You - Steely Dan - Pretzel Logic; H. Do It Again - Steely Dan - Can't Buy A Thrill; I. Come Back Baby - Steely Dan - I Can't Function; J. Things I Miss The Most - Steely Dan - Everything Must Go,9,F,F,1,0.472,0.964
5677,30529,1,B,"[142051, 36794, 173825, 162149, 168800, 211141, 125725, 67175, 21835, 173819]","[201025, 30529, 183701, 98002, 44068, 171158, 13780, 161116, 200941, 85018]","1. While I'm Waiting - Fireproof Edition - John Waller - While I'm Waiting; 2. East To West - Casting Crowns - The Altar and The Door; 3. You're An Army - Rick Pino - Songs For An End Time Army; 4. Break Every Chain - Live - Jesus Culture - Awakening - Live From Chicago; 5. David Danced (Let the Heavens Be Glad) - Joshua Aaron - Hu Yavo (He Will Come); 6. New Covenant - Joshua Aaron - You Are Holy; 7. What A Beautiful Name - Live - Hillsong Worship - Let There Be Light; 8. Good Good Father - Chris Tomlin - The Ultimate Playlist; 9. Let There Be Light - Bryan & Katie Torwalt - Champion; 10. Blessed Assurance - Live in Atlanta, GA - Third Day - Chronology, Volume Two: 2001-2006",A. A Joyful Reprise - Rend Collective - Campfire Christmas; B. Oceans (Where Feet May FaiI) - Rend Collective - Campfire II: Simplicity; C. Create In Me - Rend Collective - The Art Of Celebration; D. Coming Home - Rend Collective - As Family We Go; E. Live Alive - Rend Collective - Campfire II: Simplicity; F. The Cost - Rend Collective - Campfire; G. My Lighthouse - Live - Rend Collective - The Art Of Celebration; H. Simplicity - Rend Collective - The Art Of Celebration; I. Desert Soul - Rend Collective - Homemade Worship by Handmade People; J. O Come All Ye Faithful (Let Us Adore Him) - Rend Collective - Campfire Christmas,9,G,G,0,0.472,0.964
10678,172580,9,J,"[204746, 72962, 76716, 6678, 135010, 555, 134551, 171542, 51088, 33452]","[59667, 95375, 169711, 178605, 115965, 180058, 2838, 206246, 94912, 172580]",1. Raw 2 Da Floor (Lazy Rich Remix) - Calvertron & Qalvr - Raw 2 Da Floor; 2. Face Fucking Bass - Monstar - Face Fucking Bass / Let the Music - Single; 3. Sexy Party - Original Mix - J.Rabbit - Sexy Party; 4. Hangover ( BaBaBa ) - Caspa Remix - Buraka Som Sistema - R3W1ND-Mambos Raros; 5. New Day - Original Mix - Dubba Jonny - Never Judge An E.P By Its Cover; 6. Somebody To Love - Rusko - Songs; 7. Annihilate - Datsik - Vitamin D; 8. Crowd Control - Excision - Crowd Control; 9. Guilt - NERO - Welcome Reality; 10. Fame - Place 2b - Degree of Force EP,A. I Do Coke - Ephwurd Remix - Kill The Noise - ALT CLASSIC; B. Jokes On You - Kill The Noise Remix - Kill The Noise - Roots Remixed; C. Roots - Brillz Remix - Kill The Noise - Roots Remixed; D. Spitfire Riddim (feat. twoton) - Kill The Noise - OCCULT CLASSIC; E. Deal With It - Kill The Noise - Kill Kill Kill EP; F. FUK UR MGMT - Kill The Noise - OCCULT CLASSIC; G. Saturn - Kill The Noise - BLVCK MVGIC EP; H. Louder (feat. R.City) - Kill The Noise - Louder (feat. R.City); I. Lose Ya Love - Kill The Noise - OCCULT CLASSIC; J. Dying (feat. Ultraviolet Sound & Emily Hudson) - Brown & Gammon Remix - Kill The Noise - Kill Kill Kill EP,9,E,E,0,0.472,0.964
10491,38810,5,F,"[124671, 57735, 153407, 93486, 86137, 144145, 44679, 212161, 156590, 24627]","[12430, 150119, 173501, 190510, 196115, 38810, 106165, 95918, 108241, 158235]","1. Not Enough - Xylos - Xylos; 2. It's Alright Now - Bombay Bicycle Club - So Long, See You Tomorrow; 3. Do It Again - Camera Obscura - Desire Lines; 4. Breezy (feat. Zoe Penina) - Scooter Island - Breezy (feat. Zoe Penina); 5. Waves - Electric Guest - Mondo; 6. Love Natural - Crystal Fighters - Cave Rave; 7. Dreamers - Savoir Adore - Our Nature; 8. At Home - Crystal Fighters - Star Of Love; 9. Dancing On Glass - St. Lucia - Matter; 10. Free (feat. Emeli Sandé) - Rudimental - Home",A. Everything to Me - Great Good Fine Ok - III; B. Find Yourself - Ashworth Remix - Great Good Fine Ok - Find Yourself (Ashworth Remix); C. Find Yourself - Great Good Fine Ok - Find Yourself; D. Something to Believe In (feat. St. Lucia) - Great Good Fine Ok - 2M2H; E. Deadbeat Protest - Moor Mother - Fetish Bones; F. By My Side - Great Good Fine Ok - Body Diamond; G. Carried Away - Great Good Fine Ok - 2M2H; H. Always - Great Good Fine Ok - III; I. Holding You - Great Good Fine Ok - III; J. Without You - Great Good Fine Ok - 2M2H,8,G,G,0,0.472,0.964
6984,161586,2,C,"[5307, 52011, 129353, 153429, 8298, 12781, 147351, 19857, 202072, 150058]","[7142, 129369, 161586, 98286, 68015, 117965, 119981, 81109, 117849, 123813]","1. I've Been Everywhere - Johnny Cash - The Best Of The Johnny Cash TV Show; 2. There Ain't Nothin' Wrong with the Radio - Aaron Tippin - Greatest Hits And Then Some; 3. When You're Hot, You're Hot - Jerry Reed - The Essential Jerry Reed; 4. Roll On (Eighteen Wheeler) - Alabama - Livin' Lovin' Rockin' Rollin': The 25th Anniversary Collection; 5. One Piece At A Time - Johnny Cash - Hello I'm Johnny Cash; 6. You Never Even Called Me By My Name - David Allan Coe - The Essential David Allan Coe; 7. Fishin' In The Dark - Nitty Gritty Dirt Band - Hold On; 8. Third Rate Romance - Sammy Kershaw - Feelin' Good Train; 9. Guitars, Cadillacs - Dwight Yoakam - Guitars, Cadillacs, Etc., Etc.; 10. Baby's Got Her Blue Jeans On - Sammy Kershaw - Honky Tonk Boots","A. Broken Hymns - Dropkick Murphys - Going Out In Style; B. Texas Bound And Flyin' (From The Motion Picture ""Smokey And The Bandit II"") - Jerry Reed - The Essential Jerry Reed; C. East Bound and Down - Jerry Reed - The Essential Jerry Reed; D. She Got the Goldmine (I Got the Shaft) - Jerry Reed - The Essential Jerry Reed; E. Amos Moses - Jerry Reed - Georgia Sunshine; F. Amos Moses - Buddha Remastered - 2000 - Jerry Reed - RCA Country Legends: Jerry Reed; G. Cold Crash and Colder Hearts - Vitamin String Quartet - Strung Out on Thrice: The String Quartet Tribute; H. Lord You Reign - Bishop Leonard Scott - Be Lifted Up; I. Cool Down The Pace - Gregory Isaacs - Night Nurse; J. Again - PLAZA - One",4,D,D,0,0.472,0.964
10731,130258,9,J,"[36164, 90346, 203990, 213135, 70462, 23732, 169208, 187046, 95821, 114840]","[200676, 88902, 48943, 154288, 52541, 158701, 188272, 171330, 146522, 130258]","1. Closer - The Chainsmokers - Closer; 2. All My Love (feat. Conor Maynard) - Cash Cash - All My Love (feat. Conor Maynard); 3. Make It Right - Foo Fighters - Concrete and Gold; 4. Stranger Things - Kyle Dixon & Michael Stein - Stranger Things, Vol. 1 (A Netflix Original Series Soundtrack); 5. Sorry Not Sorry - Demi Lovato - Tell Me You Love Me; 6. Feel It Still - Portugal. The Man - Woodstock; 7. What About Us - P!nk - Beautiful Trauma; 8. Bang Bang - Green Day - Revolution Radio; 9. Stay (with Alessia Cara) - Zedd - Stay; 10. Without You (feat. Sandro Cavazza) - Avicii - AVĪCI","A. Can't Blame a Girl for Trying - Sabrina Carpenter - Eyes Wide Open; B. Your Love's Like - Sabrina Carpenter - Eyes Wide Open; C. All We Have Is Love - Sabrina Carpenter - EVOLution; D. Eyes Wide Open - Sabrina Carpenter - Eyes Wide Open; E. Wildside - From ""Adventures in Babysitting"" - Sabrina Carpenter - Your Favorite Songs from 100 Disney Channel Original Movies; F. Run and Hide - Sabrina Carpenter - EVOLution; G. Thumbs - Sabrina Carpenter - EVOLution; H. No Words - Sabrina Carpenter - EVOLution; I. Rescue Me - Sabrina Carpenter - Teen Beach 2; J. Why - Sabrina Carpenter - Why",9,G,G,0,0.472,0.964
4765,210641,1,B,"[78283, 135566, 14798, 212404, 38131, 116198, 184050, 66299, 150818, 77640]","[58153, 210641, 137104, 23343, 129371, 97325, 152944, 88727, 79230, 14060]",1. 傳聞 - Pakho Chau - 傳聞; 2. 十個他不如你一個 - Janice Vidal - My Love; 3. SUPERWOMAN - Gary Chaw - 格格blue; 4. 如果我變成回憶 - Tank - 第三回合; 5. 感激遇到你 - 電視劇﹕野蠻奶奶大戰戈師奶 插曲 - Myolie Wu - Evolve; 6. 說你愛我 - S.H.E - LAY; 7. 易放難收 - Jinny Ng - 眼淚的秘密; 8. 大哥 - Janice Vidal - My Love; 9. 我的宣言 - Pakho Chau - 8; 10. 被風吹過的夏天 - JJ Lin - 編號89757,A. Back It Up - Beenie Man - The Biggest Ragga Dancehall Anthems 2007; B. 雜技 - Janice Vidal - Serving You; C. Rolling star - From Bleach - RMaster - New anime nation; D. This Life I Lead - 2Pac - Better Dayz; E. Get Em Up - Vocals: Ice Cube - Paul Oakenfold - Bunkka; F. East Coast Anthem - Bonus Track - Vitamin String Quartet - Anthem: The String Quartet Tribute to Good Charlotte; G. See What I Could Pull - Devin The Dude - The Dude; H. Shake - Cy Kosis - Bipolar; I. Still - Daughter - Spotify Sessions; J. We Run This Town - Luke Bryan - Crash My Party,0,B,B,1,0.472,0.964
2782,196099,1,B,"[92793, 125519, 102888, 90626, 99889, 62780, 58572, 48699, 4049, 34356]","[124638, 196099, 101623, 112981, 167497, 136662, 148872, 3966, 191473, 95836]","1. Temptations - 2Pac - Me Against The World; 2. If We All ___ - Tha Dogg Pound - Dogg Food; 3. Practice Lookin' Hard - E-40 - The Mail Man; 4. Tha People Want Bass - Nemesis - Tha People Want Bass; 5. Connected (feat. Kokane & Mobb Deep) - Kokane - Duces 'N Trayz: The Old Fashioned Way; 6. So Many Tears - 2Pac - Me Against The World; 7. I Need A Doctor - Dr. Dre - I Need A Doctor; 8. Ridin',slipin' And Slidin' - Tha Dogg Pound - Dogg Food; 9. Nemesis on the Premises - Nemesis - Temple of Boom; 10. The Big, The Bad, The Bass - Nemesis - Temple of Boom","A. Legend - Snoop Dogg - COOLAID; B. In Love With A Thug - Snoop Dogg - No Limit Top Dogg; C. Ballin' - Snoop Dogg - Paid Tha Cost To Be Da Bo$$; D. Midnite Love - Snoop Dogg - West Coast Livin', Volume Two; E. Let's Get Blown - Snoop Dogg - R&G (Rhythm & Gangsta): The Masterpiece; F. Young, Wild & Free (feat. Bruno Mars) - feat. Bruno Mars - Snoop Dogg - Mac and Devin Go To High School (Music From and Inspired By The Movie); G. Still A G Thang - Snoop Dogg - The Game Is To Be Sold, Not To Be Told; H. Traffic Jam - Snoop Dogg - Tha Doggfather; I. Tha Shiznit - Snoop Dogg - Doggystyle; J. Woof! - Feat. Mystikal And Fiend - Snoop Dogg - The Game Is To Be Sold, Not To Be Told",9,I,I,0,0.472,0.964
1732,128878,0,A,"[48588, 157488, 95673, 170173, 159913, 119925, 53023, 193197, 143929, 171006]","[128878, 145579, 91216, 141556, 104842, 35119, 113449, 177916, 19155, 57844]",1. Gani - Manni Sandhu - Welcome To The Future; 2. Muchh - Kay v Singh - BulletProof; 3. Zindagi - Prabh Gill - Ishq Brandy (Original Motion Picture Soundtrack); 4. Lahore - Gippy Grewal - Lahore; 5. Life - Akhil - Life; 6. Excuses - Garry Sandhu - Excuses; 7. Taur - The PropheC - Taur; 8. Do You Know - Diljit Dosanjh - Do You Know; 9. Judaa 2 - Bilal Saeed - Judaa 2; 10. Ashiqui - Mankirt Aulakh - Ashiqui,A. Shak - Harjot Sidhu - Shak; B. Wasteland - NEEDTOBREATHE - Rivers In The Wasteland; C. The Canyon - A.R. Rahman - 127 Hours; D. Record Collector - Lissie - Catching A Tiger; E. Spike In My Veins - Korn - The Paradigm Shift; F. Somebody To Love - Kacey Musgraves - Pageant Material; G. Don't Go - Rae Morris - Unguarded; H. Poppa - The Deli - Vibes 3; I. Oceans - Lark Remix - Hillsong United - The White Album (Remix Project); J. Tour The States - Renald Francoeur - Brain Beats,0,A,A,1,0.472,0.964
