bundle_id,true_indice,true_option_idx,true_option_char,input_indices,candidate_indices,input_str,target_str,prediction,raw_response,hit,overall_hit_rate,overall_valid_ratio
4105,128691,7,H,"[222705, 32304, 18250, 153811, 213233]","[86300, 150858, 125245, 218619, 98348, 8171, 108054, 128691, 72299, 12698]",1. Give Me Faith - Elevation Worship - For The Honor; 2. As It Is In Heaven - Acoustic - Phil Wickham - Children of God Acoustic Sessions; 3. Ever Be (Live) - Kalley Heiligenthal - We Will Not Be Shaken (Live); 4. You Make Me Brave (Live) - Amanda Cook - You Make Me Brave (Live); 5. For The Honor - Elevation Worship - For The Honor,A. Young Girl - Gary Puckett & The Union Gap - Young Girl: The Best Of Gary Puckett & The Union Gap; B. We Won't Be Quiet - David Crowder Band - Remedy; C. Better Be Good To Me - 2015 Remastered Version - Tina Turner - Private Dancer; D. Hark the Herald Angels Sing - Sojourn - A Child Is Born; E. Alive - Chase & Status - Brand New Machine; F. Be Right There - Big Fish Remix - Diplo - Be Right There (Remixes); G. Constellation - Jim Bryson And The Weakerthans - The Falcon Lake Incident; H. I Adore You - Phil Wickham - Singalong; I. Gloomy Sunday - Greta Keller - These Foolish Things; J. Leave Your Castle - Cœur De Pirate - Child Of Light,H,H,1,0.82,1.0
14879,109327,1,B,"[1136, 30513, 168791, 201880, 138734]","[28699, 109327, 185867, 136117, 92507, 217743, 56210, 178785, 225781, 191127]",1. Flashed Junk Mind - Milky Chance - Sadnecessary; 2. Sedona - Houndmouth - Little Neon Limelight; 3. Ophelia - The Lumineers - Cleopatra; 4. Lay It Down - The Rubens - The Rubens; 5. Lovers’ Carvings - Bibio - Ambivalence Avenue,"A. Hostage - Sia - 1000 Forms Of Fear; B. On the Road - Houndmouth - From the Hills Below the City; C. Japan - Rex Orange County - Bcos U Will Never B Free; D. Danger! She's A Stranger - Buddha Remastered 2001 - The Five Stairsteps - The First Family of Soul: The Best of The Five Stairsteps; E. Zydeco Bounce (Remix) - T.K. Soul - The Hit Maker: 10 Years of Tk Soul; F. Epiphany - Johnny Depp - Sweeney Todd, The Demon Barber of Fleet Street, The Motion Picture Soundtrack; G. Allahu Allah - Labbayk - Rhymes of Praise; H. Fading - Retro Culture - Fading; I. American Ride - Toby Keith - American Ride; J. Nolan Ryan - Hoodie Allen - Nolan Ryan",B,B,1,0.82,1.0
5542,109034,0,A,"[233880, 171201, 107736, 231607, 54026]","[109034, 192369, 171443, 96704, 126902, 202899, 226449, 26366, 15455, 63227]","1. Grace Alone - The Modern Post - Grace Alone; 2. None But Jesus - Live - Hillsong United - United We Stand; 3. Be Thou My Vision - Ascend The Hill - Take the World, but Give Me Jesus; 4. Like Incense/Sometimes By Step - Hillsong Worship - A Beautiful Exchange; 5. The Stand - Hillsong Young & Free - The Stand",A. It Is Well With My Soul - Live - Hillsong Chapel - Forever Reign; B. Brumby Kapell - Robag Wruhme - Leistenhans Zwo EP.; C. Are We Having A Party - Cliff Martinez - The Neon Demon (Original Motion Picture Soundtrack); D. Fa-Fa-Fa - Datarock - Datarock Datarock; E. Hell Is For Children - Halestorm - ReAniMate 2.0: The CoVeRs eP; F. The Way Back - Solomun - Black Label #36; G. The Ballad Of Thunder Road - Robert Mitchum - Calypso - Is Like So...!; H. Love Story - Taylor Swift - Fearless; I. She's Got a Way - Billy Joel - Cold Spring Harbor; J. Una Vez Mas (En Vivo) - Grupo Maximo Grado - En Vivo: OK Corral De Dallas Texas,A,A,1,0.82,1.0
11012,162684,6,G,"[75935, 17707, 29867, 248559, 164056]","[172662, 215468, 141397, 88021, 145352, 11752, 162684, 78140, 197746, 150248]",1. Too Good At Goodbyes - Sam Smith - The Thrill Of It All; 2. Vanilla Twilight - Owl City - Ocean Eyes; 3. You And Me - Lifehouse - Lifehouse; 4. So Sick - Ne-Yo - In My Own Words; 5. Take A Bow - Main - Rihanna - Good Girl Gone Bad,A. Why Do I Feel so Sad - Alicia Keys - Songs In A Minor; B. Come Alive - Kari Jobe - The Garden; C. Air - Rayvon Owen - Cycles; D. Put Your Head on My Shoulder - Paul Anka - 21 Golden Hits; E. The Phoenix Alive - Monarchy - Around the Sun; F. Right As Rain - Adele - 19; G. All Too Well - Taylor Swift - Red; H. Once In A Blue Moon - Earl Thomas Conley - Should've Been Over By Now; I. Thina Simnqobile - Soweto Gospel Choir - Voices From Heaven; J. I Love to Move In Here - Moby - Last Night,A,A,0,0.82,1.0
15257,183816,6,G,"[35458, 119976, 138330, 200528, 19871]","[74161, 85824, 208101, 17447, 46409, 90525, 183816, 25663, 51142, 138199]","1. So Into You - Atlanta Rhythm Section - A Rock And Roll Alternative; 2. Harmony - Suzi Lane - Ooh, La, La; 3. Sultans Of Swing - Dire Straits - Dire Straits; 4. Magnet and Steel - Walter Egan - Not Shy; 5. If I Can't Have You - Yvonne Elliman - The Best Of Yvonne Elliman","A. You're My Everything - The Temptations - With A Lot O' Soul; B. Animals - Extended - Martin Garrix - Animals; C. In Love - Desired - Lovestory; D. Rockin' At Midnight - 2006 Remastered Version - The Honeydrippers - The Honeydrippers, Vol. 1 [Expanded]; E. I-285 (Interlude) - Alex Faith - Southern Lights: Overexposed; F. Road to Ruin - Captiva - Captiva; G. Boogie Oogie Oogie - 2004 - Remastered - A Taste Of Honey - A Taste Of Honey; H. Wolf Teeth - JD McPherson - Signs & Signifiers; I. Exit Velocity - Original Mix - Tut Tut Child - The Uppity Strut / Exit Velocity; J. Ni Falta Que Hace - En Vivo - Grupo H-100 - Nuestras Favoritas en Vivo, Vol.1",G,G,1,0.82,1.0
18403,174632,4,E,"[77786, 232060, 126137, 117509, 179238]","[192671, 50636, 234303, 35558, 174632, 207856, 18633, 100784, 107359, 175957]",1. Louie Louie - The Kingsmen - The Best of The Kingsmen; 2. Midnight Rambler - The Rolling Stones - Let It Bleed; 3. Spirit In The Sky - Norman Greenbaum - Spirit In The Sky; 4. Baba O'Riley - The Who - Who's Next; 5. Purple Haze - Jimi Hendrix - Are You Experienced,A. Seed - Sublime - Sublime; B. I Live In A Van - Afroman - Drunk And High; C. Infinite - Sweatshop Union - Infinite; D. Big Enough - Kirin J Callinan - Bravado; E. People Are Strange - The Doors - Strange Days; F. Superlady - New Edition - Heart Break; G. Now I Know (feat. Jichan Jung) - Roy Kim - HOME; H. Eduardo E Monica - Legião Urbana - Dois; I. Talk Is Cheap - Eric Hutchinson - Moving Up Living Down; J. Free Time - The Aggrolites - Reggae Hit L.A.,E,E,1,0.82,1.0
19096,33954,5,F,"[134807, 61886, 198477, 121001, 150935]","[94834, 1065, 217613, 244649, 190847, 33954, 113528, 214072, 80295, 143450]",1. Forget You - CeeLo Green - The Lady Killer; 2. Cryin' Like A Bitch!! - Godsmack - The Oracle; 3. The Sound Of Silence - Disturbed - Immortalized; 4. Bat Country - Avenged Sevenfold - City Of Evil; 5. Freedom Fighter - Creed - Weathered,"A. All Alone - Blind Witness - Nightmare On Providence Street; B. Pure spirits of the forest - James Horner - AVATAR Music From The Motion Picture Music Composed and Conducted by James Horner; C. I Love Me Better Than That"" [from the album, Soulfood] - Shirley Murdock - Soul Food; D. Space Oddity (Demo) - 2003 Remastered Version - David Bowie - Sound And Vision; E. Ya No Te Buscaré - La Arrolladora Banda El Limón De Rene Camacho - Todo Depende De Ti; F. Only the Good Die Young - Billy Joel - The Stranger (30th Anniversary Legacy Edition); G. Up In Here - Kodak Black - Painting Pictures; H. Peaceful Valley - Ryan Adams & The Cardinals - Jacksonville City Nights; I. Aap Sahaee Hoa - Leesa Sklover/Sangeet - Sangeet Eleven; J. React - Erick Sermon - React",A,A,0,0.82,1.0
9537,72370,0,A,"[78846, 148211, 209331, 125362, 8866]","[72370, 215877, 103182, 84128, 55153, 143048, 32713, 191897, 244911, 192325]",1. Like You - Bow Wow - Playlist: The Very Best Of Bow Wow; 2. Turn My Swag On - Soulja Boy - iSouljaBoyTellem; 3. BedRock - Young Money - We Are Young Money; 4. Motivation - Kelly Rowland - Here I Am; 5. Sexy Can I feat. Yung Berg - Ray J - All I Feel,A. Shortie Like Mine - Bow Wow - Playlist: The Very Best Of Bow Wow; B. Getting Ready to Get Down - Josh Ritter - Sermon on the Rocks; C. The Smurfs - London Music Works - The Smurfs; D. Tragic Magic - Traffic - On The Road; E. Worship the Great I Am - Live - Gateway Worship - Forever Yours (Live); F. Las Rejas No Matan - Conjunto Primavera - Corridos Sin Nombre; G. When I Grow Too Old To Dream - Glen Gray & The Casa Loma Orchestra - Big Band Jazz Favorites; H. Beyond Life - BH - Beyond Life; I. Guiding Light - The Veils - The Runaway Found; J. Sworn Oath - Sepultura - Machine Messiah,A,A,1,0.82,1.0
10080,12209,0,A,"[237321, 8554, 180550, 173982, 56876]","[12209, 22842, 249798, 75944, 101006, 4756, 229263, 152589, 46337, 79705]",1. Cool Your Heart - Dirty Projectors - Dirty Projectors; 2. I Get Overwhelmed - Dark Rooms - Distraction Sickness; 3. Laughtrack (feat. Father John Misty) - Botany - Laughtrack (feat. Father John Misty); 4. World On Fire - Louis The Child - World On Fire; 5. You And Me - Penny & The Quarters - Penny & the Quarters EP,A. Mythological Beauty - Big Thief - Capacity; B. We Don't Do This for Fun (feat. Oli J) - 2riffick - Panic Attack; C. Disaster Area - Drink To Me - S; D. Point Of No Return - Starset - Transmissions; E. Adrenaline - Zeds Dead - Adrenaline; F. I Drove All Night - Céline Dion - One Heart; G. Heavenfaced - The National - Trouble Will Find Me; H. Pichle Saat Dinon Mein (Album Version) - Farhan Akhtar - Rock On!!; I. Celestelude - Marcus Strickland - Nihil Novi; J. Everything You're Not - Demi Lovato - Here We Go Again,A,A,1,0.82,1.0
1366,184353,8,I,"[85476, 248615, 100255, 169624, 163075]","[76556, 196382, 140989, 163391, 250535, 227413, 229227, 189398, 184353, 29662]",1. Sunset Lover - Petit Biscuit - Presence; 2. What We Started - Don Diablo - What We Started; 3. Swalla (feat. Nicki Minaj & Ty Dolla $ign) - Wideboys Remix - Jason Derulo - Swalla (feat. Nicki Minaj & Ty Dolla $ign); 4. What Lovers Do (feat. SZA) - Maroon 5 - Red Pill Blues; 5. It's You - Radio Edit - Syn Cole - It's You,A. Brielle - Sky Sailing - An Airplane Carried Me To Bed; B. Sweet Sixteen - Billy Idol - Whiplash Smile; C. Sun King - Chris Potter - Gratitude; D. So Sick - Gorilla Zoe - Don't Feed Da Animals; E. Sexy Ladies - Justin Timberlake - FutureSex/LoveSounds; F. All You Need Is Love - LOVE Version - The Beatles - Love; G. O Come All Ye Faithful - Martina McBride - White Christmas; H. First Time - Vance Joy - Dream Your Life Away; I. They Don't Know Us - Original Mix - Borgeous - They Don't Know Us; J. Pero No Me Ama - Gilberto Santa Rosa - Intenso,I,I,1,0.82,1.0
8457,112323,8,I,"[208857, 20489, 237855, 132975, 37422]","[158449, 8260, 82295, 81780, 222389, 183488, 51254, 150436, 112323, 206647]","1. Gucci On My (feat. 21 Savage, YG & Migos) - Mike WiLL Made-It - Ransom 2; 2. Big Rings - Drake - What A Time To Be Alive; 3. Pop Style - Drake - Views; 4. Did You Really - Ski Mask The Slump God - Slaps For My Drop-Top Mini-Van; 5. Watch Out - 2 Chainz - Watch Out",A. Maybe It Was Memphis - Pam Tillis - Put Yourself In My Place; B. sync - lol - bye bye; C. Concerto for Piano and Orchestra No. 23 in A major: II. Adagio - Wolfgang Amadeus Mozart - Mozart: Piano Concertos 9 & 23; D. Center Of My Joy - Ruben Studdard - Playlist: The Very Best Of Ruben Studdard; E. Sweet Thing - The Spinners - The Original Spinners; F. Cachondea - Fruko Y Sus Tesos - Una Leyenda - Fruko; G. Mutha'uckas - Flight of the Conchords - Flight Of The Conchords; H. Paranoid - Nevertel - Living Fiction; I. H2O - Ski Mask The Slump God - You Will Regret; J. Space Jam - Audio Push - Space Jam,I,I,1,0.82,1.0
16385,39769,3,D,"[134185, 94319, 59469, 72289, 174075]","[70160, 194513, 169733, 39769, 235752, 70464, 71976, 165483, 241063, 57865]",1. Everybody's Free - Radio Edit - Rozalla - Everybody's Free; 2. Fast Car - Tracy Chapman - Tracy Chapman; 3. One Of Us - Joan Osborne - Relish; 4. Return Of The Mack - C & J Street Mix - Mark Morrison - Return Of The Mack; 5. Take a Picture - Filter - Title Of Record,A. Welcome 2 Tha House (feat. Nate Dogg & The Angels) - Nate Dogg - Duces 'N Trayz: The Old Fashioned Way; B. Grapevyne - Brownstone - From The Bottom Up; C. Motorbreath - Live In Mexico City - Metallica - Live Sh*t: Binge & Purge; D. Ironic - 2015 Remastered - Alanis Morissette - Jagged Little Pill (Remastered); E. Too Hot - Keith Sweat - Still In The Game; F. I Live Your Dream - Project Pitchfork - First Anthology; G. Pbj's & Pbr's - Chase Rice - Dirt Road Communion; H. From This Moment On - Shania Twain - Come On Over; I. Sweet Little Sixteen - Chuck Berry - One Dozen Berry's; J. Don’t Rush - illScarlett - 2012 EP,D,D,1,0.82,1.0
18324,128270,7,H,"[71070, 254148, 131635, 167827, 168309]","[65131, 173077, 27146, 79261, 91970, 216836, 201913, 128270, 135444, 66672]",1. Come In Out Of The Rain - Marvin Winans - Alone But Not Alone; 2. Wake Up - John P. Kee and New Life feat. Zacardi Cortez & Lejuene Thompson - Life and Favor; 3. Hello Fear - Kirk Franklin - The Essential Kirk Franklin; 4. Sunshine - Kirk Franklin - Hero; 5. Just Want to Praise You - Maurette Brown Clark - By His Grace,"A. Just Stop - Disturbed - Ten Thousand Fists; B. Surrender All (Give You Everything) - Live - Jesus Culture - Unstoppable Love; C. Pyar Vich Tere Sohniye Feat: Ishers - Hunterz - The Masterpiece; D. Moves Like Jagger - Dallas String Quartet - Red; E. Play My Music - Jonas Brothers - Camp Rock Original Soundtrack; F. In My Head - Mayday Parade - Punk Goes Pop, Vol. 03; G. Breakfast in Bed - Train - Save Me, San Francisco (Golden Gate Edition); H. Who Can Love You More - Live - Lisa McClendon - Live From The House of Blues; I. Oh No! - Mindy Gledhill - Pocketful of Poetry; J. Desolate. Magnificent. - Tides Of Man - Young and Courageous",H,H,1,0.82,1.0
14247,121740,2,C,"[131256, 167887, 23237, 118050, 162073]","[189887, 220611, 121740, 147653, 34237, 28494, 152199, 72190, 189973, 245890]",1. Tom Ford - JAY Z - Magna Carta... Holy Grail; 2. Hello Brooklyn 2.0 - JAY Z - American Gangster; 3. Picasso Baby - JAY Z - Magna Carta... Holy Grail; 4. You Ain't Gotta Lie (Momma Said) - Kendrick Lamar - To Pimp A Butterfly; 5. Wesley's Theory - Kendrick Lamar - To Pimp A Butterfly,"A. BŭRGŭNDí - KAMAU - TheKAMAU-CASSETTE: ŭRTH GōLD; B. Girls - Yahtzel - Girls; C. La Familia - JAY Z - Magna Carta... Holy Grail; D. Way Up Here (feat. Ab-Soul) - Danny Brown - Old; E. I'm So Into You - Peabo Bryson - Bedroom Classics, Vol. 2; F. Call Me Maybe - The Voice Performance - MacKenzie Bourg - Call Me Maybe; G. VII - Taake - Nattestid Ser Porten Vid; H. All I Need Is You - Lecrae - Anomaly; I. So There - Alexa Goddard - So There; J. New Friends - Haybaby - Sleepy Kids",C,C,1,0.82,1.0
12466,40610,5,F,"[199029, 198445, 114156, 188791, 127067]","[210229, 161738, 54060, 133696, 125694, 40610, 34456, 193862, 18180, 83787]",1. Close - Nick Jonas - Last Year Was Complicated; 2. Stitches - Shawn Mendes - Handwritten; 3. Antidote - Travis Scott - Rodeo; 4. Say It - Flume - Skin; 5. Rolling in the Deep - Adele - 21,A. Nasty - The Prodigy - The Day Is My Enemy; B. American Teen - Khalid - American Teen; C. Rain Zones - Rain Sounds - Soothing Natural Rain; D. We Wish You A Merry Christmas - Gene Autry - The Original: Gene Autry Sings Rudolph The Red-Nosed Reindeer & Other Christmas Favorites; E. Hurricane - Natty Nation - Reincarnation; F. Irresistible - Fall Out Boy - Irresistible; G. Seit Eh Und Je - Jazz Dialogue - Quintessenz Und Ihre Nuance Instrumentals; H. Maile Swing - Na Leo - Romantic Waikiki; I. Give It To Me Right - Melanie Fiona - The Bridge; J. Electrolite - R.E.M. - New Adventures In Hi-Fi,B,B,0,0.82,1.0
3274,117654,2,C,"[183895, 234435, 160420, 221696, 79219]","[228717, 78596, 117654, 87238, 2002, 13086, 67328, 81170, 246113, 79300]",1. Bated Breath - Tinashe - Aquarius; 2. Hollow - Tori Kelly - Hollow; 3. You're The One That I Want - Alex & Sierra - As Seen On TV; 4. Celestial - Tori Kelly - Handmade Songs By Tori Kelly; 5. NBK - Niykee Heaton - The Bedroom Tour Playlist,"A. Gold - Interference - Music From The Motion Picture Once; B. Skylines - Painted In Exile - Revitalized; C. Coming Down - Halsey - BADLANDS; D. Can You Do This - Aloe Blacc - Lift Your Spirit; E. Find Me - Khary - intern aquarium. EP; F. Warrior - Matisyahu - Playlist: The Very Best Of Matisyahu; G. C'mon C'mon - Piano Tribute Players - Piano Tribute to One Direction, Vol. 2; H. What Went Wrong? - Flamingosis - Bright Moments; I. Qué Sería de Mí - Remasterizado - Moneda Dura - Ojalá (Remasterizado); J. Rice and Beans (But No Beans) - The Welcome Wagon - Precious Remedies Against Satan’s Devices",C,C,1,0.82,1.0
11421,144191,2,C,"[47923, 15002, 79801, 222027, 107053]","[217153, 24643, 144191, 67457, 9380, 21184, 195200, 191754, 70502, 94282]",1. We Are Young (feat. Janelle Monáe) - feat. Janelle Monae - fun. - Some Nights; 2. FourFiveSeconds - Rihanna - FourFiveSeconds; 3. Let You Down - NF - Perception; 4. Thief - Ansel Elgort - Thief; 5. Hips Don't Lie - Shakira - Oral Fixation Vol. 2,"A. Me and My Kind - Cody Johnson - Cowboy Like Me; B. Star Child - B.T. Express - Keep It Up; C. Marmalade (feat. Lil Yachty) - Macklemore - GEMINI; D. Things We Go Through - Hawk Nelson - Letters To The President; E. God, Your Mama, And Me - Florida Georgia Line - Dig Your Roots; F. Pure Grinding - Avicii - Stories; G. Insecure - Delilah - From The Roots Up; H. Chasing Pirates - Norah Jones - The Fall; I. You're The Reason - Acoustic Version - Victorious Cast - You're The Reason; J. Papas Fritas - Nick Hakim - Where Will We Go, Pt. 1 (EP)",C,C,1,0.82,1.0
4031,40289,1,B,"[172968, 198812, 105816, 240759, 48161]","[199138, 40289, 162821, 99219, 2316, 127417, 202511, 165881, 204920, 94201]",1. Gravity (feat. J.R.) - Lecrae - Gravity (Digital Deluxe); 2. The Judge - Twenty One Pilots - Blurryface; 3. The Bride - Lecrae - Rebel; 4. Tha Church (feat. Sho Baraka) - Lecrae - Real Talk; 5. We Don't (feat. R. Swift) - Lecrae - Real Talk,A. Incredible - Kes - Incredible; B. Free from It All (feat. Mathai) - Lecrae - Gravity (Digital Deluxe); C. Catch Me - Jonathan Murrill - Electro Indie 2; D. A Little Samba - Ugly Duckling - Journey To Anywhere; E. The Earth Isn't Humming - Thrice - The Alchemy Index: Vol. 3 & 4: Air & Earth; F. Send Me on My Way - Rusted Root - Rock - Live from Mountain Stage; G. No Reply At All - 2007 Remastered Version - Genesis - Abacab [2007 Remaster]; H. Sink Or Swim - Falling In Reverse - The Drug In Me Is You; I. Please - Kaleidoscope - Side Trips; J. Fall in Deep - BLOW - Fall in Deep,B,B,1,0.82,1.0
7975,28324,4,E,"[221666, 89981, 38727, 234469, 231750]","[152478, 134012, 47874, 98811, 28324, 185700, 125620, 71519, 67512, 151413]","1. Stranded - Archimedes, Watch Out! - In Context; 2. Lost Boy - Relient K - Collapsible Lung; 3. Forget And Not Slow Down - Relient K - Forget And Not Slow Down; 4. Congratulations - Archimedes, Watch Out! - A Face For Radio; 5. Baby - Relient K - Is For Karaoke","A. True Affection - Father John Misty - I Love You, Honeybear; B. You Know You're Right - Nirvana - Nirvana; C. Lucy In The Sky With Diamonds - The Beatles Connection - Live In Concert; D. Hold Me Down (feat. Philip Strand) - Tacacho - Ninety9lives 98 - Rage Quit; E. I so Hate Consequences (Live at Capitol Studios) - Relient K - Mmhmm10; F. Lonely Hunter - Foals - What Went Down; G. Love Comes Again - Feat. Bt - Mark Norman Remix - Tiësto - Just Be; H. Still Dreaming - For BDK - For Body Drugs & Kicks; I. Love Don't Love Nobody - Big Mello - Bone Hard Zaggin; J. Everyday Struggle - The Notorious B.I.G. - Ready To Die The Remaster",E,E,1,0.82,1.0
3461,119489,9,J,"[38375, 32052, 1573, 151881, 15825]","[202316, 178409, 120945, 37217, 222892, 181040, 234731, 183003, 38940, 119489]","1. My Moment (feat. 2 Chainz, Meek Mill and Jeremih) - DJ Drama - Quality Street Music; 2. The Devil Is A Lie - Rick Ross - Mastermind; 3. Swv - Smoke Dza - Sweet Baby Kushed God; 4. See You In My Nightmares - Kanye West - 808s & Heartbreak; 5. Side B [Dope Song] - Danny Brown - Old","A. High Sparrow - Ramin Djawadi - Game of Thrones (Music from the HBO® Series - Season 5); B. Dark Side of the Moon - Chris Staples - American Soft; C. Think About It - Lorde Sanctus - Purgatory; D. Just Out Of Reach - Mayday Parade - Black Lines; E. Drinking About You - Ryan Oakes - The Ryan Oakes Project; F. Won't Go Home Without You - Maroon 5 - It Won't Be Soon Before Long; G. Boom Biddy Bye Bye - Fugees Mix - Cypress Hill - Boom Biddy Bye Bye; H. Part of the Game - DJ Dan Remix - Bryan Jones - Part of the Game; I. I Want a Break Thru - The Hykkers - I Want a Break Thru; J. By Any Means - Wale - MMG Presents: Self Made, Vol. 1",J,J,1,0.82,1.0
3728,73212,5,F,"[72866, 27513, 207692, 214674, 41584]","[96493, 40985, 122152, 126868, 72996, 73212, 173554, 144419, 7323, 24266]","1. Taylor, the Latte Boy - Zina Goldrich - As I Am; 2. Wig In A Box - Hedwig And The Angry Inch - Original Broadway Cast - Hedwig And The Angry Inch Original Broadway Cast Recording; 3. Follow Your Heart - Hunter Foster - Urinetown The Musical; 4. We See The Light - Kate Reinders - Something Rotten! (Original Broadway Cast Recording); 5. Hopelessly Devoted To You - From ""Grease Live!"" Music From The Television Event - Julianne Hough - Grease Live!",A. 인어의 눈물 (Baby Don't Cry) - EXO - The 1st Album 'XOXO' (Repackage); B. Here I Go Again 87 - 2017 Remastered Version - Whitesnake - Whitesnake (30th Anniversary Remaster); C. Pulling Teeth - Lucius - Pulling Teeth; D. Free Agent - Big K.R.I.T. - Free Agent; E. Love the Night Away - Tiedye Remix - DJ Kaos - Dj Kaos Remixed; F. Grow for Me - Little Shop Of Horrors - Original UK Cast - Little Shop of Horrors; G. Crossroads - Calper - Crossroads; H. My Things - Trails and Ways - Own It; I. Run Home - Dumbfoundead - Dfd; J. Revelation Song - Live - Newsboys - Live in Concert: God's Not Dead,F,F,1,0.82,1.0
12339,242916,0,A,"[221970, 8556, 75512, 6670, 67581]","[242916, 83099, 193641, 100519, 251437, 17808, 69393, 252657, 137705, 79798]",1. Automatic - ZHU - Genesis Series; 2. Where Are Ü Now (with Justin Bieber) - Jack Ü - Skrillex and Diplo present Jack Ü; 3. I'm In Control - AlunaGeorge - I Remember; 4. The Greatest - Sia - This Is Acting (Deluxe Version); 5. I Would Like - Zara Larsson - So Good,"A. Powerful (feat. Ellie Goulding & Tarrus Riley) - Major Lazer - Peace Is The Mission; B. Mazurka No. 9 in C Major, Op. 7, No. 5 - Frédéric Chopin - Chopin: Complete Mazurkas; C. Yeah - D.J. BPM - En Forma Con Aerobic Vol.2; D. Synchronize (Acoustic) - Aaron Richards - Synchronize (VIP Mix / Acoustic); E. Holla Mears - Made in Heights - MADE IN HEIGHTS; F. Innagecko - Ariel Pink - Thrash & Burn; G. Between Wind and Water - Hael - Between Wind and Water; H. 4AM - k?D Remix - Huntar - 4AM; I. Karma Chameleon - The Eighties Orchestra - 80's Top Instrumentales; J. Alive in Me - Highlands Worship - Here I Surrender",A,A,1,0.82,1.0
18960,171125,3,D,"[239082, 144807, 102033, 204642, 86942]","[202066, 220710, 185580, 171125, 236968, 210916, 132837, 75124, 160632, 148835]",1. Electric (feat. Khalid) - Alina Baraz - Electric (feat. Khalid); 2. LOVE. FEAT. ZACARI. - Kendrick Lamar - DAMN.; 3. Pink + White - Frank Ocean - Blonde; 4. Said It All (feat. Estef) - Pink Slip - Pink Motel; 5. Unstoppable - FKJ Remix - Lianne La Havas - Blood,"A. Beachy Head - Bonobo Mix - Mechanical Me - One Offs...Remixes & B Sides; B. See Me Pissed - Sleepy D - Wake Me Up When I'm Rich; C. Cowgirl In The Sand - Live - Neil Young - Live At The Fillmore East; D. Let's Go - Khalid - American Teen; E. Floodwaters - Defiance, Ohio - Midwestern Minutes; F. Baby Tonight - Snowy Red - Snowy Red; G. Rete Urbana - Piero Umiliani - The Man And The City; H. In It to Win It - Saliva - In It to Win It; I. Police State - Dead Prez - Let's Get Free; J. Maurine - Say Hi - Oohs & Aahs",D,D,1,0.82,1.0
8662,35418,4,E,"[115252, 143005, 219291, 93525, 95259]","[169751, 58453, 251638, 25433, 35418, 31774, 182214, 215940, 187863, 7817]",1. Tommy - Petal - Shame; 2. Francis Forever - Mitski - Bury Me At Makeout Creek; 3. Feels Like We Only Go Backwards - Tame Impala - Lonerism; 4. Slacks - St. South - Slacks; 5. Meals On Wheels - Tigers Jaw - Tigers Jaw,"A. Side with the Seeds - Wilco - Sky Blue Sky; B. Dancing with Myself - Generation X - Kiss Me Deadly; C. Hasta El Día De Hoy - Los Dareyes De La Sierra - Con Banda; D. My Way - Live at the Honolulu International Center - Elvis Presley - Aloha from Hawaii Via Satellite (Live); E. 'Cause I'm A Man - Tame Impala - Currents; F. Tu pollo - Justin Quiles - Tu Pollo; G. Fin de Semana - La Original Banda El Limón de Salvador Lizárraga - Nuestra Historia en un Fin de Semana; H. Satisfied - Red Mountain Church - Depth of Mercy; I. Waste Some Time (feat. Nappy Roots & Nic Cowan) - Colt Ford - Every Chance I Get; J. In Search Of My Rose - The Tear Garden - To Be An Angel Blind, The Crippled Soul Divide",E,E,1,0.82,1.0
13886,139516,2,C,"[237767, 82392, 211737, 211304, 233366]","[48286, 57439, 139516, 66490, 123941, 24957, 216251, 94270, 22737, 129719]",1. River - Leon Bridges - Coming Home; 2. Shine - Benjamin Francis Leftwich - Last Smoke Before The Snowstorm; 3. Above The Clouds Of Pompeii - Bear's Den - Islands; 4. River Run - Cereus Bright - Excuses; 5. Hero - Family of the Year - Loma Vista,"A. Turn Loose the Horses - Garrett Hedlund - Country Strong (More Music from the Motion Picture); B. Tamed - Paper Route - The Peace of Wild Things; C. Watch Me - Labi Siffre - Crying, Laughing, Loving, Lying (Deluxe Edition); D. Grace That Is Greater - Bart Millard - Hymned Again; E. Little House - The Fray - How To Save A Life; F. Tiger Mountain Peasant Song - First Aid Kit - Drunken Trees EP; G. Not While I'm Around - Highlights version - Edward Sanders - Sweeney Todd, The Demon Barber of Fleet Street, The Motion Picture Soundtrack; H. The Gold Song - The Bouncing Souls - The Gold Record; I. Inner Taiga - Twine - Excision 2014 Mix Compilation; J. Roots And Beginnings - Howard Shore - The Lord Of The Rings - The Return Of The King - The Complete Recordings",F,F,0,0.82,1.0
