bundle_id,true_indice,true_option_idx,true_option_char,input_indices,candidate_indices,input_str,target_str,hard_neg_count,prediction,raw_response,hit,overall_hit_rate,overall_valid_ratio,valid_only_hit_rate,cfg_num_cans,cfg_num_token,cfg_toy_eval,cfg_seed,cfg_shuffle_seed,cfg_use_hard_negative
17342,73526,4,E,"[51334, 224966, 188017, 193107, 193568, 64394, 209065, 188619, 164757, 36186]","[140763, 226570, 115797, 196069, 73526, 79453, 215332, 83787, 79884, 16015]",1. Brown Eyed Girl - Van Morrison - Blowin' Your Mind!; 2. Under The Bridge - Red Hot Chili Peppers - Blood Sugar Sex Magik; 3. (Don't Fear) The Reaper - Blue Öyster Cult - Agents Of Fortune; 4. Beast Of Burden - Remastered - The Rolling Stones - Some Girls; 5. No Letting Go - Wayne Wonder - No Holding Back; 6. Get Down Tonight - 2004 Remastered Version - KC & The Sunshine Band - KC and the Sunshine Band; 7. Free Fallin' - Tom Petty - Full Moon Fever; 8. Fire And Rain - James Taylor - Sweet Baby James; 9. It's Too Late - Carole King - Tapestry; 10. Who Are You - The Who - Who Are You,A. Star 69 - R.E.M. - Monster; B. (Don't Go Back To) Rockville - R.E.M. - Reckoning; C. Tongue - R.E.M. - Monster; D. Strange Currencies - R.E.M. - Monster; E. It's the End of the World As We Know It (And I Feel Fine) - R.E.M. - Document (R.E.M. No. 5); F. Its The End Of The World As We Know It (And I Feel Fine) - R.E.M. - Unplugged 1991/2001: The Complete Sessions; G. Bang And Blame - R.E.M. - Monster; H. Electrolite - R.E.M. - New Adventures In Hi-Fi; I. Radio Free Europe - R.E.M. - Murmur; J. 7 Chinese Bros. - R.E.M. - Reckoning,9,E,E,1,0.5546218487394958,1.0,0.5546218487394958,10,5,250,45,41,True
19778,280,5,F,"[15337, 93137, 70273, 182506, 226489, 188027, 182707, 236686, 97061, 47577]","[215924, 247852, 87319, 230019, 231729, 280, 128475, 197377, 101982, 209403]",1. Young & Unafraid - The Moth & The Flame - Young & Unafraid; 2. Life In Technicolor ii - Coldplay - Viva La Vida - Prospekt's March Edition; 3. Space Oddity - 1999 Remastered Version - David Bowie - Space Oddity; 4. Midnight - Coldplay - Ghost Stories; 5. Uncruel - House of Lions - Uncruel; 6. Elevate (feat. Nevve) - Jayceeoh - Elevate (feat. Nevve); 7. Thief - Ookay - Thief; 8. MiNd Of MiNdd (Intro) - ZAYN - Mind Of Mine (Deluxe Edition); 9. Lucid - Cloudsz - Lucid - Single; 10. Dive - Salvatore Ganacci - Dive,A. I Know - YG - Red Friday; B. Home from Home - Roo Panes - Land of the Living EP; C. Patience - Josh Cashman - Patience; D. African Lady (Feat. Flavour & Phyno) - Sound Sultan - Ballers; E. GAOBEAR - GANZ - GAOBEAR; F. Dino War - GANZ - Dino War E.P.; G. Light Years - GANZ - GAO; H. The New Era - GANZ - Dino War E.P.; I. Dark Places - GANZ - GAO; J. Faded - GANZ - GAO,5,I,I,0,0.5546218487394958,1.0,0.5546218487394958,10,5,250,45,41,True
8316,176073,3,D,"[9918, 209483, 89459, 239296, 4148, 241864, 159407, 225718, 10000, 170332]","[113257, 179733, 81672, 176073, 175052, 171918, 38530, 78344, 187127, 55278]",1. Not Turn Away - The Revivalists - Vital Signs; 2. Mercury - Moon Taxi - Cabaret; 3. Run Right Back - Moon Taxi - Daybreaker; 4. Intro - The xx - xx; 5. Monster - The Revivalists - Men Amongst Mountains; 6. Red Hot Lights - Moon Taxi - Daybreaker; 7. Angels - The xx - Coexist; 8. Renegades - X Ambassadors - VHS; 9. King Of What - The Revivalists - Men Amongst Mountains; 10. Year Zero - Moon Taxi - Daybreaker,A. Bulletproof - The Revivalists - Men Amongst Mountains; B. Gold To Glass - The Revivalists - Men Amongst Mountains; C. Pretty Photograph - The Revivalists - City Of Sound; D. Wish I Knew You - The Revivalists - Men Amongst Mountains; E. Criminal - The Revivalists - City Of Sound; F. Catching Fireflies - The Revivalists - Vital Signs; G. Criminal - Live At Harvest The Music - The Revivalists - City Of Sound; H. Soul’s Too Loud - The Revivalists - Vital Signs; I. Amber - The Revivalists - Men Amongst Mountains; J. BTBD - The Revivalists - City Of Sound,9,D,D,1,0.5546218487394958,1.0,0.5546218487394958,10,5,250,45,41,True
9100,193661,0,A,"[137134, 202059, 171230, 186854, 74934, 62177, 34920, 350, 123512, 174922]","[193661, 77788, 119480, 72083, 230667, 52733, 112130, 13317, 197293, 4568]","1. My Lighthouse - Rend Collective - The Art Of Celebration; 2. Oceans (Where Feet May Fail) - Shane & Shane - The Worship Initiative, Vol. 1; 3. Our God Is Greater - Shane & Shane - Dare 2 Share - Unending Worship; 4. All Hail The Power Of Jesus Name - Newsboys - Hallelujah For The Cross; 5. Fishers Of Men - Newsboys - Restart; 6. Your Love Never Fails - Newsboys - God's Not Dead; 7. Hallelujah For The Cross - Newsboys - Hallelujah For The Cross; 8. Come Thou Fount Of Every Blessing - Chris Rice - Peace Like A River: The Hymns Project; 9. In Christ Alone - Shane & Shane - The Worship Initiative, Vol. 1; 10. Come As You Are - Crowder - Neon Steeple",A. Jesus Paid It All - Newsboys - Hallelujah For The Cross; B. Entertaining Angels - Newsboys - Step Up To The Microphone; C. God's Not Dead (Like a Lion) [Live] - Newsboys - Live in Concert: God's Not Dead; D. His Eye Is On The Sparrow - Newsboys - Hallelujah For The Cross; E. Love Riot - Newsboys - Love Riot; F. In Wonder - Go Album Version - Newsboys - Go; G. It Is You - Live - Newsboys - Adoration; H. It Is You - Newsboys - Thrive; I. Jingle Bell Rock - Newsboys - CHRISTMAS! A Newsboys Holiday; J. In The Hands Of God - Newsboys - In The Hands Of God,9,G,G,0,0.5546218487394958,1.0,0.5546218487394958,10,5,250,45,41,True
19567,51334,4,E,"[109997, 106771, 10954, 200204, 136111, 207567, 246263, 85187, 223726, 56187]","[65538, 173790, 188571, 91939, 51334, 228330, 126250, 229190, 186131, 231266]","1. Escape (The Pina Colada Song) - Rupert Holmes - Partners In Crime; 2. Sugar Sugar - The Archies - Absolutely the Best of the Archies; 3. Mama Said - The Shirelles - Sing to Trumpets and Strings; 4. Chapel Of Love - The Dixie Cups - Chapel Of Love; 5. Daydream Believer - The Monkees - The Birds, The Bees, & The Monkees; 6. I'm Into Something Good - Herman's Hermits - HERMAN'S HERMITS THEIR GREATEST HITS; 7. Homeward Bound - Simon & Garfunkel - Parsley, Sage, Rosemary And Thyme; 8. Downtown - Petula Clark - Downtown - The Best of Petula Clark; 9. I Feel Fine - Remastered 2015 - The Beatles - 1; 10. Be My Baby - The Ronettes - Be My Baby: The Very Best of The Ronettes",A. Madame George - Live - Van Morrison - Astral Weeks: Live at the Hollywood Bowl; B. Tupelo Honey - Van Morrison - The Essential Van Morrison; C. Astral Weeks - Van Morrison - Astral Weeks; D. Russian Roulette - Van Morrison - Days Like This; E. Brown Eyed Girl - Van Morrison - Blowin' Your Mind!; F. Sweet Thing - Van Morrison - Astral Weeks; G. Brand New Day - Take 7 - Van Morrison - Moondance; H. No Religion - Van Morrison - Days Like This; I. T. B. Sheets - Van Morrison - Blowin' Your Mind!; J. These Dreams Of You - Van Morrison - Moondance,9,E,E,1,0.5546218487394958,1.0,0.5546218487394958,10,5,250,45,41,True
19907,194354,6,G,"[73687, 44615, 243706, 98470, 247787, 91402, 157614, 14697, 247510, 220433]","[209582, 108629, 253937, 168789, 191493, 193887, 194354, 9798, 30753, 160504]","1. Paranoid (feat. B.o.B) - Ty Dolla $ign - Paranoid (feat. B.o.B); 2. Whistle - Flo Rida - Wild Ones; 3. Promises - Wiz Khalifa - Blacc Hollywood; 4. For Everybody - Juicy J - For Everybody; 5. Hopeless Boy (feat. David Ortiz) - King Lil G - Ak47boyz; 6. Talk Dirty (feat. 2 Chainz) - Jason Derulo - Tattoos; 7. Classic Man - Jidenna - Classic Man; 8. The Language - Drake - Nothing Was The Same; 9. Flex (Ooh, Ooh, Ooh) - Rich Homie Quan - Flex (Ooh, Ooh, Ooh); 10. I Don't Fuck With You - Big Sean - Dark Sky Paradise","A. Remember Me [feat. Mary J. Blige] - T.I. - Pure Urban Essentials 2010 (Bundled); B. No Matter What - T.I. - Paper Trail; C. Bring Em Out - T.I. - Urban Legend; D. Jet Fuel - T.I. - Paperwork; E. Stand Up Guy - T.I. - King; F. Goodlife (feat. Pharrell & Common) - T.I. - King; G. No Mediocre - T.I. - Paperwork; H. Dead And Gone (feat. Justin Timberlake) - T.I. - Paper Trail; I. I'm Flexin' (feat. Big K.R.I.T.) - T.I. - We Run This, Vol. 8; J. Light Em Up (RIP Doe B) - T.I. - Paperwork",9,G,G,1,0.5546218487394958,1.0,0.5546218487394958,10,5,250,45,41,True
17940,75870,5,F,"[186223, 154343, 135793, 246506, 15994, 43128, 212909, 248306, 14454, 2767]","[197359, 76911, 73174, 64240, 119975, 75870, 198535, 179972, 171786, 141950]",1. Slow Down - Selena Gomez - Stars Dance; 2. S&M Remix - Rihanna - S&M Remix; 3. Timber - Pitbull - Global Warming: Meltdown (Deluxe Version); 4. I Can Transform Ya - Chris Brown - Graffiti; 5. Home - Phillip Phillips - The World From The Side Of The Moon; 6. Hall of Fame - The Script - #3 Deluxe Version; 7. Turbulence - Radio Edit - Steve Aoki - Turbulence; 8. Mr. Know It All - Kelly Clarkson - Stronger; 9. Give Me Your Hand (Best Song Ever) - The Ready Set - The Bad & The Better; 10. Alive - Krewella - Get Wet,"A. I Wanna Get Better - Bleachers - Terrible Thrills, Vol. 2; B. Shadow - Live from Spotify NYC - Bleachers - Spotify Sessions; C. Rollercoaster - Bleachers - Terrible Thrills, Vol. 2; D. You're Still a Mystery - Bleachers - Terrible Thrills, Vol. 2; E. Goodmorning - Bleachers - Gone Now; F. I Wanna Get Better - Bleachers - Strange Desire; G. Like a River Runs - Bleachers - Strange Desire; H. All My Heroes - Bleachers - Gone Now; I. Everybody Lost Somebody - Bleachers - Gone Now; J. You're Still a Mystery - Bleachers - Strange Desire",9,F,F,1,0.5546218487394958,1.0,0.5546218487394958,10,5,250,45,41,True
19128,61872,3,D,"[248866, 227893, 100594, 106386, 99271, 38264, 239977, 51174, 6123, 231620]","[225617, 217221, 185453, 61872, 84819, 195814, 110952, 72892, 242143, 165818]","1. This Is Gospel - Panic! At The Disco - Too Weird To Live, Too Rare To Die!; 2. Screen - Twenty One Pilots - Vessel; 3. Sunburn - Deluxe Edition - Ed Sheeran - +; 4. Emperor's New Clothes - Panic! At The Disco - Death Of A Bachelor; 5. House Of Memories - Panic! At The Disco - Death Of A Bachelor; 6. Mama - My Chemical Romance - The Black Parade; 7. Kid In Love - Shawn Mendes - Handwritten; 8. Drawing Board - George Ezra - Wanted On Voyage; 9. Don't - Ed Sheeran - x; 10. Give Me Novacaine/She's A Rebel - Green Day - American Idiot",A. The Run And Go - Bonus Commentary - Twenty One Pilots - Vessel [Commentary Version]; B. Screen - Live From SXSW - Twenty One Pilots - Spotify Sessions; C. Ride - Twenty One Pilots - Blurryface; D. Isle Of Flightless Birds - Twenty One Pilots - Twenty One Pilots; E. Anathema - Twenty One Pilots - Regional At Best; F. Stressed Out - Twenty One Pilots - Blurryface; G. Lane Boy - Twenty One Pilots - Blurryface; H. Semi-Automatic - Bonus Commentary - Twenty One Pilots - Vessel [Commentary Version]; I. Car Radio - Live From SXSW - Twenty One Pilots - Spotify Sessions; J. Ode To Sleep - Live From SXSW - Twenty One Pilots - Spotify Sessions,9,F,F,0,0.5546218487394958,1.0,0.5546218487394958,10,5,250,45,41,True
12863,179870,0,A,"[53736, 100298, 211391, 206085, 82000, 39897, 148708, 197194, 204333, 225686]","[179870, 241113, 239395, 150917, 145134, 136860, 199113, 112757, 55459, 176123]",1. Loyal - Chris Brown - X (Deluxe Version); 2. On The Floor - Jennifer Lopez - On The Floor; 3. Not Nice - PARTYNEXTDOOR - PARTYNEXTDOOR 3 (P3); 4. Dynamite (feat. Pretty Sister) - Nause - Dynamite (feat. Pretty Sister); 5. Temperature - Sean Paul - The Trinity; 6. Without Me - Eminem - The Eminem Show; 7. Truffle Butter - Nicki Minaj - The Pinkprint; 8. Oh Devil - Electric Guest - Plural; 9. DUELE EL CORAZON - Enrique Iglesias - DUELE EL CORAZON; 10. Don't Wanna Know (feat. Kendrick Lamar) - Maroon 5 - Red Pill Blues,"A. All Time Low - Jon Bellion - The Human Condition; B. Paper Planes - Jon Bellion - Translations Through Speakers; C. Human - Jon Bellion - The Definition; D. Woke The F*ck Up - Acoustic - Jon Bellion - Woke The F*ck Up; E. The Good In Me - Jon Bellion - The Human Condition; F. Human - Acoustic - Jon Bellion - Human; G. Maybe IDK - Jon Bellion - The Human Condition; H. Run Wild - Acoustic - Jon Bellion - Run Wild; I. When The Lions Come - Jon Bellion - The Separation; J. Superman, The Gift And The Curse - Jon Bellion - The Separation",9,A,A,1,0.5546218487394958,1.0,0.5546218487394958,10,5,250,45,41,True
3159,69977,8,I,"[89100, 126237, 40592, 133772, 207917, 16494, 103662, 65008, 14963, 159648]","[59674, 155031, 40802, 72230, 152249, 173397, 36090, 187069, 69977, 224352]",1. Jump Around - KSI - Jump Around; 2. Jumpman - Drake - What A Time To Be Alive; 3. Needed Me - Rihanna - ANTI; 4. T-Shirt - Migos - Culture; 5. Bank Account - 21 Savage - Issa Album; 6. This (Whip It Like This) - Reuel - This (Whip It Like This); 7. Creature - KSI - Creature; 8. New Flame - Chris Brown - X (Deluxe Version); 9. Chill Bill - Rob $tone - Chill Bill; 10. Slow Motion - Trey Songz - Trigga Reloaded,A. Bodak Yellow (feat. Messiah) - Latin Trap Remix - Cardi B - Bodak Yellow (feat. Messiah); B. Bodak Yellow (feat. Kodak Black) - Cardi B - Bodak Yellow (feat. Kodak Black); C. On Fleek - Cardi B - Gangsta Bitch Music Vol 1; D. Trust Issues - Cardi B - Gangsta Bitch Music Vol 1; E. Pull Up - Cardi B - Gangsta Bitch Music Vol. 2; F. Washpoppin - Cardi B - Gangsta Bitch Music Vol 1; G. Cheap Ass Weave - Cardi B - Cheap Ass Weave - Single; H. What a Girl Likes - Cardi B - What a Girl Likes; I. Bodak Yellow - Cardi B - Bodak Yellow; J. Trick - Cardi B - Gangsta Bitch Music Vol 1,9,I,I,1,0.5546218487394958,1.0,0.5546218487394958,10,5,250,45,41,True
11058,191540,9,J,"[38129, 215039, 107053, 126920, 8950, 188242, 179925, 176344, 201308, 135764]","[27327, 9847, 184842, 194524, 153989, 15472, 178294, 16769, 232752, 191540]",1. Call Me - Blondie - Atomic/Atomix; 2. Crazy - Gnarls Barkley - St. Elsewhere; 3. Hips Don't Lie - Shakira - Oral Fixation Vol. 2; 4. Vogue - Madonna - The Immaculate Collection; 5. Upside Down - Diana Ross - Diana; 6. Dance to the Music - Sly & The Family Stone - Dance To The Music; 7. Funkytown - Single Version - Lipps Inc. - Mes Soirées Disco; 8. Brick House - Commodores - Commodores; 9. Mamma Mia - ABBA - Abba; 10. How You Remind Me - LP Mix - Nickelback - Silver Side Up,A. Setting Suns - John Mark McMillan - The Song Inside the Sounds of Breaking Down: Deluxe Reissue; B. Poppin' - Main - Chris Brown - Chris Brown; C. Heroes and Monsters - Penny and Sparrow - Tenboom; D. Ka Huila Wai - Israel Kamakawiwo'ole - Facing Future; E. What Is Love - Radio Edit - Haddaway - What Is Love; F. Paper Dolls - Ballyhoo! - Cheers!; G. I Miss You - Haddaway - The Album; H. What Is Love - Lynx & Pico Remix - Haddaway - What Is Love (The Mixes); I. Holiday - Bee Gees - Bee Gees' 1st; J. What Is Love - Haddaway - The Album,3,J,J,1,0.5546218487394958,1.0,0.5546218487394958,10,5,250,45,41,True
10783,210458,5,F,"[179870, 51238, 109780, 214131, 178938, 135101, 69279, 75610, 148218, 54598]","[99350, 63745, 70021, 141543, 142727, 210458, 100689, 145134, 156035, 86433]",1. All Time Low - Jon Bellion - The Human Condition; 2. Video Games - Lana Del Rey - Born To Die - The Paradise Edition; 3. EASE - Troye Sivan - Blue Neighbourhood; 4. 90210 (feat. G-Eazy) - blackbear - Deadroses; 5. Come Get Her - Rae Sremmurd - SremmLife; 6. She Came In Through The Bathroom Window - Remastered - The Beatles - Abbey Road; 7. Glory And Gore - Lorde - Pure Heroine; 8. Fucked My Way Up To The Top - Lana Del Rey - Ultraviolence; 9. Starships - Nicki Minaj - Pink Friday ... Roman Reloaded; 10. Bubblegum Bitch - Marina and the Diamonds - Electra Heart,A. The Wonder Years - Jon Bellion - Translations Through Speakers; B. Luxury - Jon Bellion - The Definition; C. Woke The F*ck Up - Jon Bellion - The Human Condition; D. An Immigrant - Jon Bellion - The Definition; E. A Haunted House - Jon Bellion - The Definition; F. Morning In America - Jon Bellion - The Human Condition; G. Munny Right - Jon Bellion - The Definition; H. The Good In Me - Jon Bellion - The Human Condition; I. Jim Morrison - Jon Bellion - The Separation; J. All Time Low - Jon Bellion - All Time Low,9,C,C,0,0.5546218487394958,1.0,0.5546218487394958,10,5,250,45,41,True
10840,229977,0,A,"[194055, 244082, 85134, 79116, 90685, 206265, 48974, 9081, 167258, 19150]","[229977, 173988, 247171, 230922, 242877, 46407, 201597, 17144, 10795, 243287]",1. Daydreaming (Virtu Remix) - RKCB - Daydreaming (Virtu Remix); 2. You Don't Own Me - Grace - FMA; 3. Still Into You - Paramore - Paramore; 4. Electric Love - BØRNS - Dopamine; 5. dopemang (feat. Ashley All Day) - Kiiara - dopemang (feat. Ashley All Day); 6. Like It's Over (feat. MNDR) - Jai Wolf - Like It's Over (feat. MNDR); 7. Years Of War - Porter Robinson - Worlds; 8. Invite Only - Great Dane - Alpha Dog; 9. High You Are - What So Not - High You Are; 10. Suburban Wonderland - The Heirs - Suburban Wonderland,A. Pray to God - Calvin Harris vs Mike Pickering Hacienda Remix - Calvin Harris - Pray to God; B. Faking It - Radio Edit - Calvin Harris - Faking It; C. Iron - Calvin Harris - 18 Months; D. Merrymaking at My Place - Calvin Harris - I Created Disco; E. This Is What You Came For - Calvin Harris - This Is What You Came For; F. Flashback - Calvin Harris - Ready For The Weekend; G. Slide - Calvin Harris - Funk Wav Bounces Vol.1; H. Open Wide - Calvin Harris - Motion; I. You Used to Hold Me - Nero Remix - Calvin Harris - You Used To Hold Me; J. Blame - Calvin Harris - Motion,9,E,E,0,0.5546218487394958,1.0,0.5546218487394958,10,5,250,45,41,True
17470,223731,3,D,"[31153, 180622, 225686, 56936, 201472, 74183, 179210, 7769, 114078, 23555]","[87608, 98249, 43292, 223731, 114178, 42244, 233109, 195259, 208411, 43580]",1. Rockabye - Clone Banda - Rockabye; 2. Believer - Imagine Dragons - Evolve; 3. Don't Wanna Know (feat. Kendrick Lamar) - Maroon 5 - Red Pill Blues; 4. Lose Control - Hedley - Hello; 5. Rockabye (feat. Sean Paul & Anne-Marie) - Clean Bandit - Rockabye (feat. Sean Paul & Anne-Marie); 6. Starving - Hailee Steinfeld - HAIZ; 7. Into You - Ariana Grande - Dangerous Woman; 8. Who Do You Love - Marianas Trench - Astoria; 9. Stay (with Alessia Cara) - Zedd - Stay; 10. Despacito - Remix - Luis Fonsi - Despacito Feat. Justin Bieber,A. Cretin Hop - Remastered - Ramones - Rocket To Russia (40th Anniversary Deluxe Edition); B. Anxiety - Ramones - Mondo Bizarro; C. Needles And Pins - Remastered - Ramones - Road To Ruin: Expanded and Remastered; D. I Wanna Be Sedated - Remastered - Ramones - Road To Ruin: Expanded and Remastered; E. You're Gonna Kill That Girl - Ramones - It's Alive; F. We're A Happy Family - Remastered - Ramones - Rocket To Russia (40th Anniversary Deluxe Edition); G. Chinese Rock - Remastered - Ramones - End Of The Century (Expanded & Remastered); H. Rock 'N' Roll High School - Remastered - Ramones - End Of The Century (Expanded & Remastered); I. I Don't Wanna Go Down To The Basement - Ramones - Ramones - 40th Anniversary Deluxe Edition (Remastered); J. Blitzkrieg Bop - Live at The Roxy Version - Ramones - Hey Ho Let's Go,9,H,H,0,0.5546218487394958,1.0,0.5546218487394958,10,5,250,45,41,True
16592,244498,1,B,"[102607, 63656, 168369, 27282, 91387, 78690, 215757, 237095, 26806, 231703]","[214878, 244498, 166639, 93641, 106833, 41131, 26915, 117881, 166909, 72468]","1. My Way - Calvin Harris - My Way; 2. This Love - Maroon 5 - Songs About Jane: 10th Anniversary Edition; 3. You've Got A Friend In Me - From ""Toy Story""/ Soundtrack - Randy Newman - Toy Story; 4. Sleeping With A Friend - The Chainsmokers Radio Remix - Neon Trees - Sleeping With A Friend; 5. The Way I Are - Timbaland - Shock Value Deluxe Version; 6. Feel Good (feat. Daya) - Gryffin - Feel Good (feat. Daya); 7. You Know You Like It - DJ Snake - You Know You Like It; 8. Down To The Bottom - Dorothy - Down To The Bottom; 9. Die A Happy Man - Thomas Rhett - Tangled Up; 10. 10,000 Emerald Pools - BØRNS - Dopamine","A. Fireproof - Pillar - Fireproof; B. Beso - Jósean Log - Háblate de Mí; C. Real Life - Zack Martino Remix - Mako - Real Life; D. Ali sporche - Coez - Non erano fiori; E. La Luna - Jósean Log - Háblate de Mí; F. A Window to the Past - John Williams - Harry Potter and the Prisoner of Azkaban / Original Motion Picture Soundtrack; G. Pacífico - En Vivo - Reyno - Al Principio Del Final; H. Better Version - Shinedown - Leave A Whisper; I. Live Fast, Die Young - Rick Ross - Teflon Don; J. Be Brave - Tropic of Cancer - The End of All Things",1,E,E,0,0.5546218487394958,1.0,0.5546218487394958,10,5,250,45,41,True
1411,192861,1,B,"[58579, 210293, 78342, 102170, 7065, 238732, 40082, 190745, 159636, 77183]","[19200, 192861, 238062, 66456, 41438, 67182, 153799, 184897, 112023, 149892]","1. Wonderful Christmas Time - The Merry Yuletide Singers - The Essential Childrens Christmas; 2. Mary, Did You Know - Clay Aiken - Playlist: The Very Best Of Clay Aiken; 3. Believe - Josh Groban - The Polar Express (Original Motion Picture Soundtrack); 4. The First Noël (with Faith Hill) - duet with Faith Hill Album Version - Josh Groban - Noel; 5. Rudolph the Red-Nosed Reindeer - Gene Autry - Rudolph The Red Nosed Reindeer And Other Christmas Classics; 6. Jingle Bell Rock - Anita Kerr Singers - Mercy Me - Christmas Needs Love; 7. (There's No Place Like) Home for the Holidays - 1954 Version - Perry Como - The Essential Perry Como; 8. Little Saint Nick - The Beach Boys - The Beach Boys' Christmas Album; 9. It's The Most Wonderful Time of the Year - Johnny Mathis - Johnny Mathis Gold: A 50th Anniversary Christmas Celebration; 10. Run Rudolph Run - Single Version - Chuck Berry - Rock 'N' Roll Rarities","A. Bedtime Story - GoldLink - The God Complex (Deluxe Edition); B. I Want a Hippopotamus for Christmas (Hippo the Hero) - Gayla Peevey - I Want a Hippopotamus for Christmas (Hippo the Hero); C. Sah Raoui - Fnaire - Yed El Henna; D. מה שיהיה יהיה - Hatikva 6 - הכי ישראלי; E. Running for the Gates - Marissa Sendejas - Into a Monster; F. Fader - The Temper Trap - Conditions; G. Still - Daughter - If You Leave; H. TBH - PARTYNEXTDOOR - PARTYNEXTDOOR; I. Technocalyptic Cybergeddon - Scar Symmetry - The Singularity (Phase 1 - Neo Humanity); J. All-night Vigil, Op. 37, ""Vespers"": Bogoroditsye Dyevo (Ave Maria) - Sergei Rachmaninoff - Lighten Our Darknesss - Music for The Close Of Day",0,B,B,1,0.5546218487394958,1.0,0.5546218487394958,10,5,250,45,41,True
13600,220179,8,I,"[26166, 152946, 16115, 165896, 199841, 184579, 196689, 248878, 140966, 29767]","[114552, 4836, 245664, 30607, 248386, 123099, 173629, 139829, 220179, 4001]",1. Baby Don't Cry - INXS - Welcome To Wherever You Are; 2. Seda - Foo Fighters - Long Road To Ruin; 3. Mambo Queen of the Sandstone City - New Model Army - Today is a Good Day; 4. Whatever You've Got - The Proclaimers - Like Comedy; 5. 68 Guns - 2007 Mike Peters Remix - The Alarm - Collection; 6. Called Out In The Dark - Snow Patrol - Fallen Empires; 7. King Of Emotion - Big Country - Through A Big Country; 8. Big Time - VB Acoustic Mix - Electrokingdom - Big Time; 9. This Is the Sea - 2004 Remaster - The Waterboys - This Is the Sea (Deluxe Version); 10. Überlin - R.E.M. - Collapse Into Now,A. Bad Boys Get Spanked - Pretenders - Pretenders II; B. Mystery Achievement - 2006 Remastered Version - Pretenders - Pretenders [Reissue]; C. Night In My Veins - Pretenders - Last Of The Independents; D. Don't Get Me Wrong - 2007 Remastered Version - Pretenders - Get Close [Expanded & Remastered]; E. Precious - 2006 Remastered Version - Pretenders - Pretenders [Reissue]; F. Message Of Love - Pretenders - The Singles; G. Back On The Chain Gang - 2007 Remastered Version - Pretenders - Learning To Crawl [Expanded and Remastered]; H. I'm Not In Love - Pretenders - Indecent Proposal; I. Popstar - Pretenders - Viva El Amor; J. Brass In Pocket - 2006 Remastered Version - Pretenders - Pretenders [Expanded & Remastered],9,J,J,0,0.5546218487394958,1.0,0.5546218487394958,10,5,250,45,41,True
13277,100119,6,G,"[34397, 94769, 220433, 162543, 242281, 120893, 239388, 228031, 96726, 214302]","[78575, 244656, 80535, 147161, 64988, 93642, 100119, 152919, 251496, 40772]",1. Crazy Rap (Colt 45 & 2 Zig Zags) - Afroman - The Good Times; 2. Water - Ugly God - The Booty Tape; 3. I Don't Fuck With You - Big Sean - Dark Sky Paradise; 4. Wasted - Tiësto - A Town Called Paradise; 5. Boom Boom Pow - The Black Eyed Peas - THE E.N.D. (THE ENERGY NEVER DIES); 6. Hey Ya! - Radio Mix / Club Mix - OutKast - Speakerboxxx/The Love Below; 7. Kings of Summer - Single Version - ayokay - Kings of Summer; 8. Buy U a Drank (Shawty Snappin') - T-Pain - Epiphany; 9. Hollaback Girl - Gwen Stefani - Love Angel Music Baby; 10. beibs in the trap - Travis Scott - Birds In The Trap Sing McKnight,A. Teach Me How To Dougie - Cali Swag District - Hip Hop Mix USA [Continuous Mix by DJ Woogie]; B. Raza - Kids Of 88 - Modern Love; C. Born In '69 - Rocket From The Crypt - Scream Dracula Scream; D. Back It Up and Dump It - Cali Swag District - The Kickback; E. Go - Cali Swag District - The Kickback; F. Micha: Those Who Fear Tomorrow - Integrity - Those Who Fear Tomorrow (25th Anniversary Remix); G. Teach Me How to Dougie - Cali Swag District - The Kickback; H. 35 Runs Both Ways - Cameran Nelson - Happy To Beer; I. Burn Out (Drive Fast) - Cali Swag District - The Kickback; J. Pay Any Price - Transplants - Haunted Cities,4,G,G,1,0.5546218487394958,1.0,0.5546218487394958,10,5,250,45,41,True
19169,156451,7,H,"[106895, 230375, 32980, 46222, 14347, 190206, 222305, 3771, 236846, 52955]","[88710, 2970, 243136, 140538, 223686, 71229, 145079, 156451, 129627, 200569]","1. Stealing Cars - James Bay - Chaos And The Calm; 2. Dirty Old Town - Craig Cardiff - Goodnight (Go Home) - CC010; 3. 666 ʇ - Bon Iver - 22, A Million; 4. Moving On and Getting Over - John Mayer - The Search for Everything; 5. 29 #Strafford APTS - Bon Iver - 22, A Million; 6. Fickle Heart - Ira Wolf - Fickle Heart; 7. 22 (OVER S∞∞N) - Bon Iver - 22, A Million; 8. Thinking Out Loud - Ed Sheeran - x; 9. A Sky Full of Stars - Coldplay - Ghost Stories; 10. All The Pretty Girls - Recorded at Spotify Studios NYC - Kaleo - Spotify Singles",A. Someone To You - Acoustic - BANNERS - Someone To You; B. Ghosts - BANNERS - Ghosts; C. Half Light - BANNERS - Half Light; D. Shine A Light - BANNERS - Shine A Light; E. Back When We Had Nothing - BANNERS - BANNERS; F. Holy Ground - BANNERS - Holy Ground; G. Someone to You - BANNERS - Someone to You; H. Start A Riot - BANNERS - Start A Riot; I. Firefly - BANNERS - Firefly; J. Gold Dust - BANNERS - BANNERS,9,H,H,1,0.5546218487394958,1.0,0.5546218487394958,10,5,250,45,41,True
