dataset,sample_idx,bundle_id,input_count,input_items,input_categories,input_category_names,role_top_categories,role_top_category_names,role_top_scores,prior_top_categories,prior_top_category_names,prior_top_scores,prior_observed_support,category_overlap_count,category_jaccard,role_supported_candidate_items,prior_supported_candidate_items,candidate_item_overlap_count,candidate_item_jaccard,role_candidate_supported_count,prior_candidate_supported_count,rag_bundle_ids,rag_bundle_scores,cc_bundle_ids,cc_bundle_scores,bundle_overlap_count,bundle_jaccard,same_top1_bundle,retrieved_category_union_jaccard
pog,60,10261,2,"[2002, 37600]","[""03bfc1d4783966c69cc6aef8247e0103"", ""856a563554cc6f5b2bac63e3e8ff10b5""]","[""Men's Casual Joggers and Harem Pants"", ""Men's High-Top Casual Sneakers""]","[""ecff24c1d93157b5c20fd73bb31faced"", ""814ed433f7b89cef654140214dfdaab5"", ""9e3e1aff5fca5f418e5e3679ff932c05""]","[""Men's Streetwear Hoodies and Sweatshirts"", ""Men's Casual White Sneakers"", ""Men's Casual Canvas Sneakers""]","[0.9773828387260437, 0.9365199208259583, 0.9011778235435486]","[""ecff24c1d93157b5c20fd73bb31faced"", ""dab681fd76ae76e9421f7378ed0ed11d"", ""82462c11b65faedd60ec94210debc584""]","[""Men's Streetwear Hoodies and Sweatshirts"", ""Men's Thickened Workwear Cotton Jackets"", ""Men's Casual Workwear Jackets""]","[0.5172413793103449, 0.44061302681992337, 0.13409961685823754]",261,1,0.2,[21570],"[21570, 37041]",1,0.5,1,2,"[798, 1511, 1986]","[0.9973865747451782, 0.9973865747451782, 0.9973865747451782]","[14641, 12258, 17936]","[2.701424937915565, 2.701424937915565, 2.681012176560122]",0,0.0,0,0.5
pog,61,3699,1,[42491],"[""c6ba1690407cbd175f036694488a914e""]","[""Women's Loose Hoodies and Sweatshirts""]","[""a6cd655d1645f38869be793d5fb194cb"", ""08734b0d499542a3a0ae060fb5597d09"", ""022ab423f035b47ac0af5046c51ed093""]","[""Women's Cropped Denim Jeans"", ""Women's Short Casual Jackets"", ""Women's Pullover Knit Sweaters""]","[0.868098258972168, 0.8461476564407349, 0.8268826603889465]","[""126c091a8ff171f694733a624089e68a"", ""664162d351ab59ea042546db288bbf7c"", ""a6cd655d1645f38869be793d5fb194cb""]","[""Women's Casual Shoes and Sneakers"", ""Women's Fashion Shoulder and Crossbody Bags"", ""Women's Cropped Denim Jeans""]","[0.48272017837235226, 0.45707915273132665, 0.4280936454849498]",897,1,0.2,[4008],"[42560, 4008, 46289]",1,0.3333333333333333,1,3,"[16111, 16503, 2748]","[0.9473001956939697, 0.9473001956939697, 0.9463130831718445]","[14755, 2872, 15480]","[2.63768115942029, 2.63768115942029, 2.63768115942029]",0,0.0,0,0.25
pog,62,49,1,[6605],"[""b608ccb44928992e75009892971acd46""]","[""Women's Fashion Berets and Bucket Hats""]","[""852a581f78e4f4d7ecf9972a038e440c"", ""8476c833956c74092868c24514562b0b"", ""8585a77eaebc91282b433359863cb569""]","[""Women's Heeled Ankle Boots"", ""Women's Mid-Length Woolen Coats"", ""Women's Padded Puffer Jackets""]","[0.9038922786712646, 0.8889801502227783, 0.8821521997451782]","[""664162d351ab59ea042546db288bbf7c"", ""126c091a8ff171f694733a624089e68a"", ""852a581f78e4f4d7ecf9972a038e440c""]","[""Women's Fashion Shoulder and Crossbody Bags"", ""Women's Casual Shoes and Sneakers"", ""Women's Heeled Ankle Boots""]","[0.528222155146393, 0.3697555086024751, 0.24237850890431634]",3313,1,0.2,[],"[40631, 23990, 35142, 2163]",0,0.0,0,4,"[12317, 10215, 2150]","[0.9756773710250854, 0.9718488454818726, 0.9646597504615784]","[3599, 10839, 1459]","[2.3030485964382734, 2.2613945064895864, 2.2161183217627527]",0,0.0,0,0.375
pog,63,1482,2,"[8795, 20209]","[""664162d351ab59ea042546db288bbf7c"", ""852a581f78e4f4d7ecf9972a038e440c""]","[""Women's Fashion Shoulder and Crossbody Bags"", ""Women's Heeled Ankle Boots""]","[""8476c833956c74092868c24514562b0b"", ""b608ccb44928992e75009892971acd46"", ""b5512b7b61119e0a76d1f6b3bd6d2b94""]","[""Women's Mid-Length Woolen Coats"", ""Women's Fashion Berets and Bucket Hats"", ""Women's Fleece-Lined Thermal Leggings""]","[0.9215312004089355, 0.9158238768577576, 0.9100607633590698]","[""b608ccb44928992e75009892971acd46"", ""a6cd655d1645f38869be793d5fb194cb"", ""8476c833956c74092868c24514562b0b""]","[""Women's Fashion Berets and Bucket Hats"", ""Women's Cropped Denim Jeans"", ""Women's Mid-Length Woolen Coats""]","[0.30848329048843187, 0.21979434447300772, 0.19730077120822623]",1556,2,0.5,"[24115, 15492, 31359]","[19710, 15492, 31359]",2,0.5,3,3,"[9700, 8923, 17261]","[1.0, 0.9905682802200317, 0.9905682802200317]","[18674, 18388, 11330]","[2.6557055110464827, 2.6557055110464827, 2.6557055110464827]",0,0.0,0,0.5714285714285714
pog,64,7429,2,"[25627, 29701]","[""3afab60a60abe737c6b12772e0fcec0a"", ""3e600277f4bf92983bf6fcb0ac09e0d7""]","[""Women's Fashion Heeled Sandals"", ""Women's High Waist Wide Leg Trousers""]","[""2450d5bfc87a1f5b96e2837f5c87a70c"", ""95c3a26ab13f3ec5cd28a281e3685e7b"", ""664162d351ab59ea042546db288bbf7c""]","[""Women's Chiffon and Floral Dresses"", ""Fashion Drop and Stud Earrings"", ""Women's Fashion Shoulder and Crossbody Bags""]","[0.7505136132240295, 0.6764225363731384, 0.6290985345840454]","[""664162d351ab59ea042546db288bbf7c"", ""bc11aa63d5a69b1b0f90c34fd2c62102"", ""95c3a26ab13f3ec5cd28a281e3685e7b""]","[""Women's Fashion Shoulder and Crossbody Bags"", ""Women's Long-Sleeved Blouses and Shirts"", ""Fashion Drop and Stud Earrings""]","[0.4666666666666667, 0.26666666666666666, 0.2111111111111111]",90,2,0.5,"[47898, 20313, 1095, 23086]","[47898, 20313, 1095, 23086]",4,1.0,4,4,"[1374, 16322, 17749]","[0.9513074159622192, 0.9513074159622192, 0.9513074159622192]","[13035, 17724, 10464]","[2.9199758199955483, 2.910840870615056, 2.9103594625766376]",0,0.0,0,0.5714285714285714
pog,65,19048,1,[24846],"[""b608ccb44928992e75009892971acd46""]","[""Women's Fashion Berets and Bucket Hats""]","[""852a581f78e4f4d7ecf9972a038e440c"", ""8476c833956c74092868c24514562b0b"", ""8585a77eaebc91282b433359863cb569""]","[""Women's Heeled Ankle Boots"", ""Women's Mid-Length Woolen Coats"", ""Women's Padded Puffer Jackets""]","[0.9038922786712646, 0.8889801502227783, 0.8821521997451782]","[""664162d351ab59ea042546db288bbf7c"", ""126c091a8ff171f694733a624089e68a"", ""852a581f78e4f4d7ecf9972a038e440c""]","[""Women's Fashion Shoulder and Crossbody Bags"", ""Women's Casual Shoes and Sneakers"", ""Women's Heeled Ankle Boots""]","[0.528222155146393, 0.3697555086024751, 0.24237850890431634]",3313,1,0.2,[],"[2366, 33436]",0,0.0,0,2,"[12317, 10215, 2150]","[0.9756773710250854, 0.9718488454818726, 0.9646597504615784]","[3599, 10839, 1459]","[2.3030485964382734, 2.2613945064895864, 2.2161183217627527]",0,0.0,0,0.375
pog,66,5453,2,"[22232, 34006]","[""19125833f147d19800e3aa39ecfc76c2"", ""c6342df4744ae61888fa993d281972d7""]","[""Men's and Women's Wristwatches"", ""Men's Long-Sleeved Casual and Formal Shirts""]","[""72b059d86956ec93bbe2ae5a6622f4bd"", ""83fb64f0af37f88a42f311549fb261cb"", ""12ba81fb3ad68ad5b21e4cec7be42666""]","[""Men's Short Sleeve T-Shirts"", ""Men's Slim Fit Denim Jeans"", ""Classic Branded Sneakers and Skate Shoes""]","[0.894275963306427, 0.8888172507286072, 0.8697363138198853]","[""03bfc1d4783966c69cc6aef8247e0103"", ""814ed433f7b89cef654140214dfdaab5"", ""83fb64f0af37f88a42f311549fb261cb""]","[""Men's Casual Joggers and Harem Pants"", ""Men's Casual White Sneakers"", ""Men's Slim Fit Denim Jeans""]","[0.5, 0.359375, 0.3125]",64,1,0.2,[],[6880],0,0.0,0,1,"[2975, 18927, 7537]","[0.987056314945221, 0.9863871335983276, 0.9840475916862488]","[17307, 11696, 10550]","[2.810667407642638, 2.8106144807875517, 2.7704297660633004]",0,0.0,0,0.2
pog,67,6102,2,"[41866, 4847]","[""664162d351ab59ea042546db288bbf7c"", ""b5512b7b61119e0a76d1f6b3bd6d2b94""]","[""Women's Fashion Shoulder and Crossbody Bags"", ""Women's Fleece-Lined Thermal Leggings""]","[""3e600277f4bf92983bf6fcb0ac09e0d7"", ""8476c833956c74092868c24514562b0b"", ""b608ccb44928992e75009892971acd46""]","[""Women's High Waist Wide Leg Trousers"", ""Women's Mid-Length Woolen Coats"", ""Women's Fashion Berets and Bucket Hats""]","[0.8868395090103149, 0.8847946524620056, 0.8762170076370239]","[""852a581f78e4f4d7ecf9972a038e440c"", ""126c091a8ff171f694733a624089e68a"", ""b608ccb44928992e75009892971acd46""]","[""Women's Heeled Ankle Boots"", ""Women's Casual Shoes and Sneakers"", ""Women's Fashion Berets and Bucket Hats""]","[0.42435424354243545, 0.34317343173431736, 0.1992619926199262]",271,1,0.2,"[36982, 4316, 14318]","[36982, 41144, 4316, 5182, 14318]",3,0.6,3,5,"[2364, 5112, 4401]","[0.9936130046844482, 0.9913845062255859, 0.9883041381835938]","[17261, 8923, 17729]","[2.7695556386291242, 2.7695556386291242, 2.7358505581629458]",0,0.0,0,0.4
pog,68,16273,2,"[40422, 28460]","[""8585a77eaebc91282b433359863cb569"", ""b608ccb44928992e75009892971acd46""]","[""Women's Padded Puffer Jackets"", ""Women's Fashion Berets and Bucket Hats""]","[""852a581f78e4f4d7ecf9972a038e440c"", ""8476c833956c74092868c24514562b0b"", ""022ab423f035b47ac0af5046c51ed093""]","[""Women's Heeled Ankle Boots"", ""Women's Mid-Length Woolen Coats"", ""Women's Pullover Knit Sweaters""]","[0.9712503552436829, 0.9526973962783813, 0.9243471622467041]","[""664162d351ab59ea042546db288bbf7c"", ""852a581f78e4f4d7ecf9972a038e440c"", ""126c091a8ff171f694733a624089e68a""]","[""Women's Fashion Shoulder and Crossbody Bags"", ""Women's Heeled Ankle Boots"", ""Women's Casual Shoes and Sneakers""]","[0.5529411764705883, 0.47058823529411764, 0.3235294117647059]",170,1,0.2,[19576],"[19576, 4809, 13965, 46311]",1,0.25,1,4,"[595, 2416, 4462]","[0.9966737031936646, 0.9966737031936646, 0.9966737031936646]","[11268, 14206, 3680]","[3.1696878430956303, 3.1696878430956303, 3.1696878430956303]",0,0.0,0,0.3333333333333333
pog,69,3030,1,[29950],"[""3e600277f4bf92983bf6fcb0ac09e0d7""]","[""Women's High Waist Wide Leg Trousers""]","[""b608ccb44928992e75009892971acd46"", ""664162d351ab59ea042546db288bbf7c"", ""852a581f78e4f4d7ecf9972a038e440c""]","[""Women's Fashion Berets and Bucket Hats"", ""Women's Fashion Shoulder and Crossbody Bags"", ""Women's Heeled Ankle Boots""]","[0.8520373106002808, 0.8510383367538452, 0.8249889612197876]","[""664162d351ab59ea042546db288bbf7c"", ""126c091a8ff171f694733a624089e68a"", ""b608ccb44928992e75009892971acd46""]","[""Women's Fashion Shoulder and Crossbody Bags"", ""Women's Casual Shoes and Sneakers"", ""Women's Fashion Berets and Bucket Hats""]","[0.5292959133431807, 0.4692269817823732, 0.2397833579517479]",2031,2,0.5,"[7903, 18794, 1580]",[],0,0.0,3,0,"[8283, 601, 4177]","[0.9620391726493835, 0.95937180519104, 0.95937180519104]","[13311, 17415, 12333]","[2.3584441161989167, 2.3584441161989167, 2.3584441161989167]",0,0.0,0,0.3333333333333333
pog,70,17473,1,[13154],"[""8476c833956c74092868c24514562b0b""]","[""Women's Mid-Length Woolen Coats""]","[""852a581f78e4f4d7ecf9972a038e440c"", ""8585a77eaebc91282b433359863cb569"", ""022ab423f035b47ac0af5046c51ed093""]","[""Women's Heeled Ankle Boots"", ""Women's Padded Puffer Jackets"", ""Women's Pullover Knit Sweaters""]","[0.9805522561073303, 0.9594258666038513, 0.9526128768920898]","[""664162d351ab59ea042546db288bbf7c"", ""852a581f78e4f4d7ecf9972a038e440c"", ""126c091a8ff171f694733a624089e68a""]","[""Women's Fashion Shoulder and Crossbody Bags"", ""Women's Heeled Ankle Boots"", ""Women's Casual Shoes and Sneakers""]","[0.5692438402718777, 0.4460492778249788, 0.33474936278674594]",1177,1,0.2,[],"[11571, 8525, 20542, 25276]",0,0.0,0,4,"[11404, 12136, 3942]","[0.9951261878013611, 0.9951261878013611, 0.9900131821632385]","[15598, 5288, 18674]","[2.474086661002549, 2.474086661002549, 2.474086661002549]",0,0.0,0,0.3333333333333333
pog,71,9253,2,"[28543, 18427]","[""2450d5bfc87a1f5b96e2837f5c87a70c"", ""b608ccb44928992e75009892971acd46""]","[""Women's Chiffon and Floral Dresses"", ""Women's Fashion Berets and Bucket Hats""]","[""664162d351ab59ea042546db288bbf7c"", ""126c091a8ff171f694733a624089e68a"", ""3e600277f4bf92983bf6fcb0ac09e0d7""]","[""Women's Fashion Shoulder and Crossbody Bags"", ""Women's Casual Shoes and Sneakers"", ""Women's High Waist Wide Leg Trousers""]","[0.8709874153137207, 0.7688241004943848, 0.6420518159866333]","[""664162d351ab59ea042546db288bbf7c"", ""126c091a8ff171f694733a624089e68a"", ""95c3a26ab13f3ec5cd28a281e3685e7b""]","[""Women's Fashion Shoulder and Crossbody Bags"", ""Women's Casual Shoes and Sneakers"", ""Fashion Drop and Stud Earrings""]","[0.5774058577405857, 0.39609483960948394, 0.16457461645746166]",717,2,0.5,"[47083, 32291, 12567]","[47083, 12567]",2,0.6666666666666666,3,2,"[7225, 17709, 17722]","[1.0000001192092896, 1.0000001192092896, 1.0000001192092896]","[10617, 16618, 10325]","[3.240185348447311, 3.240185348447311, 3.240185348447311]",0,0.0,0,0.4
pog,72,13299,1,[42132],"[""dab681fd76ae76e9421f7378ed0ed11d""]","[""Men's Thickened Workwear Cotton Jackets""]","[""856a563554cc6f5b2bac63e3e8ff10b5"", ""ecff24c1d93157b5c20fd73bb31faced"", ""03bfc1d4783966c69cc6aef8247e0103""]","[""Men's High-Top Casual Sneakers"", ""Men's Streetwear Hoodies and Sweatshirts"", ""Men's Casual Joggers and Harem Pants""]","[0.9400402903556824, 0.9023932218551636, 0.7872427701950073]","[""03bfc1d4783966c69cc6aef8247e0103"", ""ecff24c1d93157b5c20fd73bb31faced"", ""856a563554cc6f5b2bac63e3e8ff10b5""]","[""Men's Casual Joggers and Harem Pants"", ""Men's Streetwear Hoodies and Sweatshirts"", ""Men's High-Top Casual Sneakers""]","[0.7851458885941645, 0.5437665782493368, 0.34748010610079577]",377,3,1.0,[1220],[1220],1,1.0,1,1,"[155, 740, 805]","[0.9509047269821167, 0.9509047269821167, 0.9509047269821167]","[5273, 5666, 3249]","[2.676392572944297, 2.676392572944297, 2.676392572944297]",0,0.0,0,0.75
pog,73,19083,2,"[30325, 33827]","[""0ab410a4baf435f5b6496cb061c11dc1"", ""664162d351ab59ea042546db288bbf7c""]","[""Sterling Silver Fashion Earrings"", ""Women's Fashion Shoulder and Crossbody Bags""]","[""2450d5bfc87a1f5b96e2837f5c87a70c"", ""95c3a26ab13f3ec5cd28a281e3685e7b"", ""64fe11119537f0ea81cfb5e4d54b3c71""]","[""Women's Chiffon and Floral Dresses"", ""Fashion Drop and Stud Earrings"", ""Women's Sterling Silver Bracelets""]","[0.872492253780365, 0.8098821640014648, 0.6210916042327881]","[""126c091a8ff171f694733a624089e68a"", ""2450d5bfc87a1f5b96e2837f5c87a70c"", ""3afab60a60abe737c6b12772e0fcec0a""]","[""Women's Casual Shoes and Sneakers"", ""Women's Chiffon and Floral Dresses"", ""Women's Fashion Heeled Sandals""]","[0.45475113122171945, 0.3936651583710407, 0.1425339366515837]",442,1,0.2,[],[9515],0,0.0,0,1,"[18634, 6079, 354]","[1.0000001192092896, 0.981069028377533, 0.9796441793441772]","[18566, 15285, 1118]","[2.917580301473742, 2.917097529333767, 2.917097529333767]",0,0.0,0,0.375
pog,74,15999,1,[16270],"[""126c091a8ff171f694733a624089e68a""]","[""Women's Casual Shoes and Sneakers""]","[""664162d351ab59ea042546db288bbf7c"", ""a6cd655d1645f38869be793d5fb194cb"", ""3e600277f4bf92983bf6fcb0ac09e0d7""]","[""Women's Fashion Shoulder and Crossbody Bags"", ""Women's Cropped Denim Jeans"", ""Women's High Waist Wide Leg Trousers""]","[0.8892924785614014, 0.784608006477356, 0.7743432521820068]","[""664162d351ab59ea042546db288bbf7c"", ""a6cd655d1645f38869be793d5fb194cb"", ""b608ccb44928992e75009892971acd46""]","[""Women's Fashion Shoulder and Crossbody Bags"", ""Women's Cropped Denim Jeans"", ""Women's Fashion Berets and Bucket Hats""]","[0.5885347916273808, 0.245332830473317, 0.2310013200075429]",5303,2,0.5,[],[],0,1.0,0,0,"[1932, 9695, 1420]","[0.9758628010749817, 0.9758628010749817, 0.9738407135009766]","[3599, 16669, 5421]","[2.288515934376768, 2.2609843484819914, 2.2536300207429756]",0,0.0,0,0.25
pog,75,2278,1,[1995],"[""8476c833956c74092868c24514562b0b""]","[""Women's Mid-Length Woolen Coats""]","[""852a581f78e4f4d7ecf9972a038e440c"", ""8585a77eaebc91282b433359863cb569"", ""022ab423f035b47ac0af5046c51ed093""]","[""Women's Heeled Ankle Boots"", ""Women's Padded Puffer Jackets"", ""Women's Pullover Knit Sweaters""]","[0.9805522561073303, 0.9594258666038513, 0.9526128768920898]","[""664162d351ab59ea042546db288bbf7c"", ""852a581f78e4f4d7ecf9972a038e440c"", ""126c091a8ff171f694733a624089e68a""]","[""Women's Fashion Shoulder and Crossbody Bags"", ""Women's Heeled Ankle Boots"", ""Women's Casual Shoes and Sneakers""]","[0.5692438402718777, 0.4460492778249788, 0.33474936278674594]",1177,1,0.2,"[10165, 30171]","[13238, 3927]",0,0.0,2,2,"[11404, 12136, 3942]","[0.9951261878013611, 0.9951261878013611, 0.9900131821632385]","[11330, 18388, 8896]","[2.474086661002549, 2.474086661002549, 2.474086661002549]",0,0.0,0,0.3333333333333333
pog,76,15863,1,[5681],"[""126c091a8ff171f694733a624089e68a""]","[""Women's Casual Shoes and Sneakers""]","[""664162d351ab59ea042546db288bbf7c"", ""a6cd655d1645f38869be793d5fb194cb"", ""3e600277f4bf92983bf6fcb0ac09e0d7""]","[""Women's Fashion Shoulder and Crossbody Bags"", ""Women's Cropped Denim Jeans"", ""Women's High Waist Wide Leg Trousers""]","[0.8892924785614014, 0.784608006477356, 0.7743432521820068]","[""664162d351ab59ea042546db288bbf7c"", ""a6cd655d1645f38869be793d5fb194cb"", ""b608ccb44928992e75009892971acd46""]","[""Women's Fashion Shoulder and Crossbody Bags"", ""Women's Cropped Denim Jeans"", ""Women's Fashion Berets and Bucket Hats""]","[0.5885347916273808, 0.245332830473317, 0.2310013200075429]",5303,2,0.5,"[27373, 21467, 42682, 21104]","[33577, 27373, 42682, 21104]",3,0.6,4,4,"[1932, 9695, 1420]","[0.9758628010749817, 0.9758628010749817, 0.9738407135009766]","[3599, 16669, 5421]","[2.288515934376768, 2.2609843484819914, 2.2536300207429756]",0,0.0,0,0.25
pog,77,3617,1,[29429],"[""a6cd655d1645f38869be793d5fb194cb""]","[""Women's Cropped Denim Jeans""]","[""08734b0d499542a3a0ae060fb5597d09"", ""022ab423f035b47ac0af5046c51ed093"", ""c6ba1690407cbd175f036694488a914e""]","[""Women's Short Casual Jackets"", ""Women's Pullover Knit Sweaters"", ""Women's Loose Hoodies and Sweatshirts""]","[0.8905651569366455, 0.8688464760780334, 0.868098258972168]","[""664162d351ab59ea042546db288bbf7c"", ""126c091a8ff171f694733a624089e68a"", ""b608ccb44928992e75009892971acd46""]","[""Women's Fashion Shoulder and Crossbody Bags"", ""Women's Casual Shoes and Sneakers"", ""Women's Fashion Berets and Bucket Hats""]","[0.5134943181818182, 0.4620028409090909, 0.22194602272727273]",2816,0,0.0,[],"[22452, 33592]",0,0.0,0,2,"[2801, 37, 700]","[0.9703806638717651, 0.9662336707115173, 0.9662336707115173]","[8537, 15985, 5267]","[2.3433948863636367, 2.3433948863636367, 2.3433948863636367]",0,0.0,0,0.2857142857142857
pog,78,13297,1,[3103],"[""3afab60a60abe737c6b12772e0fcec0a""]","[""Women's Fashion Heeled Sandals""]","[""841c8877534da01768696cd2375bab70"", ""0ab410a4baf435f5b6496cb061c11dc1"", ""64fe11119537f0ea81cfb5e4d54b3c71""]","[""Women's Sterling Silver Necklaces"", ""Sterling Silver Fashion Earrings"", ""Women's Sterling Silver Bracelets""]","[0.9038474559783936, 0.8874249458312988, 0.8856341242790222]","[""664162d351ab59ea042546db288bbf7c"", ""2450d5bfc87a1f5b96e2837f5c87a70c"", ""95c3a26ab13f3ec5cd28a281e3685e7b""]","[""Women's Fashion Shoulder and Crossbody Bags"", ""Women's Chiffon and Floral Dresses"", ""Fashion Drop and Stud Earrings""]","[0.6415525114155252, 0.5011415525114156, 0.317351598173516]",876,0,0.0,[],"[32262, 36502, 2933]",0,0.0,0,3,"[18633, 14946, 12787]","[0.9703332781791687, 0.9699708819389343, 0.9672002196311951]","[19284, 5786, 17581]","[2.666666666666667, 2.666666666666667, 2.666666666666667]",0,0.0,0,0.1111111111111111
pog,79,9779,1,[27166],"[""ecff24c1d93157b5c20fd73bb31faced""]","[""Men's Streetwear Hoodies and Sweatshirts""]","[""03bfc1d4783966c69cc6aef8247e0103"", ""856a563554cc6f5b2bac63e3e8ff10b5"", ""814ed433f7b89cef654140214dfdaab5""]","[""Men's Casual Joggers and Harem Pants"", ""Men's High-Top Casual Sneakers"", ""Men's Casual White Sneakers""]","[0.9565080404281616, 0.941576361656189, 0.9046382308006287]","[""03bfc1d4783966c69cc6aef8247e0103"", ""dab681fd76ae76e9421f7378ed0ed11d"", ""814ed433f7b89cef654140214dfdaab5""]","[""Men's Casual Joggers and Harem Pants"", ""Men's Thickened Workwear Cotton Jackets"", ""Men's Casual White Sneakers""]","[0.7154340836012861, 0.3295819935691318, 0.3167202572347267]",622,2,0.5,[],[],0,1.0,0,0,"[1646, 1795, 2059]","[0.9928004741668701, 0.9928004741668701, 0.9928004741668701]","[8604, 819, 5568]","[2.3890675241157555, 2.3617363344051445, 2.3617363344051445]",0,0.0,0,0.6
pog,80,17051,1,[30015],"[""03bfc1d4783966c69cc6aef8247e0103""]","[""Men's Casual Joggers and Harem Pants""]","[""814ed433f7b89cef654140214dfdaab5"", ""ecff24c1d93157b5c20fd73bb31faced"", ""82462c11b65faedd60ec94210debc584""]","[""Men's Casual White Sneakers"", ""Men's Streetwear Hoodies and Sweatshirts"", ""Men's Casual Workwear Jackets""]","[0.9617751836776733, 0.9565081000328064, 0.9475531578063965]","[""814ed433f7b89cef654140214dfdaab5"", ""ecff24c1d93157b5c20fd73bb31faced"", ""72b059d86956ec93bbe2ae5a6622f4bd""]","[""Men's Casual White Sneakers"", ""Men's Streetwear Hoodies and Sweatshirts"", ""Men's Short Sleeve T-Shirts""]","[0.32660418168709443, 0.32083633741888967, 0.3064167267483778]",1387,2,0.5,[13417],[13417],1,1.0,1,1,"[737, 2930, 8844]","[0.9946242570877075, 0.9946242570877075, 0.9946242570877075]","[19358, 6610, 17307]","[2.1550108147080027, 2.0122566690699353, 1.9718817591925017]",0,0.0,0,0.375
pog,81,10933,2,"[5922, 19468]","[""126c091a8ff171f694733a624089e68a"", ""b608ccb44928992e75009892971acd46""]","[""Women's Casual Shoes and Sneakers"", ""Women's Fashion Berets and Bucket Hats""]","[""664162d351ab59ea042546db288bbf7c"", ""a6cd655d1645f38869be793d5fb194cb"", ""3e600277f4bf92983bf6fcb0ac09e0d7""]","[""Women's Fashion Shoulder and Crossbody Bags"", ""Women's Cropped Denim Jeans"", ""Women's High Waist Wide Leg Trousers""]","[0.9162689447402954, 0.8936576247215271, 0.8852036595344543]","[""664162d351ab59ea042546db288bbf7c"", ""2450d5bfc87a1f5b96e2837f5c87a70c"", ""a6cd655d1645f38869be793d5fb194cb""]","[""Women's Fashion Shoulder and Crossbody Bags"", ""Women's Chiffon and Floral Dresses"", ""Women's Cropped Denim Jeans""]","[0.5444897959183673, 0.23183673469387756, 0.20244897959183675]",1225,2,0.5,"[36851, 17113, 39546]","[3209, 36851, 17089, 39546]",2,0.4,3,4,"[2152, 3270, 5629]","[1.0, 1.0, 1.0]","[3599, 10839, 13099]","[2.9954038511025116, 2.9417651900617905, 2.9173692410750647]",0,0.0,0,0.2857142857142857
pog,82,17399,1,[28813],"[""bc11aa63d5a69b1b0f90c34fd2c62102""]","[""Women's Long-Sleeved Blouses and Shirts""]","[""1199c4654170f33208d7932d7d2587a5"", ""46eacb79120159c0d446c08e1f671b0f"", ""0ab410a4baf435f5b6496cb061c11dc1""]","[""Women's Chiffon and Lace Blouses"", ""Women's Casual Short Sleeve T-Shirts"", ""Sterling Silver Fashion Earrings""]","[0.7964868545532227, 0.7921240925788879, 0.7628321647644043]","[""126c091a8ff171f694733a624089e68a"", ""664162d351ab59ea042546db288bbf7c"", ""a6cd655d1645f38869be793d5fb194cb""]","[""Women's Casual Shoes and Sneakers"", ""Women's Fashion Shoulder and Crossbody Bags"", ""Women's Cropped Denim Jeans""]","[0.4821621621621622, 0.4681081081081081, 0.2972972972972973]",925,0,0.0,[41149],"[21946, 14659, 34786, 47093]",0,0.0,1,4,"[10813, 19664, 11951]","[0.8962381482124329, 0.8962381482124329, 0.8931414484977722]","[19834, 16862, 1993]","[2.4356756756756757, 2.4356756756756757, 2.4356756756756757]",0,0.0,0,0.1111111111111111
pog,83,13340,2,"[1841, 18325]","[""8476c833956c74092868c24514562b0b"", ""de802e3a05e11e88ddd894aa58e0f4d9""]","[""Women's Mid-Length Woolen Coats"", ""Women's Casual Canvas Sneakers""]","[""a6cd655d1645f38869be793d5fb194cb"", ""c6ba1690407cbd175f036694488a914e"", ""b608ccb44928992e75009892971acd46""]","[""Women's Cropped Denim Jeans"", ""Women's Loose Hoodies and Sweatshirts"", ""Women's Fashion Berets and Bucket Hats""]","[0.8663753867149353, 0.8447259068489075, 0.8053908944129944]","[""664162d351ab59ea042546db288bbf7c"", ""a6cd655d1645f38869be793d5fb194cb"", ""3e600277f4bf92983bf6fcb0ac09e0d7""]","[""Women's Fashion Shoulder and Crossbody Bags"", ""Women's Cropped Denim Jeans"", ""Women's High Waist Wide Leg Trousers""]","[0.4411764705882353, 0.35294117647058826, 0.29411764705882354]",34,1,0.2,[14017],"[36012, 32798, 10005]",0,0.0,1,3,"[718, 7351, 10401]","[0.9802998304367065, 0.9802998304367065, 0.9802998304367065]","[9710, 3380, 11875]","[3.083762281332375, 2.9853007428708365, 2.945258479837919]",0,0.0,0,0.42857142857142855
pog,84,13179,1,[11015],"[""fbf269b6cc339b080853c548156a1050""]","[""Women's Mid-Length Trench Coats""]","[""126c091a8ff171f694733a624089e68a"", ""2450d5bfc87a1f5b96e2837f5c87a70c"", ""664162d351ab59ea042546db288bbf7c""]","[""Women's Casual Shoes and Sneakers"", ""Women's Chiffon and Floral Dresses"", ""Women's Fashion Shoulder and Crossbody Bags""]","[0.3545144498348236, 0.3096367418766022, 0.2976389229297638]","[""664162d351ab59ea042546db288bbf7c"", ""126c091a8ff171f694733a624089e68a"", ""a6cd655d1645f38869be793d5fb194cb""]","[""Women's Fashion Shoulder and Crossbody Bags"", ""Women's Casual Shoes and Sneakers"", ""Women's Cropped Denim Jeans""]","[0.5239616613418531, 0.46645367412140576, 0.2715654952076677]",313,2,0.5,"[10744, 7432, 24861]","[10744, 14543, 7432, 24861]",3,0.75,3,4,"[3313, 12613, 12527]","[0.86159348487854, 0.8491443991661072, 0.8428089022636414]","[12184, 875, 5751]","[2.3961661341853038, 2.3865814696485623, 2.3865814696485623]",0,0.0,0,0.5
