dataset,itemset_size,category_itemset,support,support_ratio
pog,3,3e600277f4bf92983bf6fcb0ac09e0d7|46eacb79120159c0d446c08e1f671b0f|852a581f78e4f4d7ecf9972a038e440c,17,0.00085
pog,3,0ab410a4baf435f5b6496cb061c11dc1|2450d5bfc87a1f5b96e2837f5c87a70c|2b28f4772c30b8544c742f6a349a06b3,17,0.00085
pog,3,64fe11119537f0ea81cfb5e4d54b3c71|664162d351ab59ea042546db288bbf7c|852a581f78e4f4d7ecf9972a038e440c,17,0.00085
pog,3,2b28f4772c30b8544c742f6a349a06b3|b608ccb44928992e75009892971acd46|fc528592c3858f90196fbfacc814f235,17,0.00085
pog,3,6eb82f81b7105a1112fec1bb3c8dd62b|8476c833956c74092868c24514562b0b|b608ccb44928992e75009892971acd46,16,0.0008
pog,3,2b28f4772c30b8544c742f6a349a06b3|46eacb79120159c0d446c08e1f671b0f|fc528592c3858f90196fbfacc814f235,16,0.0008
pog,3,46eacb79120159c0d446c08e1f671b0f|95c3a26ab13f3ec5cd28a281e3685e7b|b608ccb44928992e75009892971acd46,16,0.0008
pog,3,6eb82f81b7105a1112fec1bb3c8dd62b|8476c833956c74092868c24514562b0b|a6cd655d1645f38869be793d5fb194cb,16,0.0008
pog,3,0ab410a4baf435f5b6496cb061c11dc1|126c091a8ff171f694733a624089e68a|b6f318187d9a7cf416a2e84fc24349aa,16,0.0008
pog,3,19125833f147d19800e3aa39ecfc76c2|72b059d86956ec93bbe2ae5a6622f4bd|856a563554cc6f5b2bac63e3e8ff10b5,16,0.0008
pog,3,664162d351ab59ea042546db288bbf7c|b608ccb44928992e75009892971acd46|b6f318187d9a7cf416a2e84fc24349aa,16,0.0008
pog,3,08734b0d499542a3a0ae060fb5597d09|46eacb79120159c0d446c08e1f671b0f|de802e3a05e11e88ddd894aa58e0f4d9,16,0.0008
pog,3,022ab423f035b47ac0af5046c51ed093|0ab410a4baf435f5b6496cb061c11dc1|852a581f78e4f4d7ecf9972a038e440c,16,0.0008
pog,3,19125833f147d19800e3aa39ecfc76c2|664162d351ab59ea042546db288bbf7c|de802e3a05e11e88ddd894aa58e0f4d9,16,0.0008
pog,3,1199c4654170f33208d7932d7d2587a5|3e600277f4bf92983bf6fcb0ac09e0d7|b608ccb44928992e75009892971acd46,16,0.0008
pog,3,0ab410a4baf435f5b6496cb061c11dc1|a6cd655d1645f38869be793d5fb194cb|bc11aa63d5a69b1b0f90c34fd2c62102,16,0.0008
pog,3,a6cd655d1645f38869be793d5fb194cb|b608ccb44928992e75009892971acd46|fbf269b6cc339b080853c548156a1050,16,0.0008
pog,3,3afab60a60abe737c6b12772e0fcec0a|b608ccb44928992e75009892971acd46|bc11aa63d5a69b1b0f90c34fd2c62102,16,0.0008
pog,3,03bfc1d4783966c69cc6aef8247e0103|2deec110140f47a0a9b9fddf744f956e|72b059d86956ec93bbe2ae5a6622f4bd,16,0.0008
pog,3,03bfc1d4783966c69cc6aef8247e0103|6b0fd0d9ed161e73775d02021a82eebc|814ed433f7b89cef654140214dfdaab5,16,0.0008
pog,3,95c3a26ab13f3ec5cd28a281e3685e7b|c6ba1690407cbd175f036694488a914e|fc528592c3858f90196fbfacc814f235,16,0.0008
pog,3,64fe11119537f0ea81cfb5e4d54b3c71|664162d351ab59ea042546db288bbf7c|b608ccb44928992e75009892971acd46,16,0.0008
pog,3,0ab410a4baf435f5b6496cb061c11dc1|46eacb79120159c0d446c08e1f671b0f|fc528592c3858f90196fbfacc814f235,16,0.0008
pog,3,664162d351ab59ea042546db288bbf7c|b5512b7b61119e0a76d1f6b3bd6d2b94|bc11aa63d5a69b1b0f90c34fd2c62102,16,0.0008
pog,3,19125833f147d19800e3aa39ecfc76c2|664162d351ab59ea042546db288bbf7c|a6cd655d1645f38869be793d5fb194cb,16,0.0008
pog,3,664162d351ab59ea042546db288bbf7c|fbf269b6cc339b080853c548156a1050|fc528592c3858f90196fbfacc814f235,16,0.0008
pog,3,19125833f147d19800e3aa39ecfc76c2|83fb64f0af37f88a42f311549fb261cb|f38776a72637f9103f9229c5f2c92e41,16,0.0008
pog,3,0ab410a4baf435f5b6496cb061c11dc1|1199c4654170f33208d7932d7d2587a5|664162d351ab59ea042546db288bbf7c,16,0.0008
pog,3,08734b0d499542a3a0ae060fb5597d09|126c091a8ff171f694733a624089e68a|6eb82f81b7105a1112fec1bb3c8dd62b,16,0.0008
pog,3,03bfc1d4783966c69cc6aef8247e0103|58f1ddb77bfc5576db30fa20e53111fa|82462c11b65faedd60ec94210debc584,16,0.0008
pog,3,126c091a8ff171f694733a624089e68a|664162d351ab59ea042546db288bbf7c|e89e92593584db62ee08a1502919819d,16,0.0008
pog,3,2deec110140f47a0a9b9fddf744f956e|83fb64f0af37f88a42f311549fb261cb|c6342df4744ae61888fa993d281972d7,15,0.00075
pog,3,12ba81fb3ad68ad5b21e4cec7be42666|19125833f147d19800e3aa39ecfc76c2|c6342df4744ae61888fa993d281972d7,15,0.00075
pog,3,0ab410a4baf435f5b6496cb061c11dc1|46eacb79120159c0d446c08e1f671b0f|de802e3a05e11e88ddd894aa58e0f4d9,15,0.00075
pog,3,19125833f147d19800e3aa39ecfc76c2|95c3a26ab13f3ec5cd28a281e3685e7b|b608ccb44928992e75009892971acd46,15,0.00075
pog,3,841c8877534da01768696cd2375bab70|a6cd655d1645f38869be793d5fb194cb|bc11aa63d5a69b1b0f90c34fd2c62102,15,0.00075
pog,3,0ab410a4baf435f5b6496cb061c11dc1|1199c4654170f33208d7932d7d2587a5|126c091a8ff171f694733a624089e68a,15,0.00075
pog,3,1199c4654170f33208d7932d7d2587a5|2b28f4772c30b8544c742f6a349a06b3|3e600277f4bf92983bf6fcb0ac09e0d7,15,0.00075
pog,3,03bfc1d4783966c69cc6aef8247e0103|6b0fd0d9ed161e73775d02021a82eebc|f38776a72637f9103f9229c5f2c92e41,15,0.00075
pog,3,2450d5bfc87a1f5b96e2837f5c87a70c|664162d351ab59ea042546db288bbf7c|7b0b5e99f45560c0f83ee235d461ca04,15,0.00075
pog,3,3afab60a60abe737c6b12772e0fcec0a|a6cd655d1645f38869be793d5fb194cb|b608ccb44928992e75009892971acd46,15,0.00075
pog,3,72b059d86956ec93bbe2ae5a6622f4bd|82462c11b65faedd60ec94210debc584|856a563554cc6f5b2bac63e3e8ff10b5,15,0.00075
pog,3,12ba81fb3ad68ad5b21e4cec7be42666|83fb64f0af37f88a42f311549fb261cb|ecff24c1d93157b5c20fd73bb31faced,15,0.00075
pog,3,126c091a8ff171f694733a624089e68a|841c8877534da01768696cd2375bab70|b608ccb44928992e75009892971acd46,15,0.00075
pog,3,23ee17885f87575534b44d099507a747|664162d351ab59ea042546db288bbf7c|c6ba1690407cbd175f036694488a914e,15,0.00075
pog,3,0ab410a4baf435f5b6496cb061c11dc1|8476c833956c74092868c24514562b0b|852a581f78e4f4d7ecf9972a038e440c,15,0.00075
pog,3,852a581f78e4f4d7ecf9972a038e440c|b608ccb44928992e75009892971acd46|bc11aa63d5a69b1b0f90c34fd2c62102,15,0.00075
pog,3,3afab60a60abe737c6b12772e0fcec0a|3e600277f4bf92983bf6fcb0ac09e0d7|46eacb79120159c0d446c08e1f671b0f,15,0.00075
pog,3,126c091a8ff171f694733a624089e68a|b5512b7b61119e0a76d1f6b3bd6d2b94|bc11aa63d5a69b1b0f90c34fd2c62102,15,0.00075
pog,3,2450d5bfc87a1f5b96e2837f5c87a70c|b5512b7b61119e0a76d1f6b3bd6d2b94|b608ccb44928992e75009892971acd46,15,0.00075
pog,3,2b28f4772c30b8544c742f6a349a06b3|a6cd655d1645f38869be793d5fb194cb|b608ccb44928992e75009892971acd46,15,0.00075
pog,3,03bfc1d4783966c69cc6aef8247e0103|814ed433f7b89cef654140214dfdaab5|b608ccb44928992e75009892971acd46,15,0.00075
pog,3,126c091a8ff171f694733a624089e68a|2637918fb4c6fbe3432dab045d841406|664162d351ab59ea042546db288bbf7c,15,0.00075
pog,3,856a563554cc6f5b2bac63e3e8ff10b5|9fa5c6beaf93259bc3dcd4ead2b3397f|ecff24c1d93157b5c20fd73bb31faced,15,0.00075
pog,3,2b28f4772c30b8544c742f6a349a06b3|95c3a26ab13f3ec5cd28a281e3685e7b|fc528592c3858f90196fbfacc814f235,15,0.00075
pog,3,3e600277f4bf92983bf6fcb0ac09e0d7|8476c833956c74092868c24514562b0b|95c3a26ab13f3ec5cd28a281e3685e7b,15,0.00075
pog,3,0ab410a4baf435f5b6496cb061c11dc1|3afab60a60abe737c6b12772e0fcec0a|3e600277f4bf92983bf6fcb0ac09e0d7,15,0.00075
pog,3,0ab410a4baf435f5b6496cb061c11dc1|3afab60a60abe737c6b12772e0fcec0a|b608ccb44928992e75009892971acd46,14,0.0007
pog,3,3e600277f4bf92983bf6fcb0ac09e0d7|8476c833956c74092868c24514562b0b|de802e3a05e11e88ddd894aa58e0f4d9,14,0.0007
pog,3,2450d5bfc87a1f5b96e2837f5c87a70c|841c8877534da01768696cd2375bab70|852a581f78e4f4d7ecf9972a038e440c,14,0.0007
pog,3,6eb82f81b7105a1112fec1bb3c8dd62b|95c3a26ab13f3ec5cd28a281e3685e7b|b608ccb44928992e75009892971acd46,14,0.0007
pog,3,0ab410a4baf435f5b6496cb061c11dc1|126c091a8ff171f694733a624089e68a|64fe11119537f0ea81cfb5e4d54b3c71,14,0.0007
pog,3,08734b0d499542a3a0ae060fb5597d09|852a581f78e4f4d7ecf9972a038e440c|95c3a26ab13f3ec5cd28a281e3685e7b,14,0.0007
pog,3,19125833f147d19800e3aa39ecfc76c2|664162d351ab59ea042546db288bbf7c|bc11aa63d5a69b1b0f90c34fd2c62102,14,0.0007
pog,3,3e600277f4bf92983bf6fcb0ac09e0d7|46eacb79120159c0d446c08e1f671b0f|841c8877534da01768696cd2375bab70,14,0.0007
pog,3,19125833f147d19800e3aa39ecfc76c2|46eacb79120159c0d446c08e1f671b0f|a6cd655d1645f38869be793d5fb194cb,14,0.0007
pog,3,0ab410a4baf435f5b6496cb061c11dc1|3afab60a60abe737c6b12772e0fcec0a|bc11aa63d5a69b1b0f90c34fd2c62102,14,0.0007
pog,3,126c091a8ff171f694733a624089e68a|19125833f147d19800e3aa39ecfc76c2|fc528592c3858f90196fbfacc814f235,14,0.0007
pog,3,126c091a8ff171f694733a624089e68a|2450d5bfc87a1f5b96e2837f5c87a70c|c024d6d8b2a5878439b85d8146a91239,14,0.0007
pog,3,82462c11b65faedd60ec94210debc584|9e3e1aff5fca5f418e5e3679ff932c05|ecff24c1d93157b5c20fd73bb31faced,14,0.0007
pog,3,83fb64f0af37f88a42f311549fb261cb|9e3e1aff5fca5f418e5e3679ff932c05|c6342df4744ae61888fa993d281972d7,14,0.0007
pog,3,0ab410a4baf435f5b6496cb061c11dc1|19125833f147d19800e3aa39ecfc76c2|2450d5bfc87a1f5b96e2837f5c87a70c,14,0.0007
pog,3,03bfc1d4783966c69cc6aef8247e0103|44187dfef4ed2dd3669957cc9592514e|72b059d86956ec93bbe2ae5a6622f4bd,14,0.0007
pog,3,022ab423f035b47ac0af5046c51ed093|2b28f4772c30b8544c742f6a349a06b3|fc528592c3858f90196fbfacc814f235,14,0.0007
pog,3,3e600277f4bf92983bf6fcb0ac09e0d7|664162d351ab59ea042546db288bbf7c|77c9c3bb3736bf7ba3a3d36b532f6962,14,0.0007
pog,3,03bfc1d4783966c69cc6aef8247e0103|2deec110140f47a0a9b9fddf744f956e|82462c11b65faedd60ec94210debc584,14,0.0007
pog,3,b5512b7b61119e0a76d1f6b3bd6d2b94|c6ba1690407cbd175f036694488a914e|de802e3a05e11e88ddd894aa58e0f4d9,14,0.0007
pog,3,03bfc1d4783966c69cc6aef8247e0103|c6342df4744ae61888fa993d281972d7|c7d17d4d3b51ccfb89c4c0f40ae87262,14,0.0007
pog,3,19125833f147d19800e3aa39ecfc76c2|664162d351ab59ea042546db288bbf7c|841c8877534da01768696cd2375bab70,14,0.0007
pog,3,0ab410a4baf435f5b6496cb061c11dc1|a6cd655d1645f38869be793d5fb194cb|c6ba1690407cbd175f036694488a914e,14,0.0007
pog,3,852a581f78e4f4d7ecf9972a038e440c|95c3a26ab13f3ec5cd28a281e3685e7b|fbf269b6cc339b080853c548156a1050,14,0.0007
pog,3,19125833f147d19800e3aa39ecfc76c2|2450d5bfc87a1f5b96e2837f5c87a70c|841c8877534da01768696cd2375bab70,14,0.0007
pog,3,126c091a8ff171f694733a624089e68a|2450d5bfc87a1f5b96e2837f5c87a70c|b5512b7b61119e0a76d1f6b3bd6d2b94,14,0.0007
pog,3,664162d351ab59ea042546db288bbf7c|83668c24f1cbd74fb8e01a243e79a3a0|a6cd655d1645f38869be793d5fb194cb,14,0.0007
pog,3,126c091a8ff171f694733a624089e68a|8585a77eaebc91282b433359863cb569|b5512b7b61119e0a76d1f6b3bd6d2b94,14,0.0007
pog,3,19125833f147d19800e3aa39ecfc76c2|58f1ddb77bfc5576db30fa20e53111fa|83fb64f0af37f88a42f311549fb261cb,14,0.0007
pog,3,022ab423f035b47ac0af5046c51ed093|b5512b7b61119e0a76d1f6b3bd6d2b94|b608ccb44928992e75009892971acd46,14,0.0007
pog,3,3afab60a60abe737c6b12772e0fcec0a|664162d351ab59ea042546db288bbf7c|a68b85f0e84cbac87f49f5483e16fb6d,14,0.0007
pog,3,0ab410a4baf435f5b6496cb061c11dc1|2450d5bfc87a1f5b96e2837f5c87a70c|64fe11119537f0ea81cfb5e4d54b3c71,14,0.0007
pog,3,2b28f4772c30b8544c742f6a349a06b3|bc11aa63d5a69b1b0f90c34fd2c62102|fc528592c3858f90196fbfacc814f235,14,0.0007
pog,3,126c091a8ff171f694733a624089e68a|46eacb79120159c0d446c08e1f671b0f|64fe11119537f0ea81cfb5e4d54b3c71,14,0.0007
pog,3,72b059d86956ec93bbe2ae5a6622f4bd|82462c11b65faedd60ec94210debc584|9e3e1aff5fca5f418e5e3679ff932c05,14,0.0007
pog,3,8476c833956c74092868c24514562b0b|95c3a26ab13f3ec5cd28a281e3685e7b|a6cd655d1645f38869be793d5fb194cb,14,0.0007
pog,3,0ab410a4baf435f5b6496cb061c11dc1|852a581f78e4f4d7ecf9972a038e440c|a6cd655d1645f38869be793d5fb194cb,13,0.00065
pog,3,3afab60a60abe737c6b12772e0fcec0a|64fe11119537f0ea81cfb5e4d54b3c71|b608ccb44928992e75009892971acd46,13,0.00065
pog,3,126c091a8ff171f694733a624089e68a|77c9c3bb3736bf7ba3a3d36b532f6962|a6cd655d1645f38869be793d5fb194cb,13,0.00065
pog,3,664162d351ab59ea042546db288bbf7c|77c9c3bb3736bf7ba3a3d36b532f6962|a6cd655d1645f38869be793d5fb194cb,13,0.00065
pog,3,3e600277f4bf92983bf6fcb0ac09e0d7|852a581f78e4f4d7ecf9972a038e440c|bc11aa63d5a69b1b0f90c34fd2c62102,13,0.00065
pog,3,3e600277f4bf92983bf6fcb0ac09e0d7|44187dfef4ed2dd3669957cc9592514e|664162d351ab59ea042546db288bbf7c,13,0.00065
pog,3,03bfc1d4783966c69cc6aef8247e0103|82462c11b65faedd60ec94210debc584|b608ccb44928992e75009892971acd46,13,0.00065
pog,3,3afab60a60abe737c6b12772e0fcec0a|3e600277f4bf92983bf6fcb0ac09e0d7|77c9c3bb3736bf7ba3a3d36b532f6962,13,0.00065
pog,3,126c091a8ff171f694733a624089e68a|19125833f147d19800e3aa39ecfc76c2|bc11aa63d5a69b1b0f90c34fd2c62102,13,0.00065
pog,3,03bfc1d4783966c69cc6aef8247e0103|19125833f147d19800e3aa39ecfc76c2|2deec110140f47a0a9b9fddf744f956e,13,0.00065
pog,3,08734b0d499542a3a0ae060fb5597d09|3e600277f4bf92983bf6fcb0ac09e0d7|95c3a26ab13f3ec5cd28a281e3685e7b,13,0.00065
pog,3,3afab60a60abe737c6b12772e0fcec0a|664162d351ab59ea042546db288bbf7c|6eb82f81b7105a1112fec1bb3c8dd62b,13,0.00065
pog,3,83fb64f0af37f88a42f311549fb261cb|c6342df4744ae61888fa993d281972d7|f38776a72637f9103f9229c5f2c92e41,13,0.00065
pog,3,664162d351ab59ea042546db288bbf7c|e89e92593584db62ee08a1502919819d|fc528592c3858f90196fbfacc814f235,13,0.00065
pog,3,19125833f147d19800e3aa39ecfc76c2|72b059d86956ec93bbe2ae5a6622f4bd|c6342df4744ae61888fa993d281972d7,13,0.00065
pog,3,83fb64f0af37f88a42f311549fb261cb|9fa5c6beaf93259bc3dcd4ead2b3397f|ecff24c1d93157b5c20fd73bb31faced,13,0.00065
pog,3,022ab423f035b47ac0af5046c51ed093|95c3a26ab13f3ec5cd28a281e3685e7b|b608ccb44928992e75009892971acd46,13,0.00065
pog,3,852a581f78e4f4d7ecf9972a038e440c|95c3a26ab13f3ec5cd28a281e3685e7b|bc11aa63d5a69b1b0f90c34fd2c62102,13,0.00065
pog,3,2b28f4772c30b8544c742f6a349a06b3|664162d351ab59ea042546db288bbf7c|77c9c3bb3736bf7ba3a3d36b532f6962,13,0.00065
pog,3,852a581f78e4f4d7ecf9972a038e440c|b608ccb44928992e75009892971acd46|e89e92593584db62ee08a1502919819d,13,0.00065
pog,3,0ab410a4baf435f5b6496cb061c11dc1|6eb82f81b7105a1112fec1bb3c8dd62b|fc528592c3858f90196fbfacc814f235,13,0.00065
pog,3,2b28f4772c30b8544c742f6a349a06b3|46eacb79120159c0d446c08e1f671b0f|b608ccb44928992e75009892971acd46,13,0.00065
pog,3,19125833f147d19800e3aa39ecfc76c2|2450d5bfc87a1f5b96e2837f5c87a70c|852a581f78e4f4d7ecf9972a038e440c,13,0.00065
pog,3,126c091a8ff171f694733a624089e68a|2450d5bfc87a1f5b96e2837f5c87a70c|3e600277f4bf92983bf6fcb0ac09e0d7,13,0.00065
pog,3,23ee17885f87575534b44d099507a747|664162d351ab59ea042546db288bbf7c|fc528592c3858f90196fbfacc814f235,13,0.00065
pog,3,126c091a8ff171f694733a624089e68a|8476c833956c74092868c24514562b0b|bc11aa63d5a69b1b0f90c34fd2c62102,13,0.00065
pog,3,126c091a8ff171f694733a624089e68a|bc11aa63d5a69b1b0f90c34fd2c62102|fbf269b6cc339b080853c548156a1050,13,0.00065
pog,3,126c091a8ff171f694733a624089e68a|64fe11119537f0ea81cfb5e4d54b3c71|a6cd655d1645f38869be793d5fb194cb,13,0.00065
pog,3,126c091a8ff171f694733a624089e68a|2450d5bfc87a1f5b96e2837f5c87a70c|a6cd655d1645f38869be793d5fb194cb,13,0.00065
pog,3,3e600277f4bf92983bf6fcb0ac09e0d7|8585a77eaebc91282b433359863cb569|de802e3a05e11e88ddd894aa58e0f4d9,13,0.00065
pog,3,852a581f78e4f4d7ecf9972a038e440c|fbf269b6cc339b080853c548156a1050|fc528592c3858f90196fbfacc814f235,13,0.00065
pog,3,08734b0d499542a3a0ae060fb5597d09|2b28f4772c30b8544c742f6a349a06b3|664162d351ab59ea042546db288bbf7c,13,0.00065
pog,3,841c8877534da01768696cd2375bab70|95c3a26ab13f3ec5cd28a281e3685e7b|a6cd655d1645f38869be793d5fb194cb,12,0.0006
pog,3,03bfc1d4783966c69cc6aef8247e0103|12ba81fb3ad68ad5b21e4cec7be42666|c6342df4744ae61888fa993d281972d7,12,0.0006
pog,3,126c091a8ff171f694733a624089e68a|6eb82f81b7105a1112fec1bb3c8dd62b|bc11aa63d5a69b1b0f90c34fd2c62102,12,0.0006
pog,3,126c091a8ff171f694733a624089e68a|3e600277f4bf92983bf6fcb0ac09e0d7|77c9c3bb3736bf7ba3a3d36b532f6962,12,0.0006
pog,3,2450d5bfc87a1f5b96e2837f5c87a70c|46eacb79120159c0d446c08e1f671b0f|b608ccb44928992e75009892971acd46,12,0.0006
pog,3,03bfc1d4783966c69cc6aef8247e0103|2deec110140f47a0a9b9fddf744f956e|c6342df4744ae61888fa993d281972d7,12,0.0006
pog,3,0ab410a4baf435f5b6496cb061c11dc1|46eacb79120159c0d446c08e1f671b0f|b608ccb44928992e75009892971acd46,12,0.0006
pog,3,2450d5bfc87a1f5b96e2837f5c87a70c|841c8877534da01768696cd2375bab70|de802e3a05e11e88ddd894aa58e0f4d9,12,0.0006
pog,3,19125833f147d19800e3aa39ecfc76c2|2b28f4772c30b8544c742f6a349a06b3|664162d351ab59ea042546db288bbf7c,12,0.0006
pog,3,0ab410a4baf435f5b6496cb061c11dc1|6eb82f81b7105a1112fec1bb3c8dd62b|a6cd655d1645f38869be793d5fb194cb,12,0.0006
pog,3,2b28f4772c30b8544c742f6a349a06b3|46eacb79120159c0d446c08e1f671b0f|95c3a26ab13f3ec5cd28a281e3685e7b,12,0.0006
pog,3,2450d5bfc87a1f5b96e2837f5c87a70c|44187dfef4ed2dd3669957cc9592514e|95c3a26ab13f3ec5cd28a281e3685e7b,12,0.0006
pog,3,3afab60a60abe737c6b12772e0fcec0a|841c8877534da01768696cd2375bab70|b608ccb44928992e75009892971acd46,12,0.0006
pog,3,814ed433f7b89cef654140214dfdaab5|c6342df4744ae61888fa993d281972d7|dab681fd76ae76e9421f7378ed0ed11d,12,0.0006
pog,3,83fb64f0af37f88a42f311549fb261cb|9fa5c6beaf93259bc3dcd4ead2b3397f|f38776a72637f9103f9229c5f2c92e41,12,0.0006
pog,3,46eacb79120159c0d446c08e1f671b0f|841c8877534da01768696cd2375bab70|fc528592c3858f90196fbfacc814f235,12,0.0006
pog,3,2450d5bfc87a1f5b96e2837f5c87a70c|8476c833956c74092868c24514562b0b|95c3a26ab13f3ec5cd28a281e3685e7b,12,0.0006
pog,3,022ab423f035b47ac0af5046c51ed093|126c091a8ff171f694733a624089e68a|841c8877534da01768696cd2375bab70,12,0.0006
pog,3,23ee17885f87575534b44d099507a747|2450d5bfc87a1f5b96e2837f5c87a70c|664162d351ab59ea042546db288bbf7c,12,0.0006
pog,3,03bfc1d4783966c69cc6aef8247e0103|58f1ddb77bfc5576db30fa20e53111fa|ecff24c1d93157b5c20fd73bb31faced,12,0.0006
pog,3,23ee17885f87575534b44d099507a747|3e600277f4bf92983bf6fcb0ac09e0d7|b608ccb44928992e75009892971acd46,12,0.0006
pog,3,03bfc1d4783966c69cc6aef8247e0103|72b059d86956ec93bbe2ae5a6622f4bd|c5a37fdeb54701aa580971fcfe834201,12,0.0006
pog,3,08734b0d499542a3a0ae060fb5597d09|46eacb79120159c0d446c08e1f671b0f|852a581f78e4f4d7ecf9972a038e440c,12,0.0006
pog,3,8476c833956c74092868c24514562b0b|95c3a26ab13f3ec5cd28a281e3685e7b|b608ccb44928992e75009892971acd46,12,0.0006
pog,3,08734b0d499542a3a0ae060fb5597d09|852a581f78e4f4d7ecf9972a038e440c|b5512b7b61119e0a76d1f6b3bd6d2b94,12,0.0006
pog,3,664162d351ab59ea042546db288bbf7c|bc11aa63d5a69b1b0f90c34fd2c62102|fbf269b6cc339b080853c548156a1050,12,0.0006
pog,3,664162d351ab59ea042546db288bbf7c|77c9c3bb3736bf7ba3a3d36b532f6962|fc528592c3858f90196fbfacc814f235,12,0.0006
pog,3,664162d351ab59ea042546db288bbf7c|83668c24f1cbd74fb8e01a243e79a3a0|852a581f78e4f4d7ecf9972a038e440c,12,0.0006
pog,3,664162d351ab59ea042546db288bbf7c|b608ccb44928992e75009892971acd46|e89e92593584db62ee08a1502919819d,12,0.0006
pog,3,19125833f147d19800e3aa39ecfc76c2|3e600277f4bf92983bf6fcb0ac09e0d7|46eacb79120159c0d446c08e1f671b0f,12,0.0006
pog,3,2b28f4772c30b8544c742f6a349a06b3|64fe11119537f0ea81cfb5e4d54b3c71|664162d351ab59ea042546db288bbf7c,12,0.0006
pog,3,664162d351ab59ea042546db288bbf7c|77c9c3bb3736bf7ba3a3d36b532f6962|95c3a26ab13f3ec5cd28a281e3685e7b,12,0.0006
pog,3,b5512b7b61119e0a76d1f6b3bd6d2b94|b608ccb44928992e75009892971acd46|de802e3a05e11e88ddd894aa58e0f4d9,12,0.0006
pog,3,3e600277f4bf92983bf6fcb0ac09e0d7|64fe11119537f0ea81cfb5e4d54b3c71|664162d351ab59ea042546db288bbf7c,12,0.0006
pog,3,2b28f4772c30b8544c742f6a349a06b3|6eb82f81b7105a1112fec1bb3c8dd62b|a6cd655d1645f38869be793d5fb194cb,12,0.0006
pog,3,2b28f4772c30b8544c742f6a349a06b3|841c8877534da01768696cd2375bab70|95c3a26ab13f3ec5cd28a281e3685e7b,12,0.0006
pog,3,3afab60a60abe737c6b12772e0fcec0a|b608ccb44928992e75009892971acd46|fc528592c3858f90196fbfacc814f235,12,0.0006
pog,3,2450d5bfc87a1f5b96e2837f5c87a70c|6eb82f81b7105a1112fec1bb3c8dd62b|95c3a26ab13f3ec5cd28a281e3685e7b,12,0.0006
pog,3,03bfc1d4783966c69cc6aef8247e0103|b608ccb44928992e75009892971acd46|ecff24c1d93157b5c20fd73bb31faced,12,0.0006
pog,3,022ab423f035b47ac0af5046c51ed093|de802e3a05e11e88ddd894aa58e0f4d9|fc528592c3858f90196fbfacc814f235,12,0.0006
pog,3,126c091a8ff171f694733a624089e68a|95c3a26ab13f3ec5cd28a281e3685e7b|a68b85f0e84cbac87f49f5483e16fb6d,12,0.0006
pog,3,83fb64f0af37f88a42f311549fb261cb|856a563554cc6f5b2bac63e3e8ff10b5|c6342df4744ae61888fa993d281972d7,11,0.00055
pog,3,126c091a8ff171f694733a624089e68a|a6cd655d1645f38869be793d5fb194cb|e89e92593584db62ee08a1502919819d,11,0.00055
pog,3,841c8877534da01768696cd2375bab70|852a581f78e4f4d7ecf9972a038e440c|95c3a26ab13f3ec5cd28a281e3685e7b,11,0.00055
pog,3,6eb82f81b7105a1112fec1bb3c8dd62b|8476c833956c74092868c24514562b0b|95c3a26ab13f3ec5cd28a281e3685e7b,11,0.00055
pog,3,72b059d86956ec93bbe2ae5a6622f4bd|83fb64f0af37f88a42f311549fb261cb|b608ccb44928992e75009892971acd46,11,0.00055
pog,3,2b28f4772c30b8544c742f6a349a06b3|44187dfef4ed2dd3669957cc9592514e|664162d351ab59ea042546db288bbf7c,11,0.00055
pog,3,19125833f147d19800e3aa39ecfc76c2|c7d17d4d3b51ccfb89c4c0f40ae87262|ecff24c1d93157b5c20fd73bb31faced,11,0.00055
pog,3,2deec110140f47a0a9b9fddf744f956e|83fb64f0af37f88a42f311549fb261cb|dab681fd76ae76e9421f7378ed0ed11d,11,0.00055
pog,3,12ba81fb3ad68ad5b21e4cec7be42666|83fb64f0af37f88a42f311549fb261cb|c6342df4744ae61888fa993d281972d7,11,0.00055
pog,3,022ab423f035b47ac0af5046c51ed093|0ab410a4baf435f5b6496cb061c11dc1|3e600277f4bf92983bf6fcb0ac09e0d7,11,0.00055
pog,3,8476c833956c74092868c24514562b0b|b608ccb44928992e75009892971acd46|de802e3a05e11e88ddd894aa58e0f4d9,11,0.00055
pog,3,2450d5bfc87a1f5b96e2837f5c87a70c|6eb82f81b7105a1112fec1bb3c8dd62b|b608ccb44928992e75009892971acd46,11,0.00055
pog,3,1199c4654170f33208d7932d7d2587a5|a6cd655d1645f38869be793d5fb194cb|b608ccb44928992e75009892971acd46,11,0.00055
pog,3,b5512b7b61119e0a76d1f6b3bd6d2b94|b608ccb44928992e75009892971acd46|c6ba1690407cbd175f036694488a914e,11,0.00055
pog,3,126c091a8ff171f694733a624089e68a|664162d351ab59ea042546db288bbf7c|7b0b5e99f45560c0f83ee235d461ca04,11,0.00055
pog,3,03bfc1d4783966c69cc6aef8247e0103|ecff24c1d93157b5c20fd73bb31faced|f38776a72637f9103f9229c5f2c92e41,11,0.00055
pog,3,2b28f4772c30b8544c742f6a349a06b3|8476c833956c74092868c24514562b0b|b608ccb44928992e75009892971acd46,11,0.00055
