dataset,antecedent_size,antecedent,consequent,joint_count,antecedent_count,consequent_count,support,confidence,lift,pmi
pog,1,bc11aa63d5a69b1b0f90c34fd2c62102,fbf269b6cc339b080853c548156a1050,28,1372,438,0.0014,0.02040816326530612,0.9318796011555307,-0.10178452416693225
pog,1,95c3a26ab13f3ec5cd28a281e3685e7b,b6f318187d9a7cf416a2e84fc24349aa,28,3217,187,0.0014,0.008703761268262356,0.9308835581029257,-0.10332737893332188
pog,1,126c091a8ff171f694733a624089e68a,188ff8c06949a640ea5ac102e60941ec,28,7537,61,0.0014,0.00371500597054531,1.218034744441085,0.2845552867072406
pog,1,6b0fd0d9ed161e73775d02021a82eebc,814ed433f7b89cef654140214dfdaab5,27,74,1011,0.00135,0.36486486486486486,7.2179003929745775,2.851579234180954
pog,1,12ba81fb3ad68ad5b21e4cec7be42666,c6342df4744ae61888fa993d281972d7,27,245,407,0.00135,0.11020408163265306,5.415433986862558,2.4370769584441003
pog,1,44187dfef4ed2dd3669957cc9592514e,72b059d86956ec93bbe2ae5a6622f4bd,27,267,947,0.00135,0.10112359550561797,2.135661995894783,1.0946833345569789
pog,1,64fe11119537f0ea81cfb5e4d54b3c71,a6cd655d1645f38869be793d5fb194cb,27,383,3991,0.00135,0.07049608355091384,0.3532752871506582,-1.5011352637233106
pog,1,c6342df4744ae61888fa993d281972d7,12ba81fb3ad68ad5b21e4cec7be42666,27,407,245,0.00135,0.06633906633906633,5.415433986862557,2.4370769584441
pog,1,72b059d86956ec93bbe2ae5a6622f4bd,44187dfef4ed2dd3669957cc9592514e,27,947,267,0.00135,0.028511087645195353,2.135661995894783,1.0946833345569789
pog,1,814ed433f7b89cef654140214dfdaab5,6b0fd0d9ed161e73775d02021a82eebc,27,1011,74,0.00135,0.026706231454005934,7.217900392974577,2.8515792341809534
pog,1,19125833f147d19800e3aa39ecfc76c2,bc11aa63d5a69b1b0f90c34fd2c62102,27,1150,1372,0.00135,0.023478260869565216,0.34224870072252506,-1.5468830302916319
pog,1,bc11aa63d5a69b1b0f90c34fd2c62102,19125833f147d19800e3aa39ecfc76c2,27,1372,1150,0.00135,0.01967930029154519,0.34224870072252506,-1.5468830302916319
pog,1,a6cd655d1645f38869be793d5fb194cb,64fe11119537f0ea81cfb5e4d54b3c71,27,3991,383,0.00135,0.006765221748935104,0.35327528715065815,-1.5011352637233109
pog,1,2637918fb4c6fbe3432dab045d841406,664162d351ab59ea042546db288bbf7c,26,70,10107,0.0013,0.37142857142857144,0.7349927207451696,-0.44419813309733824
pog,1,7b0b5e99f45560c0f83ee235d461ca04,126c091a8ff171f694733a624089e68a,26,95,7537,0.0013,0.2736842105263158,0.7262417686780305,-0.46147818797733275
pog,1,9fa5c6beaf93259bc3dcd4ead2b3397f,856a563554cc6f5b2bac63e3e8ff10b5,26,129,517,0.0013,0.20155038759689922,7.796920216514477,2.962904371952353
pog,1,23ee17885f87575534b44d099507a747,fc528592c3858f90196fbfacc814f235,26,168,2565,0.0013,0.15476190476190477,1.206720504966119,0.2710915644173648
pog,1,2deec110140f47a0a9b9fddf744f956e,72b059d86956ec93bbe2ae5a6622f4bd,26,198,947,0.0013,0.13131313131313133,2.773244589506469,1.4715748621425468
pog,1,f38776a72637f9103f9229c5f2c92e41,c6342df4744ae61888fa993d281972d7,26,259,407,0.0013,0.10038610038610038,4.932977905950879,2.3024588257377405
pog,1,64fe11119537f0ea81cfb5e4d54b3c71,852a581f78e4f4d7ecf9972a038e440c,26,383,3520,0.0013,0.06788511749347259,0.3857108948492761,-1.374408197759075
pog,1,c6342df4744ae61888fa993d281972d7,f38776a72637f9103f9229c5f2c92e41,26,407,259,0.0013,0.06388206388206388,4.932977905950879,2.3024588257377405
pog,1,856a563554cc6f5b2bac63e3e8ff10b5,9fa5c6beaf93259bc3dcd4ead2b3397f,26,517,129,0.0013,0.05029013539651837,7.796920216514477,2.962904371952353
pog,1,8585a77eaebc91282b433359863cb569,022ab423f035b47ac0af5046c51ed093,26,805,1505,0.0013,0.03229813664596273,0.4292111182187739,-1.220240646958502
pog,1,72b059d86956ec93bbe2ae5a6622f4bd,2deec110140f47a0a9b9fddf744f956e,26,947,198,0.0013,0.027455121436114043,2.7732445895064686,1.4715748621425466
pog,1,bc11aa63d5a69b1b0f90c34fd2c62102,6eb82f81b7105a1112fec1bb3c8dd62b,26,1372,1421,0.0013,0.018950437317784258,0.26671973705537305,-1.9066035077250512
pog,1,6eb82f81b7105a1112fec1bb3c8dd62b,bc11aa63d5a69b1b0f90c34fd2c62102,26,1421,1372,0.0013,0.018296973961998593,0.2667197370553731,-1.906603507725051
pog,1,022ab423f035b47ac0af5046c51ed093,8585a77eaebc91282b433359863cb569,26,1505,805,0.0013,0.01727574750830565,0.4292111182187739,-1.220240646958502
pog,1,fc528592c3858f90196fbfacc814f235,23ee17885f87575534b44d099507a747,26,2565,168,0.0013,0.0101364522417154,1.2067205049661192,0.27109156441736504
pog,1,852a581f78e4f4d7ecf9972a038e440c,64fe11119537f0ea81cfb5e4d54b3c71,26,3520,383,0.0013,0.007386363636363636,0.385710894849276,-1.3744081977590752
pog,1,126c091a8ff171f694733a624089e68a,7b0b5e99f45560c0f83ee235d461ca04,26,7537,95,0.0013,0.003449648401220645,0.7262417686780305,-0.46147818797733275
pog,1,664162d351ab59ea042546db288bbf7c,2637918fb4c6fbe3432dab045d841406,26,10107,70,0.0013,0.0025724745226080935,0.7349927207451695,-0.44419813309733847
pog,1,9fd21872baa91cc0713a7ee1d29529ca,03bfc1d4783966c69cc6aef8247e0103,25,36,1957,0.00125,0.6944444444444444,7.097030602395956,2.8272155272550576
pog,1,5b971cf50885d3dc973bfc30a389361f,664162d351ab59ea042546db288bbf7c,25,41,10107,0.00125,0.6097560975609756,1.206601558446573,0.270949350863177
pog,1,e89e92593584db62ee08a1502919819d,b608ccb44928992e75009892971acd46,25,91,4689,0.00125,0.27472527472527475,1.1717862005769877,0.22870936540465742
pog,1,77c9c3bb3736bf7ba3a3d36b532f6962,b608ccb44928992e75009892971acd46,25,162,4689,0.00125,0.15432098765432098,0.6582255818055918,-0.6033459972812713
pog,1,58f1ddb77bfc5576db30fa20e53111fa,a6cd655d1645f38869be793d5fb194cb,25,249,3991,0.00125,0.10040160642570281,0.5031400973475461,-0.9909679262551784
pog,1,44187dfef4ed2dd3669957cc9592514e,3e600277f4bf92983bf6fcb0ac09e0d7,25,267,2926,0.00125,0.09363295880149813,0.6400065536671096,-0.6438414165018667
pog,1,64fe11119537f0ea81cfb5e4d54b3c71,2b28f4772c30b8544c742f6a349a06b3,25,383,724,0.00125,0.06527415143603134,1.8031533545865008,0.8505221003160116
pog,1,2b28f4772c30b8544c742f6a349a06b3,64fe11119537f0ea81cfb5e4d54b3c71,25,724,383,0.00125,0.034530386740331494,1.803153354586501,0.8505221003160118
pog,1,03bfc1d4783966c69cc6aef8247e0103,9fd21872baa91cc0713a7ee1d29529ca,25,1957,36,0.00125,0.012774655084312723,7.097030602395957,2.8272155272550576
pog,1,3e600277f4bf92983bf6fcb0ac09e0d7,44187dfef4ed2dd3669957cc9592514e,25,2926,267,0.00125,0.008544087491455913,0.6400065536671096,-0.6438414165018667
pog,1,a6cd655d1645f38869be793d5fb194cb,58f1ddb77bfc5576db30fa20e53111fa,25,3991,249,0.00125,0.006264094211976948,0.5031400973475461,-0.9909679262551784
pog,1,b608ccb44928992e75009892971acd46,e89e92593584db62ee08a1502919819d,25,4689,91,0.00125,0.0053316272126252935,1.1717862005769875,0.22870936540465714
pog,1,b608ccb44928992e75009892971acd46,77c9c3bb3736bf7ba3a3d36b532f6962,25,4689,162,0.00125,0.0053316272126252935,0.6582255818055919,-0.603345997281271
pog,1,664162d351ab59ea042546db288bbf7c,5b971cf50885d3dc973bfc30a389361f,25,10107,41,0.00125,0.0024735331948154745,1.2066015584465728,0.27094935086317673
pog,1,e89e92593584db62ee08a1502919819d,a6cd655d1645f38869be793d5fb194cb,24,91,3991,0.0012,0.26373626373626374,1.3216550425270044,0.4023456765606377
pog,1,2deec110140f47a0a9b9fddf744f956e,19125833f147d19800e3aa39ecfc76c2,24,198,1150,0.0012,0.12121212121212122,2.1080368906455864,1.0759001143592584
pog,1,58f1ddb77bfc5576db30fa20e53111fa,ecff24c1d93157b5c20fd73bb31faced,24,249,884,0.0012,0.0963855421686747,2.180668374856894,1.1247703888110931
pog,1,44187dfef4ed2dd3669957cc9592514e,03bfc1d4783966c69cc6aef8247e0103,24,267,1957,0.0012,0.0898876404494382,0.9186268824674317,-0.12244909204375234
pog,1,ecff24c1d93157b5c20fd73bb31faced,58f1ddb77bfc5576db30fa20e53111fa,24,884,249,0.0012,0.027149321266968326,2.180668374856894,1.1247703888110931
pog,1,19125833f147d19800e3aa39ecfc76c2,2deec110140f47a0a9b9fddf744f956e,24,1150,198,0.0012,0.020869565217391306,2.1080368906455864,1.0759001143592584
pog,1,c6ba1690407cbd175f036694488a914e,8476c833956c74092868c24514562b0b,24,1256,1714,0.0012,0.01910828025477707,0.22296709748864726,-2.1650972627335214
pog,1,8476c833956c74092868c24514562b0b,c6ba1690407cbd175f036694488a914e,24,1714,1256,0.0012,0.014002333722287048,0.2229670974886473,-2.165097262733521
pog,1,03bfc1d4783966c69cc6aef8247e0103,44187dfef4ed2dd3669957cc9592514e,24,1957,267,0.0012,0.012263668880940215,0.9186268824674317,-0.12244909204375234
pog,1,a6cd655d1645f38869be793d5fb194cb,e89e92593584db62ee08a1502919819d,24,3991,91,0.0012,0.00601353044349787,1.3216550425270044,0.4023456765606377
pog,1,6b0fd0d9ed161e73775d02021a82eebc,83fb64f0af37f88a42f311549fb261cb,23,74,772,0.00115,0.3108108108108108,8.052093544321522,3.009363932709432
pog,1,c024d6d8b2a5878439b85d8146a91239,95c3a26ab13f3ec5cd28a281e3685e7b,23,89,3217,0.00115,0.25842696629213485,1.606633299920018,0.6840406839873263
pog,1,9fa5c6beaf93259bc3dcd4ead2b3397f,f38776a72637f9103f9229c5f2c92e41,23,129,259,0.00115,0.17829457364341086,13.767920744664933,3.7832387924966544
pog,1,f38776a72637f9103f9229c5f2c92e41,9fa5c6beaf93259bc3dcd4ead2b3397f,23,259,129,0.00115,0.0888030888030888,13.76792074466493,3.7832387924966544
pog,1,fbf269b6cc339b080853c548156a1050,6eb82f81b7105a1112fec1bb3c8dd62b,23,438,1421,0.00115,0.05251141552511415,0.7390769250543864,-0.43620356323749154
pog,1,83fb64f0af37f88a42f311549fb261cb,6b0fd0d9ed161e73775d02021a82eebc,23,772,74,0.00115,0.029792746113989636,8.052093544321522,3.009363932709432
pog,1,ecff24c1d93157b5c20fd73bb31faced,b608ccb44928992e75009892971acd46,23,884,4689,0.00115,0.026018099547511313,0.11097504605464412,-3.1716927875057896
pog,1,08734b0d499542a3a0ae060fb5597d09,bc11aa63d5a69b1b0f90c34fd2c62102,23,1153,1372,0.00115,0.0199479618386817,0.29078661572422304,-1.7819672282181218
pog,1,bc11aa63d5a69b1b0f90c34fd2c62102,08734b0d499542a3a0ae060fb5597d09,23,1372,1153,0.00115,0.016763848396501458,0.29078661572422304,-1.7819672282181218
pog,1,6eb82f81b7105a1112fec1bb3c8dd62b,fbf269b6cc339b080853c548156a1050,23,1421,438,0.00115,0.01618578465869106,0.7390769250543864,-0.43620356323749154
pog,1,46eacb79120159c0d446c08e1f671b0f,8476c833956c74092868c24514562b0b,23,1613,1714,0.00115,0.01425914445133292,0.166384416001551,-2.58740778166168
pog,1,8476c833956c74092868c24514562b0b,46eacb79120159c0d446c08e1f671b0f,23,1714,1613,0.00115,0.013418903150525088,0.16638441600155102,-2.58740778166168
pog,1,95c3a26ab13f3ec5cd28a281e3685e7b,c024d6d8b2a5878439b85d8146a91239,23,3217,89,0.00115,0.007149518184644078,1.6066332999200177,0.6840406839873261
pog,1,b608ccb44928992e75009892971acd46,ecff24c1d93157b5c20fd73bb31faced,23,4689,884,0.00115,0.00490509703561527,0.11097504605464412,-3.1716927875057896
pog,1,7c3f3d05228e2ee51736f64757cfb385,83fb64f0af37f88a42f311549fb261cb,22,64,772,0.0011,0.34375,8.90544041450777,3.154686960918666
pog,1,c5a37fdeb54701aa580971fcfe834201,72b059d86956ec93bbe2ae5a6622f4bd,22,68,947,0.0011,0.3235294117647059,6.832722529349649,2.772460541468022
pog,1,e89e92593584db62ee08a1502919819d,fc528592c3858f90196fbfacc814f235,22,91,2565,0.0011,0.24175824175824176,1.885054516633464,0.9146062474936341
pog,1,83fb64f0af37f88a42f311549fb261cb,7c3f3d05228e2ee51736f64757cfb385,22,772,64,0.0011,0.02849740932642487,8.905440414507773,3.1546869609186663
pog,1,72b059d86956ec93bbe2ae5a6622f4bd,c5a37fdeb54701aa580971fcfe834201,22,947,68,0.0011,0.023231256599788808,6.83272252934965,2.7724605414680226
pog,1,19125833f147d19800e3aa39ecfc76c2,8476c833956c74092868c24514562b0b,22,1150,1714,0.0011,0.019130434782608695,0.2232256100654457,-2.1634255417574906
pog,1,19125833f147d19800e3aa39ecfc76c2,de802e3a05e11e88ddd894aa58e0f4d9,22,1150,1383,0.0011,0.019130434782608695,0.27665126222138386,-1.8538595887954852
pog,1,de802e3a05e11e88ddd894aa58e0f4d9,19125833f147d19800e3aa39ecfc76c2,22,1383,1150,0.0011,0.015907447577729574,0.27665126222138386,-1.8538595887954852
pog,1,8476c833956c74092868c24514562b0b,19125833f147d19800e3aa39ecfc76c2,22,1714,1150,0.0011,0.012835472578763127,0.22322561006544567,-2.163425541757491
pog,1,fc528592c3858f90196fbfacc814f235,e89e92593584db62ee08a1502919819d,22,2565,91,0.0011,0.008576998050682261,1.8850545166334638,0.9146062474936338
pog,1,83668c24f1cbd74fb8e01a243e79a3a0,a6cd655d1645f38869be793d5fb194cb,21,84,3991,0.00105,0.25,1.2528188423953897,0.32517781603817786
pog,1,c7d17d4d3b51ccfb89c4c0f40ae87262,83fb64f0af37f88a42f311549fb261cb,21,189,772,0.00105,0.1111111111111111,2.8785261945883702,1.5253303408390564
pog,1,58f1ddb77bfc5576db30fa20e53111fa,b608ccb44928992e75009892971acd46,21,249,4689,0.00105,0.08433734939759036,0.3597242456711041,-1.4750366934606918
pog,1,f38776a72637f9103f9229c5f2c92e41,72b059d86956ec93bbe2ae5a6622f4bd,21,259,947,0.00105,0.08108108108108109,1.7123776363480692,0.7760008991732706
pog,1,b5512b7b61119e0a76d1f6b3bd6d2b94,46eacb79120159c0d446c08e1f671b0f,21,628,1613,0.00105,0.03343949044585987,0.41462480404042,-1.2701216697190598
pog,1,83fb64f0af37f88a42f311549fb261cb,c7d17d4d3b51ccfb89c4c0f40ae87262,21,772,189,0.00105,0.027202072538860103,2.8785261945883707,1.5253303408390566
pog,1,72b059d86956ec93bbe2ae5a6622f4bd,f38776a72637f9103f9229c5f2c92e41,21,947,259,0.00105,0.022175290390707498,1.7123776363480694,0.7760008991732709
pog,1,19125833f147d19800e3aa39ecfc76c2,022ab423f035b47ac0af5046c51ed093,21,1150,1505,0.00105,0.018260869565217393,0.24266936299292216,-2.0429361151505923
pog,1,022ab423f035b47ac0af5046c51ed093,19125833f147d19800e3aa39ecfc76c2,21,1505,1150,0.00105,0.013953488372093023,0.24266936299292213,-2.0429361151505923
pog,1,46eacb79120159c0d446c08e1f671b0f,b5512b7b61119e0a76d1f6b3bd6d2b94,21,1613,628,0.00105,0.013019218846869188,0.41462480404042007,-1.2701216697190598
pog,1,a6cd655d1645f38869be793d5fb194cb,83668c24f1cbd74fb8e01a243e79a3a0,21,3991,84,0.00105,0.005261839138060637,1.2528188423953897,0.32517781603817786
pog,1,b608ccb44928992e75009892971acd46,58f1ddb77bfc5576db30fa20e53111fa,21,4689,249,0.00105,0.004478566858605247,0.35972424567110417,-1.4750366934606916
pog,1,83668c24f1cbd74fb8e01a243e79a3a0,852a581f78e4f4d7ecf9972a038e440c,20,84,3520,0.001,0.23809523809523808,1.352813852813853,0.43596333813339194
pog,1,2deec110140f47a0a9b9fddf744f956e,82462c11b65faedd60ec94210debc584,20,198,524,0.001,0.10101010101010101,3.8553473667977483,1.9468608528197517
pog,1,58f1ddb77bfc5576db30fa20e53111fa,46eacb79120159c0d446c08e1f671b0f,20,249,1613,0.001,0.08032128514056225,0.9959241802921543,-0.005892180786911877
pog,1,44187dfef4ed2dd3669957cc9592514e,814ed433f7b89cef654140214dfdaab5,20,267,1011,0.001,0.0749063670411985,1.4818272411710882,0.5673772608462433
pog,1,82462c11b65faedd60ec94210debc584,2deec110140f47a0a9b9fddf744f956e,20,524,198,0.001,0.03816793893129771,3.8553473667977483,1.9468608528197517
pog,1,2b28f4772c30b8544c742f6a349a06b3,19125833f147d19800e3aa39ecfc76c2,20,724,1150,0.001,0.027624309392265192,0.48042277203939465,-1.0576235584781313
pog,1,8585a77eaebc91282b433359863cb569,c6ba1690407cbd175f036694488a914e,20,805,1256,0.001,0.024844720496894408,0.39561656842188553,-1.3378252474567944
pog,1,814ed433f7b89cef654140214dfdaab5,44187dfef4ed2dd3669957cc9592514e,20,1011,267,0.001,0.019782393669634024,1.4818272411710878,0.5673772608462428
pog,1,19125833f147d19800e3aa39ecfc76c2,2b28f4772c30b8544c742f6a349a06b3,20,1150,724,0.001,0.017391304347826087,0.48042277203939465,-1.0576235584781313
pog,1,c6ba1690407cbd175f036694488a914e,8585a77eaebc91282b433359863cb569,20,1256,805,0.001,0.01592356687898089,0.3956165684218855,-1.3378252474567947
pog,1,46eacb79120159c0d446c08e1f671b0f,58f1ddb77bfc5576db30fa20e53111fa,20,1613,249,0.001,0.012399256044637322,0.9959241802921545,-0.005892180786911716
pog,1,852a581f78e4f4d7ecf9972a038e440c,83668c24f1cbd74fb8e01a243e79a3a0,20,3520,84,0.001,0.005681818181818182,1.352813852813853,0.43596333813339194
pog,1,604b7f56f881d721455b0bd5815a7c88,03bfc1d4783966c69cc6aef8247e0103,19,27,1957,0.00095,0.7037037037037037,7.19165767709457,2.8463243502027624
pog,1,594c45bd75088c708c8acb043ca9b377,126c091a8ff171f694733a624089e68a,19,62,7537,0.00095,0.3064516129032258,0.8131925511562313,-0.29833109473076685
pog,1,83668c24f1cbd74fb8e01a243e79a3a0,3e600277f4bf92983bf6fcb0ac09e0d7,19,84,2926,0.00095,0.2261904761904762,1.546072974644403,0.6286084160757877
pog,1,44187dfef4ed2dd3669957cc9592514e,46eacb79120159c0d446c08e1f671b0f,19,267,1613,0.00095,0.07116104868913857,0.8823440631015322,-0.18058676185016176
pog,1,841c8877534da01768696cd2375bab70,c6ba1690407cbd175f036694488a914e,19,739,1256,0.00095,0.02571041948579161,0.40940158416865624,-1.288411410044743
pog,1,c6ba1690407cbd175f036694488a914e,841c8877534da01768696cd2375bab70,19,1256,739,0.00095,0.015127388535031847,0.40940158416865624,-1.288411410044743
pog,1,bc11aa63d5a69b1b0f90c34fd2c62102,46eacb79120159c0d446c08e1f671b0f,19,1372,1613,0.00095,0.013848396501457727,0.17170981402923405,-2.54195559633542
pog,1,46eacb79120159c0d446c08e1f671b0f,44187dfef4ed2dd3669957cc9592514e,19,1613,267,0.00095,0.011779293242405457,0.8823440631015322,-0.18058676185016176
pog,1,46eacb79120159c0d446c08e1f671b0f,bc11aa63d5a69b1b0f90c34fd2c62102,19,1613,1372,0.00095,0.011779293242405457,0.17170981402923408,-2.54195559633542
pog,1,03bfc1d4783966c69cc6aef8247e0103,604b7f56f881d721455b0bd5815a7c88,19,1957,27,0.00095,0.009708737864077669,7.191657677094569,2.8463243502027624
pog,1,3e600277f4bf92983bf6fcb0ac09e0d7,83668c24f1cbd74fb8e01a243e79a3a0,19,2926,84,0.00095,0.006493506493506494,1.5460729746444035,0.628608416075788
pog,1,126c091a8ff171f694733a624089e68a,594c45bd75088c708c8acb043ca9b377,19,7537,62,0.00095,0.0025208969085843175,0.8131925511562315,-0.2983310947307667
pog,1,9fd21872baa91cc0713a7ee1d29529ca,19125833f147d19800e3aa39ecfc76c2,18,36,1150,0.0009,0.5,8.695652173913043,3.1202942337177118
pog,1,7c3f3d05228e2ee51736f64757cfb385,814ed433f7b89cef654140214dfdaab5,18,64,1011,0.0009,0.28125,5.56379821958457,2.4760700990887474
pog,1,a68b85f0e84cbac87f49f5483e16fb6d,3afab60a60abe737c6b12772e0fcec0a,18,108,1258,0.0009,0.16666666666666666,2.649708532061473,1.4058336719490039
pog,1,77c9c3bb3736bf7ba3a3d36b532f6962,841c8877534da01768696cd2375bab70,18,162,739,0.0009,0.1111111111111111,3.0070666065253344,1.588356823960986
pog,1,23ee17885f87575534b44d099507a747,8585a77eaebc91282b433359863cb569,18,168,805,0.0009,0.10714285714285714,2.6619343389529724,1.412474985211022
pog,1,b6f318187d9a7cf416a2e84fc24349aa,0ab410a4baf435f5b6496cb061c11dc1,18,187,1057,0.0009,0.0962566844919786,1.821318533433843,0.8649832597214421
pog,1,c7d17d4d3b51ccfb89c4c0f40ae87262,c6342df4744ae61888fa993d281972d7,18,189,407,0.0009,0.09523809523809523,4.6800046800046795,2.226509972504442
pog,1,12ba81fb3ad68ad5b21e4cec7be42666,b608ccb44928992e75009892971acd46,18,245,4689,0.0009,0.07346938775510205,0.3133691096400173,-1.6740651217316291
pog,1,f38776a72637f9103f9229c5f2c92e41,dab681fd76ae76e9421f7378ed0ed11d,18,259,517,0.0009,0.0694980694980695,2.688513326811199,1.4268086229902732
pog,1,44187dfef4ed2dd3669957cc9592514e,852a581f78e4f4d7ecf9972a038e440c,18,267,3520,0.0009,0.06741573033707865,0.3830439223697651,-1.3844182642204517
pog,1,1199c4654170f33208d7932d7d2587a5,852a581f78e4f4d7ecf9972a038e440c,18,385,3520,0.0009,0.046753246753246755,0.2656434474616293,-1.9124369681151614
pog,1,c6342df4744ae61888fa993d281972d7,c7d17d4d3b51ccfb89c4c0f40ae87262,18,407,189,0.0009,0.044226044226044224,4.6800046800046795,2.226509972504442
pog,1,fbf269b6cc339b080853c548156a1050,0ab410a4baf435f5b6496cb061c11dc1,18,438,1057,0.0009,0.0410958904109589,0.7775948989774627,-0.3629093399920947
pog,1,dab681fd76ae76e9421f7378ed0ed11d,f38776a72637f9103f9229c5f2c92e41,18,517,259,0.0009,0.03481624758220503,2.6885133268111994,1.4268086229902734
pog,1,2b28f4772c30b8544c742f6a349a06b3,c6ba1690407cbd175f036694488a914e,18,724,1256,0.0009,0.024861878453038673,0.39588978428405536,-1.3368292549830705
pog,1,841c8877534da01768696cd2375bab70,77c9c3bb3736bf7ba3a3d36b532f6962,18,739,162,0.0009,0.02435723951285521,3.0070666065253344,1.588356823960986
pog,1,841c8877534da01768696cd2375bab70,022ab423f035b47ac0af5046c51ed093,18,739,1505,0.0009,0.02435723951285521,0.32368424601800944,-1.6273409448014535
pog,1,83fb64f0af37f88a42f311549fb261cb,b608ccb44928992e75009892971acd46,18,772,4689,0.0009,0.023316062176165803,0.09945004127176713,-3.3298842199971395
pog,1,8585a77eaebc91282b433359863cb569,23ee17885f87575534b44d099507a747,18,805,168,0.0009,0.02236024844720497,2.661934338952973,1.4124749852110223
pog,1,814ed433f7b89cef654140214dfdaab5,7c3f3d05228e2ee51736f64757cfb385,18,1011,64,0.0009,0.017804154302670624,5.563798219584569,2.476070099088747
pog,1,0ab410a4baf435f5b6496cb061c11dc1,b6f318187d9a7cf416a2e84fc24349aa,18,1057,187,0.0009,0.017029328287606435,1.821318533433843,0.8649832597214421
pog,1,0ab410a4baf435f5b6496cb061c11dc1,fbf269b6cc339b080853c548156a1050,18,1057,438,0.0009,0.017029328287606435,0.7775948989774628,-0.36290933999209446
pog,1,19125833f147d19800e3aa39ecfc76c2,9fd21872baa91cc0713a7ee1d29529ca,18,1150,36,0.0009,0.01565217391304348,8.695652173913045,3.120294233717712
pog,1,c6ba1690407cbd175f036694488a914e,2b28f4772c30b8544c742f6a349a06b3,18,1256,724,0.0009,0.014331210191082803,0.3958897842840553,-1.3368292549830707
pog,1,3afab60a60abe737c6b12772e0fcec0a,a68b85f0e84cbac87f49f5483e16fb6d,18,1258,108,0.0009,0.014308426073131956,2.649708532061473,1.4058336719490039
pog,1,bc11aa63d5a69b1b0f90c34fd2c62102,2450d5bfc87a1f5b96e2837f5c87a70c,18,1372,3599,0.0009,0.013119533527696793,0.07290654919531422,-3.777807772105778
pog,1,022ab423f035b47ac0af5046c51ed093,841c8877534da01768696cd2375bab70,18,1505,739,0.0009,0.011960132890365448,0.32368424601800944,-1.6273409448014535
pog,1,852a581f78e4f4d7ecf9972a038e440c,44187dfef4ed2dd3669957cc9592514e,18,3520,267,0.0009,0.005113636363636364,0.38304392236976503,-1.3844182642204519
pog,1,852a581f78e4f4d7ecf9972a038e440c,1199c4654170f33208d7932d7d2587a5,18,3520,385,0.0009,0.005113636363636364,0.26564344746162927,-1.9124369681151616
pog,1,2450d5bfc87a1f5b96e2837f5c87a70c,bc11aa63d5a69b1b0f90c34fd2c62102,18,3599,1372,0.0009,0.005001389274798555,0.07290654919531421,-3.777807772105778
pog,1,b608ccb44928992e75009892971acd46,83fb64f0af37f88a42f311549fb261cb,18,4689,772,0.0009,0.003838771593090211,0.09945004127176711,-3.3298842199971395
pog,1,b608ccb44928992e75009892971acd46,12ba81fb3ad68ad5b21e4cec7be42666,18,4689,245,0.0009,0.003838771593090211,0.3133691096400172,-1.6740651217316296
pog,1,7c3f3d05228e2ee51736f64757cfb385,19125833f147d19800e3aa39ecfc76c2,17,64,1150,0.00085,0.265625,4.619565217391304,2.207757074968051
pog,1,2637918fb4c6fbe3432dab045d841406,a6cd655d1645f38869be793d5fb194cb,17,70,3991,0.00085,0.24285714285714285,1.2170240183269498,0.2833576403435507
pog,1,9fa5c6beaf93259bc3dcd4ead2b3397f,2deec110140f47a0a9b9fddf744f956e,17,129,198,0.00085,0.13178294573643412,13.31140866024587,3.7345913452969253
pog,1,77c9c3bb3736bf7ba3a3d36b532f6962,08734b0d499542a3a0ae060fb5597d09,17,162,1153,0.00085,0.10493827160493827,1.8202649020804555,0.8641484202633921
pog,1,23ee17885f87575534b44d099507a747,95c3a26ab13f3ec5cd28a281e3685e7b,17,168,3217,0.00085,0.10119047619047619,0.6290983909883506,-0.6686424226317099
pog,1,23ee17885f87575534b44d099507a747,46eacb79120159c0d446c08e1f671b0f,17,168,1613,0.00085,0.10119047619047619,1.254686623564491,0.32732707486538587
pog,1,2deec110140f47a0a9b9fddf744f956e,9fa5c6beaf93259bc3dcd4ead2b3397f,17,198,129,0.00085,0.08585858585858586,13.311408660245869,3.734591345296925
pog,1,58f1ddb77bfc5576db30fa20e53111fa,3e600277f4bf92983bf6fcb0ac09e0d7,17,249,2926,0.00085,0.06827309236947791,0.46666501961365625,-1.099540765406779
pog,1,44187dfef4ed2dd3669957cc9592514e,0ab410a4baf435f5b6496cb061c11dc1,17,267,1057,0.00085,0.06367041198501873,1.2047381643333723,0.2687196277295519
pog,1,44187dfef4ed2dd3669957cc9592514e,bc11aa63d5a69b1b0f90c34fd2c62102,17,267,1372,0.00085,0.06367041198501873,0.92814011639969,-0.10758547706057735
pog,1,64fe11119537f0ea81cfb5e4d54b3c71,bc11aa63d5a69b1b0f90c34fd2c62102,17,383,1372,0.00085,0.044386422976501305,0.6470324049052669,-0.6280901272979804
pog,1,841c8877534da01768696cd2375bab70,08734b0d499542a3a0ae060fb5597d09,17,739,1153,0.00085,0.023004059539918808,0.39902965377135835,-1.325432130998134
pog,1,0ab410a4baf435f5b6496cb061c11dc1,44187dfef4ed2dd3669957cc9592514e,17,1057,267,0.00085,0.01608325449385052,1.2047381643333723,0.2687196277295519
pog,1,19125833f147d19800e3aa39ecfc76c2,7c3f3d05228e2ee51736f64757cfb385,17,1150,64,0.00085,0.014782608695652174,4.619565217391304,2.207757074968051
