dataset,bundle_id,sample_idx,gt_category,gt_cosine,gt_rank,gt_representative_items
pog_dense,6209,1219,b608ccb44928992e75009892971acd46,-0.5415699549191353,42,"[""帽子男女韩版潮百搭水洗棒球帽春夏休闲软顶时尚鸭舌帽青年情侣帽"", ""百搭帽子女夏季新款海滩遮阳帽可折叠沙滩出游度假草帽时尚大沿帽"", ""CACUSS帽子女休闲出游嘻哈帽韩版潮牌大头围夏季棒球帽鸭舌帽男士""]"
pog_dense,6215,1220,95c3a26ab13f3ec5cd28a281e3685e7b,0.5054743477549007,10,"[""HEFANG Jewelry/何方珠宝花簇耳环 925纯银女超仙气质耳坠耳饰品"", ""ZEGL原宿风紫色耳环女气质韩国个性潮人网红耳钉长款耳坠百搭耳饰"", ""ZENGLIU个性火烈鸟耳环女长款耳坠气质韩国简约百搭网红爱心耳饰""]"
pog_dense,6217,1221,b608ccb44928992e75009892971acd46,0.9044968335426506,21,"[""帽子男女韩版潮百搭水洗棒球帽春夏休闲软顶时尚鸭舌帽青年情侣帽"", ""百搭帽子女夏季新款海滩遮阳帽可折叠沙滩出游度假草帽时尚大沿帽"", ""CACUSS帽子女休闲出游嘻哈帽韩版潮牌大头围夏季棒球帽鸭舌帽男士""]"
pog_dense,6223,1222,95c3a26ab13f3ec5cd28a281e3685e7b,0.9438611972852106,13,"[""HEFANG Jewelry/何方珠宝花簇耳环 925纯银女超仙气质耳坠耳饰品"", ""ZEGL原宿风紫色耳环女气质韩国个性潮人网红耳钉长款耳坠百搭耳饰"", ""ZENGLIU个性火烈鸟耳环女长款耳坠气质韩国简约百搭网红爱心耳饰""]"
pog_dense,6228,1223,44187dfef4ed2dd3669957cc9592514e,0.5768954780563444,14,"[""Armani正品阿玛尼黑色皮带男士腕表防水简约商务石英手表男AR2411"", ""【阿里试用活动】仅限参加试用活动用户，单拍不发货！"", ""海外购澳洲 the horse 手表极简设计亚光黑色男女时尚腕表新款""]"
pog_dense,6229,1224,126c091a8ff171f694733a624089e68a,0.48087854781325545,28,"[""AJOY SAHU单鞋女温柔平底女鞋2019新款春夏方头浅口舒适真皮女鞋"", ""Belle/百丽单鞋春夏专柜同款羊皮低跟休闲乐福鞋女鞋R6B1DCM7"", ""五角星小脏鞋女2018春新款 百搭韩版做旧星星鞋 小白鞋内增高平底""]"
pog_dense,6229,1224,8476c833956c74092868c24514562b0b,-0.21605280434720528,39,"[""焦糖色水波纹双面绒羊毛大衣女手工2017秋冬装新款双排扣毛呢外套"", ""双面羊绒大衣女新款2018秋冬高端韩版赫本风呢子中长款&zwnj;毛呢外套"", ""红色千鸟格羊毛呢外套复古中长款呢子大衣秋冬季女装20199新款""]"
pog_dense,6229,1224,b608ccb44928992e75009892971acd46,0.8211861033592296,3,"[""帽子男女韩版潮百搭水洗棒球帽春夏休闲软顶时尚鸭舌帽青年情侣帽"", ""百搭帽子女夏季新款海滩遮阳帽可折叠沙滩出游度假草帽时尚大沿帽"", ""CACUSS帽子女休闲出游嘻哈帽韩版潮牌大头围夏季棒球帽鸭舌帽男士""]"
pog_dense,6233,1225,852a581f78e4f4d7ecf9972a038e440c,0.2417174911456301,20,"[""烫社交女鞋新款黑色小牛皮外V靴子时尚尖头三角粗高跟短靴秋冬"", ""动力足女鞋冬马丁靴女英伦风秋平底百搭系带机车马靴女士真皮短靴"", ""欧洲站2018秋冬新款时尚方头高跟短靴女 细跟真皮短筒加绒靴子潮""]"
pog_dense,6233,1225,b608ccb44928992e75009892971acd46,0.5015737073271768,10,"[""帽子男女韩版潮百搭水洗棒球帽春夏休闲软顶时尚鸭舌帽青年情侣帽"", ""百搭帽子女夏季新款海滩遮阳帽可折叠沙滩出游度假草帽时尚大沿帽"", ""CACUSS帽子女休闲出游嘻哈帽韩版潮牌大头围夏季棒球帽鸭舌帽男士""]"
pog_dense,6235,1226,95c3a26ab13f3ec5cd28a281e3685e7b,0.5054743477549007,10,"[""HEFANG Jewelry/何方珠宝花簇耳环 925纯银女超仙气质耳坠耳饰品"", ""ZEGL原宿风紫色耳环女气质韩国个性潮人网红耳钉长款耳坠百搭耳饰"", ""ZENGLIU个性火烈鸟耳环女长款耳坠气质韩国简约百搭网红爱心耳饰""]"
pog_dense,6237,1227,2450d5bfc87a1f5b96e2837f5c87a70c,0.9905239335929032,3,"[""20199秋冬季新款女装黑色修身长裙气质打底裙中长款毛呢连衣裙"", ""撒哈拉 华丽复古金线风琴褶宫廷袖小立领腰封连衣裙 时光机"", ""MOCO夏季半开襟贴布绣开衩七分袖牛仔连衣裙女MA172DRS401摩安珂""]"
pog_dense,6237,1227,841c8877534da01768696cd2375bab70,0.9864089499543629,7,"[""AGATHA 925银字母V字项链女密镶闪石时尚优雅气质饰品锁骨链女"", ""日韩气质黑色项链女四叶草双吊坠锁骨链脖子颈带颈链项圈choker潮"", ""锁骨链女韩国短款网红脖链项链choker链项圈颈链饰品脖子上的绑带""]"
pog_dense,6237,1227,b608ccb44928992e75009892971acd46,0.9340013844996385,22,"[""帽子男女韩版潮百搭水洗棒球帽春夏休闲软顶时尚鸭舌帽青年情侣帽"", ""百搭帽子女夏季新款海滩遮阳帽可折叠沙滩出游度假草帽时尚大沿帽"", ""CACUSS帽子女休闲出游嘻哈帽韩版潮牌大头围夏季棒球帽鸭舌帽男士""]"
pog_dense,6243,1228,126c091a8ff171f694733a624089e68a,-0.2739862438123169,30,"[""AJOY SAHU单鞋女温柔平底女鞋2019新款春夏方头浅口舒适真皮女鞋"", ""Belle/百丽单鞋春夏专柜同款羊皮低跟休闲乐福鞋女鞋R6B1DCM7"", ""五角星小脏鞋女2018春新款 百搭韩版做旧星星鞋 小白鞋内增高平底""]"
pog_dense,6244,1229,594c45bd75088c708c8acb043ca9b377,0.4507789062355593,24,"[""ZENGLIU小众耳夹无耳洞女法式耳钉简约气质冷淡风耳环耳骨夹耳饰"", ""个性星星吊坠耳环无耳洞耳夹式韩国简约清新无痛假耳钉气质耳饰女"", ""韩版百搭气质长款珍珠流苏无耳洞耳环耳夹女无洞耳环夹式无痛耳夹""]"
pog_dense,6250,1230,852a581f78e4f4d7ecf9972a038e440c,-0.47121650917145824,40,"[""烫社交女鞋新款黑色小牛皮外V靴子时尚尖头三角粗高跟短靴秋冬"", ""动力足女鞋冬马丁靴女英伦风秋平底百搭系带机车马靴女士真皮短靴"", ""欧洲站2018秋冬新款时尚方头高跟短靴女 细跟真皮短筒加绒靴子潮""]"
pog_dense,6253,1231,3afab60a60abe737c6b12772e0fcec0a,0.9178016929507777,16,"[""Grendha夏季巴西波西米亚时尚通勤沙滩舒适休闲夹脚平底凉鞋女"", ""真美诗夏季专柜同款耳环饰扣牛皮粗跟女凉鞋ZT111BL7"", ""Aerosoles/爱柔仕2017夏季条带夹趾休闲平底圆头凉鞋女罗马鞋""]"
pog_dense,6256,1232,664162d351ab59ea042546db288bbf7c,-0.22096443549018005,20,"[""丹尼熊胸包女2019新款潮包包女简约斜挎包百搭时尚少女单肩运动包"", ""小ck2019春夏福袋金狐狸新款时尚女包手提斜挎包简约单肩包大包潮"", ""2019新款夏季泰国手工编织女包草编包沙滩包度假手提式藤编水桶包""]"
pog_dense,6259,1233,bc11aa63d5a69b1b0f90c34fd2c62102,-0.1948269678412647,35,"[""商场同款MM麦檬娃娃领衬衫女纯棉大袖口宽松衬衣5160814223011"", ""春装宽松日系甜美刺绣纯棉长袖打底衬衫女"", ""2018秋季新款港味复古灯笼袖蓝色格子衬衫女衬衣长袖中长款bf上衣""]"
pog_dense,6260,1234,126c091a8ff171f694733a624089e68a,-0.08017931168963317,29,"[""AJOY SAHU单鞋女温柔平底女鞋2019新款春夏方头浅口舒适真皮女鞋"", ""Belle/百丽单鞋春夏专柜同款羊皮低跟休闲乐福鞋女鞋R6B1DCM7"", ""五角星小脏鞋女2018春新款 百搭韩版做旧星星鞋 小白鞋内增高平底""]"
pog_dense,6262,1235,03bfc1d4783966c69cc6aef8247e0103,0.9999952526452659,1,"[""NOTHOMME日系潮牌宽松九分西装裤男款纯色锥形休闲裤上班ifashion"", ""男道夏装新款日系宽松休闲裤男潮流小脚9分裤青年工装水洗九分裤"", ""GBOY春季潮流多口袋工装裤男日系青年水洗宽松小脚裤休闲哈伦裤""]"
pog_dense,6262,1235,19125833f147d19800e3aa39ecfc76c2,-0.23448730191446432,32,"[""劳士顿专柜正品女士手表女防水钨钢女表潮流时尚款女2019新款手链"", ""新款手表女白色皮带防水玫瑰金小清新女表学生韩版简约女士石英表"", ""2018新款韩版陶瓷手表女表时尚潮流石英表防水简约手表女士休闲表""]"
pog_dense,6265,1236,95c3a26ab13f3ec5cd28a281e3685e7b,0.9438611972852106,13,"[""HEFANG Jewelry/何方珠宝花簇耳环 925纯银女超仙气质耳坠耳饰品"", ""ZEGL原宿风紫色耳环女气质韩国个性潮人网红耳钉长款耳坠百搭耳饰"", ""ZENGLIU个性火烈鸟耳环女长款耳坠气质韩国简约百搭网红爱心耳饰""]"
pog_dense,6268,1237,95c3a26ab13f3ec5cd28a281e3685e7b,0.5054743477549007,10,"[""HEFANG Jewelry/何方珠宝花簇耳环 925纯银女超仙气质耳坠耳饰品"", ""ZEGL原宿风紫色耳环女气质韩国个性潮人网红耳钉长款耳坠百搭耳饰"", ""ZENGLIU个性火烈鸟耳环女长款耳坠气质韩国简约百搭网红爱心耳饰""]"
pog_dense,6268,1237,c6ba1690407cbd175f036694488a914e,0.4623240074578543,12,"[""小宜定制 2018秋冬新款韩版毛绒休闲卫衣女宽松加绒连帽厚外套"", ""韩都衣舍2018新款女装春装卫衣OU9675堯"", ""roselingling 春秋季宫廷风荷叶边压褶灯芯绒宽松长袖上衣女女""]"
pog_dense,6271,1238,022ab423f035b47ac0af5046c51ed093,0.013287975060250354,38,"[""roselingling 随性慵懒高领厚实灯笼落肩袖线条感保暖针织衫毛衣"", ""2018新款雪尼尔丝绒连帽大毛衣女韩版宽松学生上衣套头带帽衫秋冬"", ""MONA 新款针织连衣裙女中长款过膝毛衣修身加厚套头打底衫""]"
pog_dense,6290,1239,126c091a8ff171f694733a624089e68a,-0.007534181342608241,30,"[""AJOY SAHU单鞋女温柔平底女鞋2019新款春夏方头浅口舒适真皮女鞋"", ""Belle/百丽单鞋春夏专柜同款羊皮低跟休闲乐福鞋女鞋R6B1DCM7"", ""五角星小脏鞋女2018春新款 百搭韩版做旧星星鞋 小白鞋内增高平底""]"
pog_dense,6290,1239,664162d351ab59ea042546db288bbf7c,0.9313342991503205,4,"[""丹尼熊胸包女2019新款潮包包女简约斜挎包百搭时尚少女单肩运动包"", ""小ck2019春夏福袋金狐狸新款时尚女包手提斜挎包简约单肩包大包潮"", ""2019新款夏季泰国手工编织女包草编包沙滩包度假手提式藤编水桶包""]"
pog_dense,6294,1240,3afab60a60abe737c6b12772e0fcec0a,0.9178016929507777,16,"[""Grendha夏季巴西波西米亚时尚通勤沙滩舒适休闲夹脚平底凉鞋女"", ""真美诗夏季专柜同款耳环饰扣牛皮粗跟女凉鞋ZT111BL7"", ""Aerosoles/爱柔仕2017夏季条带夹趾休闲平底圆头凉鞋女罗马鞋""]"
pog_dense,6303,1241,83fb64f0af37f88a42f311549fb261cb,0.6392761207588309,6,"[""唐狮秋冬新款黑色牛仔裤男修身小脚裤牛仔长裤男士韩版潮流"", ""肥仔胖人加肥加大码松紧腰弹力牛仔裤男胖子超大号肥佬拼接长裤潮"", ""夏季浅色水洗破洞牛仔裤男潮牌九分裤韩版潮流修身小脚裤直筒裤子""]"
pog_dense,6305,1242,3e600277f4bf92983bf6fcb0ac09e0d7,0.7797759044461073,4,"[""阿俪克斯高腰阔腿裤女春季2019新款刺绣街头条纹开叉运动裤子"", ""短裤女秋2018新款黑色PU裤子 韩版宽松时尚休闲百搭松紧高腰皮裤"", ""nini 复古风坠感阔腿裤女宽松大长腿高腰秋冬休闲裤长裤女秋""]"
pog_dense,6305,1242,46eacb79120159c0d446c08e1f671b0f,0.5422385358585424,28,"[""韩都衣舍2018新款女装春装韩版字母V领长袖T恤EJ9090玎"", ""【官方折扣】诗凡黎2018夏季新款韩版小清新喇叭袖女短袖时尚T恤"", ""红色条纹短袖T恤女韩版露肩夏季2018新款漏两肩短款怪味少女上衣""]"
pog_dense,6307,1243,8585a77eaebc91282b433359863cb569,0.3800446668302895,18,"[""MG小象大毛领棉衣女中长款连帽休闲加厚学生棉服新款冬季棉袄外套"", ""午睡自制日系 仿兔绒毛毛短外套女 棉衣2018秋冬新款宽松加厚外套"", ""安小落冬季新款自制纯色加厚宽松情侣棉衣女大码外套保暖连帽棉服""]"
pog_dense,6310,1244,8476c833956c74092868c24514562b0b,-0.2685130235119093,40,"[""焦糖色水波纹双面绒羊毛大衣女手工2017秋冬装新款双排扣毛呢外套"", ""双面羊绒大衣女新款2018秋冬高端韩版赫本风呢子中长款&zwnj;毛呢外套"", ""红色千鸟格羊毛呢外套复古中长款呢子大衣秋冬季女装20199新款""]"
pog_dense,6312,1245,ecff24c1d93157b5c20fd73bb31faced,0.6202082808017573,9,"[""NOTHOMME日系潮牌宽松版拼接撞色套头卫衣男款上衣印花街头"", ""男道春季新款搞怪女孩印花连帽卫衣男运动套头衫日系学生休闲外套"", ""春季日系潮流学生复古假两件撞色拼接卫衣男连帽宽松套头潮牌外套""]"
pog_dense,6321,1246,b608ccb44928992e75009892971acd46,0.4113957950381891,15,"[""帽子男女韩版潮百搭水洗棒球帽春夏休闲软顶时尚鸭舌帽青年情侣帽"", ""百搭帽子女夏季新款海滩遮阳帽可折叠沙滩出游度假草帽时尚大沿帽"", ""CACUSS帽子女休闲出游嘻哈帽韩版潮牌大头围夏季棒球帽鸭舌帽男士""]"
pog_dense,6323,1247,8585a77eaebc91282b433359863cb569,0.35081179406194846,18,"[""MG小象大毛领棉衣女中长款连帽休闲加厚学生棉服新款冬季棉袄外套"", ""午睡自制日系 仿兔绒毛毛短外套女 棉衣2018秋冬新款宽松加厚外套"", ""安小落冬季新款自制纯色加厚宽松情侣棉衣女大码外套保暖连帽棉服""]"
pog_dense,6324,1248,664162d351ab59ea042546db288bbf7c,0.30928817512638596,19,"[""丹尼熊胸包女2019新款潮包包女简约斜挎包百搭时尚少女单肩运动包"", ""小ck2019春夏福袋金狐狸新款时尚女包手提斜挎包简约单肩包大包潮"", ""2019新款夏季泰国手工编织女包草编包沙滩包度假手提式藤编水桶包""]"
pog_dense,6324,1248,852a581f78e4f4d7ecf9972a038e440c,0.3868855152787368,17,"[""烫社交女鞋新款黑色小牛皮外V靴子时尚尖头三角粗高跟短靴秋冬"", ""动力足女鞋冬马丁靴女英伦风秋平底百搭系带机车马靴女士真皮短靴"", ""欧洲站2018秋冬新款时尚方头高跟短靴女 细跟真皮短筒加绒靴子潮""]"
pog_dense,6324,1248,fc528592c3858f90196fbfacc814f235,0.9609738908530278,1,"[""秋冬中长款针织裙纯色松紧腰高腰百褶裙显瘦大码A字半身裙"", ""RIMLESS无边原创复古植绒网纱半身裙女性感半透明修身包臀半裙女"", ""叙旧夏装文艺新款牛仔半身裙时尚短裙a字裙/是彼此/Q5866""]"
pog_dense,6337,1249,2450d5bfc87a1f5b96e2837f5c87a70c,0.5340777827106523,10,"[""20199秋冬季新款女装黑色修身长裙气质打底裙中长款毛呢连衣裙"", ""撒哈拉 华丽复古金线风琴褶宫廷袖小立领腰封连衣裙 时光机"", ""MOCO夏季半开襟贴布绣开衩七分袖牛仔连衣裙女MA172DRS401摩安珂""]"
pog_dense,6337,1249,664162d351ab59ea042546db288bbf7c,0.7092329996434603,6,"[""丹尼熊胸包女2019新款潮包包女简约斜挎包百搭时尚少女单肩运动包"", ""小ck2019春夏福袋金狐狸新款时尚女包手提斜挎包简约单肩包大包潮"", ""2019新款夏季泰国手工编织女包草编包沙滩包度假手提式藤编水桶包""]"
pog_dense,6341,1250,852a581f78e4f4d7ecf9972a038e440c,-0.7154282493310454,61,"[""烫社交女鞋新款黑色小牛皮外V靴子时尚尖头三角粗高跟短靴秋冬"", ""动力足女鞋冬马丁靴女英伦风秋平底百搭系带机车马靴女士真皮短靴"", ""欧洲站2018秋冬新款时尚方头高跟短靴女 细跟真皮短筒加绒靴子潮""]"
pog_dense,6344,1251,2450d5bfc87a1f5b96e2837f5c87a70c,0.9976632017185095,1,"[""20199秋冬季新款女装黑色修身长裙气质打底裙中长款毛呢连衣裙"", ""撒哈拉 华丽复古金线风琴褶宫廷袖小立领腰封连衣裙 时光机"", ""MOCO夏季半开襟贴布绣开衩七分袖牛仔连衣裙女MA172DRS401摩安珂""]"
pog_dense,6344,1251,b608ccb44928992e75009892971acd46,0.9244933619648813,20,"[""帽子男女韩版潮百搭水洗棒球帽春夏休闲软顶时尚鸭舌帽青年情侣帽"", ""百搭帽子女夏季新款海滩遮阳帽可折叠沙滩出游度假草帽时尚大沿帽"", ""CACUSS帽子女休闲出游嘻哈帽韩版潮牌大头围夏季棒球帽鸭舌帽男士""]"
pog_dense,6345,1252,b608ccb44928992e75009892971acd46,-0.18636740336625632,19,"[""帽子男女韩版潮百搭水洗棒球帽春夏休闲软顶时尚鸭舌帽青年情侣帽"", ""百搭帽子女夏季新款海滩遮阳帽可折叠沙滩出游度假草帽时尚大沿帽"", ""CACUSS帽子女休闲出游嘻哈帽韩版潮牌大头围夏季棒球帽鸭舌帽男士""]"
pog_dense,6348,1253,8476c833956c74092868c24514562b0b,0.37309158100790274,16,"[""焦糖色水波纹双面绒羊毛大衣女手工2017秋冬装新款双排扣毛呢外套"", ""双面羊绒大衣女新款2018秋冬高端韩版赫本风呢子中长款&zwnj;毛呢外套"", ""红色千鸟格羊毛呢外套复古中长款呢子大衣秋冬季女装20199新款""]"
pog_dense,6348,1253,b608ccb44928992e75009892971acd46,0.3595623786587205,17,"[""帽子男女韩版潮百搭水洗棒球帽春夏休闲软顶时尚鸭舌帽青年情侣帽"", ""百搭帽子女夏季新款海滩遮阳帽可折叠沙滩出游度假草帽时尚大沿帽"", ""CACUSS帽子女休闲出游嘻哈帽韩版潮牌大头围夏季棒球帽鸭舌帽男士""]"
pog_dense,6350,1254,2450d5bfc87a1f5b96e2837f5c87a70c,0.9912306840169721,1,"[""20199秋冬季新款女装黑色修身长裙气质打底裙中长款毛呢连衣裙"", ""撒哈拉 华丽复古金线风琴褶宫廷袖小立领腰封连衣裙 时光机"", ""MOCO夏季半开襟贴布绣开衩七分袖牛仔连衣裙女MA172DRS401摩安珂""]"
pog_dense,6350,1254,95c3a26ab13f3ec5cd28a281e3685e7b,0.9234746019852562,18,"[""HEFANG Jewelry/何方珠宝花簇耳环 925纯银女超仙气质耳坠耳饰品"", ""ZEGL原宿风紫色耳环女气质韩国个性潮人网红耳钉长款耳坠百搭耳饰"", ""ZENGLIU个性火烈鸟耳环女长款耳坠气质韩国简约百搭网红爱心耳饰""]"
pog_dense,6350,1254,b608ccb44928992e75009892971acd46,0.934205320205221,15,"[""帽子男女韩版潮百搭水洗棒球帽春夏休闲软顶时尚鸭舌帽青年情侣帽"", ""百搭帽子女夏季新款海滩遮阳帽可折叠沙滩出游度假草帽时尚大沿帽"", ""CACUSS帽子女休闲出游嘻哈帽韩版潮牌大头围夏季棒球帽鸭舌帽男士""]"
pog_dense,6354,1255,2450d5bfc87a1f5b96e2837f5c87a70c,0.5340777827106523,10,"[""20199秋冬季新款女装黑色修身长裙气质打底裙中长款毛呢连衣裙"", ""撒哈拉 华丽复古金线风琴褶宫廷袖小立领腰封连衣裙 时光机"", ""MOCO夏季半开襟贴布绣开衩七分袖牛仔连衣裙女MA172DRS401摩安珂""]"
pog_dense,6358,1256,664162d351ab59ea042546db288bbf7c,0.8529137134361784,1,"[""丹尼熊胸包女2019新款潮包包女简约斜挎包百搭时尚少女单肩运动包"", ""小ck2019春夏福袋金狐狸新款时尚女包手提斜挎包简约单肩包大包潮"", ""2019新款夏季泰国手工编织女包草编包沙滩包度假手提式藤编水桶包""]"
pog_dense,6358,1256,95c3a26ab13f3ec5cd28a281e3685e7b,0.6677892751397008,9,"[""HEFANG Jewelry/何方珠宝花簇耳环 925纯银女超仙气质耳坠耳饰品"", ""ZEGL原宿风紫色耳环女气质韩国个性潮人网红耳钉长款耳坠百搭耳饰"", ""ZENGLIU个性火烈鸟耳环女长款耳坠气质韩国简约百搭网红爱心耳饰""]"
pog_dense,6360,1257,2450d5bfc87a1f5b96e2837f5c87a70c,0.6056394177237079,9,"[""20199秋冬季新款女装黑色修身长裙气质打底裙中长款毛呢连衣裙"", ""撒哈拉 华丽复古金线风琴褶宫廷袖小立领腰封连衣裙 时光机"", ""MOCO夏季半开襟贴布绣开衩七分袖牛仔连衣裙女MA172DRS401摩安珂""]"
pog_dense,6363,1258,3afab60a60abe737c6b12772e0fcec0a,0.9732577022710116,6,"[""Grendha夏季巴西波西米亚时尚通勤沙滩舒适休闲夹脚平底凉鞋女"", ""真美诗夏季专柜同款耳环饰扣牛皮粗跟女凉鞋ZT111BL7"", ""Aerosoles/爱柔仕2017夏季条带夹趾休闲平底圆头凉鞋女罗马鞋""]"
pog_dense,6376,1259,83fb64f0af37f88a42f311549fb261cb,0.6315076488235597,6,"[""唐狮秋冬新款黑色牛仔裤男修身小脚裤牛仔长裤男士韩版潮流"", ""肥仔胖人加肥加大码松紧腰弹力牛仔裤男胖子超大号肥佬拼接长裤潮"", ""夏季浅色水洗破洞牛仔裤男潮牌九分裤韩版潮流修身小脚裤直筒裤子""]"
pog_dense,6385,1260,2450d5bfc87a1f5b96e2837f5c87a70c,0.6056394177237079,9,"[""20199秋冬季新款女装黑色修身长裙气质打底裙中长款毛呢连衣裙"", ""撒哈拉 华丽复古金线风琴褶宫廷袖小立领腰封连衣裙 时光机"", ""MOCO夏季半开襟贴布绣开衩七分袖牛仔连衣裙女MA172DRS401摩安珂""]"
pog_dense,6388,1261,126c091a8ff171f694733a624089e68a,-0.19720517848249647,29,"[""AJOY SAHU单鞋女温柔平底女鞋2019新款春夏方头浅口舒适真皮女鞋"", ""Belle/百丽单鞋春夏专柜同款羊皮低跟休闲乐福鞋女鞋R6B1DCM7"", ""五角星小脏鞋女2018春新款 百搭韩版做旧星星鞋 小白鞋内增高平底""]"
pog_dense,6390,1262,664162d351ab59ea042546db288bbf7c,0.9754311524445962,2,"[""丹尼熊胸包女2019新款潮包包女简约斜挎包百搭时尚少女单肩运动包"", ""小ck2019春夏福袋金狐狸新款时尚女包手提斜挎包简约单肩包大包潮"", ""2019新款夏季泰国手工编织女包草编包沙滩包度假手提式藤编水桶包""]"
pog_dense,6390,1262,b608ccb44928992e75009892971acd46,0.9792949816424315,1,"[""帽子男女韩版潮百搭水洗棒球帽春夏休闲软顶时尚鸭舌帽青年情侣帽"", ""百搭帽子女夏季新款海滩遮阳帽可折叠沙滩出游度假草帽时尚大沿帽"", ""CACUSS帽子女休闲出游嘻哈帽韩版潮牌大头围夏季棒球帽鸭舌帽男士""]"
pog_dense,6400,1263,664162d351ab59ea042546db288bbf7c,0.34660104958302007,17,"[""丹尼熊胸包女2019新款潮包包女简约斜挎包百搭时尚少女单肩运动包"", ""小ck2019春夏福袋金狐狸新款时尚女包手提斜挎包简约单肩包大包潮"", ""2019新款夏季泰国手工编织女包草编包沙滩包度假手提式藤编水桶包""]"
pog_dense,6400,1263,6eb82f81b7105a1112fec1bb3c8dd62b,0.8688219231374448,2,"[""米雪绒2018鄂尔多斯100%纯山羊绒毛衣短款套头羊绒衫女高领打底衫"", ""deessesicile2019早春简约慵懒风一字肩上衣薄款长袖露肩针织衫女"", ""复古气质 雕刻身型 单穿打底都很美！显瘦撞色V领羊毛衫针织衫""]"
pog_dense,6400,1263,95c3a26ab13f3ec5cd28a281e3685e7b,0.24542583319516875,21,"[""HEFANG Jewelry/何方珠宝花簇耳环 925纯银女超仙气质耳坠耳饰品"", ""ZEGL原宿风紫色耳环女气质韩国个性潮人网红耳钉长款耳坠百搭耳饰"", ""ZENGLIU个性火烈鸟耳环女长款耳坠气质韩国简约百搭网红爱心耳饰""]"
pog_dense,6409,1264,2450d5bfc87a1f5b96e2837f5c87a70c,-0.7996446469277156,47,"[""20199秋冬季新款女装黑色修身长裙气质打底裙中长款毛呢连衣裙"", ""撒哈拉 华丽复古金线风琴褶宫廷袖小立领腰封连衣裙 时光机"", ""MOCO夏季半开襟贴布绣开衩七分袖牛仔连衣裙女MA172DRS401摩安珂""]"
pog_dense,6409,1264,664162d351ab59ea042546db288bbf7c,-0.6337632740384342,43,"[""丹尼熊胸包女2019新款潮包包女简约斜挎包百搭时尚少女单肩运动包"", ""小ck2019春夏福袋金狐狸新款时尚女包手提斜挎包简约单肩包大包潮"", ""2019新款夏季泰国手工编织女包草编包沙滩包度假手提式藤编水桶包""]"
pog_dense,6409,1264,b608ccb44928992e75009892971acd46,-0.5924964390420557,42,"[""帽子男女韩版潮百搭水洗棒球帽春夏休闲软顶时尚鸭舌帽青年情侣帽"", ""百搭帽子女夏季新款海滩遮阳帽可折叠沙滩出游度假草帽时尚大沿帽"", ""CACUSS帽子女休闲出游嘻哈帽韩版潮牌大头围夏季棒球帽鸭舌帽男士""]"
pog_dense,6415,1265,664162d351ab59ea042546db288bbf7c,0.34660104958302007,17,"[""丹尼熊胸包女2019新款潮包包女简约斜挎包百搭时尚少女单肩运动包"", ""小ck2019春夏福袋金狐狸新款时尚女包手提斜挎包简约单肩包大包潮"", ""2019新款夏季泰国手工编织女包草编包沙滩包度假手提式藤编水桶包""]"
pog_dense,6416,1266,b608ccb44928992e75009892971acd46,0.6935388001743801,6,"[""帽子男女韩版潮百搭水洗棒球帽春夏休闲软顶时尚鸭舌帽青年情侣帽"", ""百搭帽子女夏季新款海滩遮阳帽可折叠沙滩出游度假草帽时尚大沿帽"", ""CACUSS帽子女休闲出游嘻哈帽韩版潮牌大头围夏季棒球帽鸭舌帽男士""]"
pog_dense,6419,1267,664162d351ab59ea042546db288bbf7c,0.035020665374558085,20,"[""丹尼熊胸包女2019新款潮包包女简约斜挎包百搭时尚少女单肩运动包"", ""小ck2019春夏福袋金狐狸新款时尚女包手提斜挎包简约单肩包大包潮"", ""2019新款夏季泰国手工编织女包草编包沙滩包度假手提式藤编水桶包""]"
pog_dense,6419,1267,852a581f78e4f4d7ecf9972a038e440c,0.6261520984665638,13,"[""烫社交女鞋新款黑色小牛皮外V靴子时尚尖头三角粗高跟短靴秋冬"", ""动力足女鞋冬马丁靴女英伦风秋平底百搭系带机车马靴女士真皮短靴"", ""欧洲站2018秋冬新款时尚方头高跟短靴女 细跟真皮短筒加绒靴子潮""]"
pog_dense,6419,1267,b608ccb44928992e75009892971acd46,0.11979333142251801,19,"[""帽子男女韩版潮百搭水洗棒球帽春夏休闲软顶时尚鸭舌帽青年情侣帽"", ""百搭帽子女夏季新款海滩遮阳帽可折叠沙滩出游度假草帽时尚大沿帽"", ""CACUSS帽子女休闲出游嘻哈帽韩版潮牌大头围夏季棒球帽鸭舌帽男士""]"
pog_dense,6422,1268,44187dfef4ed2dd3669957cc9592514e,0.9612503902465014,5,"[""Armani正品阿玛尼黑色皮带男士腕表防水简约商务石英手表男AR2411"", ""【阿里试用活动】仅限参加试用活动用户，单拍不发货！"", ""海外购澳洲 the horse 手表极简设计亚光黑色男女时尚腕表新款""]"
pog_dense,6422,1268,95c3a26ab13f3ec5cd28a281e3685e7b,0.9438611972852106,13,"[""HEFANG Jewelry/何方珠宝花簇耳环 925纯银女超仙气质耳坠耳饰品"", ""ZEGL原宿风紫色耳环女气质韩国个性潮人网红耳钉长款耳坠百搭耳饰"", ""ZENGLIU个性火烈鸟耳环女长款耳坠气质韩国简约百搭网红爱心耳饰""]"
